4 : 4, data missing, NULL
4 : 3 1, 1, 0
4 : 2 2, 1, 0
4 : 2 1 1, 1, 0
4 : 1 1 1 1, 1, 0
3 1 : 3 1, 1, 0
3 1 : 2 2, 1, 0
3 1 : 2 1 1, x + 1, 1
3 1 : 1 1 1 1, x**2/2 + 3*x/2 + 1, 2
2 2 : 2 2, 1, 0
2 2 : 2 1 1, 1, 0
2 2 : 1 1 1 1, x + 1, 1
2 1 1 : 2 1 1, 1, 0
2 1 1 : 1 1 1 1, x**2/2 + 3*x/2 + 1, 2
1 1 1 1 : 1 1 1 1, 1, 0
