10 : 10, Unable to create polyhedron or calculate h*, NULL, time: 0.7164762020111084s
10 : 3 2 1 1 1 1 1, Dimension too high, 0, time: 0.40592503547668457s
10 : 3 1 1 1 1 1 1 1, Dimension too high, 0, time: 0.7500050067901611s
10 : 2 2 2 2 2, Dimension too high, 0, time: 0.15386009216308594s
10 : 2 2 2 2 1 1, Dimension too high, 0, time: 0.24042201042175293s
10 : 2 2 2 1 1 1 1, Dimension too high, 0, time: 0.3972902297973633s
10 : 2 2 1 1 1 1 1 1, Dimension too high, 0, time: 0.6983349323272705s
10 : 2 1 1 1 1 1 1 1 1, Dimension too high, 0, time: 1.339690923690796s
9 1 : 9 1, Dimension too high, 0, time: 0.035385847091674805s
9 1 : 8 2, Dimension too high, 0, time: 0.034175872802734375s
9 1 : 8 1 1, Dimension too high, 1, time: 0.060604095458984375s
9 1 : 7 3, Dimension too high, 0, time: 0.03498506546020508s
9 1 : 7 2 1, Dimension too high, 1, time: 0.06026792526245117s
9 1 : 7 1 1 1, Dimension too high, 2, time: 0.09703707695007324s
9 1 : 6 4, Dimension too high, 0, time: 0.03459310531616211s
9 1 : 6 3 1, Dimension too high, 1, time: 0.0608210563659668s
9 1 : 6 2 2, Dimension too high, 1, time: 0.0610048770904541s
9 1 : 6 2 1 1, Dimension too high, 2, time: 0.10150909423828125s
9 1 : 6 1 1 1 1, Dimension too high, 3, time: 0.15267086029052734s
9 1 : 5 5, Dimension too high, 0, time: 0.034703969955444336s
9 1 : 5 4 1, Dimension too high, 1, time: 0.06054496765136719s
9 1 : 5 3 2, Dimension too high, 1, time: 0.06141996383666992s
9 1 : 5 3 1 1, Dimension too high, 2, time: 0.09798407554626465s
9 1 : 5 2 2 1, Dimension too high, 2, time: 0.0990910530090332s
9 1 : 5 2 1 1 1, Dimension too high, 3, time: 0.15274691581726074s
9 1 : 5 1 1 1 1 1, Dimension too high, 4, time: 0.3434791564941406s
9 1 : 4 4 2, Dimension too high, 1, time: 0.0666811466217041s
9 1 : 4 4 1 1, Dimension too high, 2, time: 0.10949397087097168s
9 1 : 4 3 3, Dimension too high, 1, time: 0.06555485725402832s
9 1 : 4 3 2 1, Dimension too high, 2, time: 0.10902786254882812s
9 1 : 4 3 1 1 1, Dimension too high, 3, time: 0.17841887474060059s
9 1 : 4 2 2 2, Dimension too high, 2, time: 0.11011695861816406s
9 1 : 4 2 2 1 1, Dimension too high, 3, time: 0.17600011825561523s
9 1 : 4 2 1 1 1 1, Dimension too high, 4, time: 0.29315900802612305s
9 1 : 4 1 1 1 1 1 1, Dimension too high, 5, time: 0.4664649963378906s
9 1 : 3 3 3 1, Dimension too high, 2, time: 0.11074995994567871s
9 1 : 3 3 2 2, Dimension too high, 2, time: 0.11089801788330078s
9 1 : 3 3 2 1 1, Dimension too high, 3, time: 0.17418503761291504s
9 1 : 3 3 1 1 1 1, Dimension too high, 4, time: 0.26958394050598145s
9 1 : 3 2 2 2 1, Dimension too high, 3, time: 0.1670091152191162s
9 1 : 3 2 2 1 1 1, Dimension too high, 4, time: 0.25856494903564453s
9 1 : 3 2 1 1 1 1 1, Dimension too high, 5, time: 0.4063701629638672s
9 1 : 3 1 1 1 1 1 1 1, Dimension too high, 6, time: 0.6894881725311279s
9 1 : 2 2 2 2 2, Dimension too high, 3, time: 0.154127836227417s
9 1 : 2 2 2 2 1 1, Dimension too high, 4, time: 0.24172687530517578s
9 1 : 2 2 2 1 1 1 1, Dimension too high, 5, time: 0.3961961269378662s
9 1 : 2 2 1 1 1 1 1 1, Dimension too high, 6, time: 0.6889078617095947s
9 1 : 2 1 1 1 1 1 1 1 1, Dimension too high, 7, time: 1.258065938949585s
8 2 : 8 2, Dimension too high, 0, time: 0.03578805923461914s
8 2 : 8 1 1, Dimension too high, 0, time: 0.061579227447509766s
8 2 : 7 3, Dimension too high, 0, time: 0.03545808792114258s
8 2 : 7 2 1, Dimension too high, 1, time: 0.06105995178222656s
8 2 : 7 1 1 1, Dimension too high, 2, time: 0.09823203086853027s
8 2 : 6 4, Dimension too high, 0, time: 0.03534102439880371s
8 2 : 6 3 1, Dimension too high, 1, time: 0.06264901161193848s
8 2 : 6 2 2, Dimension too high, 1, time: 0.061853885650634766s
8 2 : 6 2 1 1, Dimension too high, 2, time: 0.09969687461853027s
8 2 : 6 1 1 1 1, Dimension too high, 3, time: 0.15369796752929688s
8 2 : 5 5, Dimension too high, 0, time: 0.03527998924255371s
8 2 : 5 4 1, Dimension too high, 1, time: 0.061361074447631836s
8 2 : 5 3 2, Dimension too high, 1, time: 0.0610041618347168s
8 2 : 5 3 1 1, Dimension too high, 2, time: 0.09943389892578125s
8 2 : 5 2 2 1, Dimension too high, 2, time: 0.09903883934020996s
8 2 : 5 2 1 1 1, Dimension too high, 3, time: 0.1537950038909912s
8 2 : 5 1 1 1 1 1, Dimension too high, 4, time: 0.24030208587646484s
8 2 : 4 4 2, Dimension too high, 1, time: 0.06106114387512207s
8 2 : 4 4 1 1, Dimension too high, 2, time: 0.09910416603088379s
8 2 : 4 3 3, Dimension too high, 1, time: 0.06066393852233887s
8 2 : 4 3 2 1, Dimension too high, 2, time: 0.0983879566192627s
8 2 : 4 3 1 1 1, Dimension too high, 3, time: 0.15253806114196777s
8 2 : 4 2 2 2, Dimension too high, 2, time: 0.09915900230407715s
8 2 : 4 2 2 1 1, Dimension too high, 3, time: 0.1537489891052246s
8 2 : 4 2 1 1 1 1, Dimension too high, 4, time: 0.24295902252197266s
8 2 : 4 1 1 1 1 1 1, Dimension too high, 5, time: 0.3982090950012207s
8 2 : 3 3 3 1, Dimension too high, 2, time: 0.099884033203125s
8 2 : 3 3 2 2, Dimension too high, 2, time: 0.09897994995117188s
8 2 : 3 3 2 1 1, Dimension too high, 3, time: 0.15630102157592773s
8 2 : 3 3 1 1 1 1, Dimension too high, 4, time: 0.2411811351776123s
8 2 : 3 2 2 2 1, Dimension too high, 3, time: 0.15392804145812988s
8 2 : 3 2 2 1 1 1, Dimension too high, 4, time: 0.2387399673461914s
8 2 : 3 2 1 1 1 1 1, Dimension too high, 5, time: 0.3935868740081787s
8 2 : 3 1 1 1 1 1 1 1, Dimension too high, 6, time: 0.6986799240112305s
8 2 : 2 2 2 2 2, Dimension too high, 3, time: 0.15508794784545898s
8 2 : 2 2 2 2 1 1, Dimension too high, 4, time: 0.23942804336547852s
8 2 : 2 2 2 1 1 1 1, Dimension too high, 5, time: 0.3936929702758789s
8 2 : 2 2 1 1 1 1 1 1, Dimension too high, 6, time: 0.7049219608306885s
8 2 : 2 1 1 1 1 1 1 1 1, Dimension too high, 7, time: 1.428877830505371s
8 1 1 : 8 1 1, Dimension too high, 0, time: 0.06676292419433594s
8 1 1 : 7 3, Dimension too high, 0, time: 0.03924202919006348s
8 1 1 : 7 2 1, Dimension too high, 0, time: 0.06771111488342285s
8 1 1 : 7 1 1 1, Dimension too high, 2, time: 0.11632108688354492s
8 1 1 : 6 4, Dimension too high, 0, time: 0.03931784629821777s
8 1 1 : 6 3 1, Dimension too high, 0, time: 0.0688621997833252s
8 1 1 : 6 2 2, Dimension too high, 0, time: 0.06936812400817871s
8 1 1 : 6 2 1 1, Dimension too high, 2, time: 0.11931204795837402s
8 1 1 : 6 1 1 1 1, Dimension too high, 4, time: 0.19536781311035156s
8 1 1 : 5 5, Dimension too high, 0, time: 0.042324066162109375s
8 1 1 : 5 4 1, Dimension too high, 0, time: 0.06875109672546387s
8 1 1 : 5 3 2, Dimension too high, 0, time: 0.06886410713195801s
8 1 1 : 5 3 1 1, Dimension too high, 2, time: 0.11872196197509766s
8 1 1 : 5 2 2 1, Dimension too high, 2, time: 0.12221884727478027s
8 1 1 : 5 2 1 1 1, Dimension too high, 4, time: 0.1910409927368164s
8 1 1 : 5 1 1 1 1 1, Dimension too high, 6, time: 0.3118917942047119s
8 1 1 : 4 4 2, Dimension too high, 0, time: 0.07122588157653809s
8 1 1 : 4 4 1 1, Dimension too high, 2, time: 0.11839509010314941s
8 1 1 : 4 3 3, Dimension too high, 0, time: 0.06914401054382324s
8 1 1 : 4 3 2 1, Dimension too high, 2, time: 0.11740422248840332s
8 1 1 : 4 3 1 1 1, Dimension too high, 4, time: 0.1924149990081787s
8 1 1 : 4 2 2 2, Dimension too high, 2, time: 0.11902403831481934s
8 1 1 : 4 2 2 1 1, Dimension too high, 4, time: 0.19431591033935547s
8 1 1 : 4 2 1 1 1 1, Dimension too high, 6, time: 0.293565034866333s
8 1 1 : 4 1 1 1 1 1 1, Dimension too high, 8, time: 0.4516139030456543s
8 1 1 : 3 3 3 1, Dimension too high, 2, time: 0.10758709907531738s
8 1 1 : 3 3 2 2, Dimension too high, 2, time: 0.10554814338684082s
8 1 1 : 3 3 2 1 1, Dimension too high, 4, time: 0.1622309684753418s
8 1 1 : 3 3 1 1 1 1, Dimension too high, 6, time: 0.24646210670471191s
8 1 1 : 3 2 2 2 1, Dimension too high, 4, time: 0.15535593032836914s
8 1 1 : 3 2 2 1 1 1, Dimension too high, 6, time: 0.24133014678955078s
8 1 1 : 3 2 1 1 1 1 1, Dimension too high, 8, time: 0.39818310737609863s
8 1 1 : 3 1 1 1 1 1 1 1, Dimension too high, 10, time: 0.6778910160064697s
8 1 1 : 2 2 2 2 2, Dimension too high, 4, time: 0.15470600128173828s
8 1 1 : 2 2 2 2 1 1, Dimension too high, 6, time: 0.24226021766662598s
8 1 1 : 2 2 2 1 1 1 1, Dimension too high, 8, time: 0.3928539752960205s
8 1 1 : 2 2 1 1 1 1 1 1, Dimension too high, 10, time: 0.6782569885253906s
8 1 1 : 2 1 1 1 1 1 1 1 1, Dimension too high, 12, time: 1.2332160472869873s
7 3 : 7 3, Dimension too high, 0, time: 0.03575301170349121s
7 3 : 7 2 1, Dimension too high, 0, time: 0.06079888343811035s
7 3 : 7 1 1 1, Dimension too high, 0, time: 0.09807991981506348s
7 3 : 6 4, Dimension too high, 0, time: 0.03492999076843262s
7 3 : 6 3 1, Dimension too high, 1, time: 0.06154990196228027s
7 3 : 6 2 2, Dimension too high, 1, time: 0.06270194053649902s
7 3 : 6 2 1 1, Dimension too high, 2, time: 0.10119390487670898s
7 3 : 6 1 1 1 1, Dimension too high, 3, time: 0.15441417694091797s
7 3 : 5 5, Dimension too high, 0, time: 0.03542017936706543s
7 3 : 5 4 1, Dimension too high, 1, time: 0.06273198127746582s
7 3 : 5 3 2, Dimension too high, 1, time: 0.06152796745300293s
7 3 : 5 3 1 1, Dimension too high, 2, time: 0.0984041690826416s
7 3 : 5 2 2 1, Dimension too high, 2, time: 0.09997701644897461s
7 3 : 5 2 1 1 1, Dimension too high, 3, time: 0.15615606307983398s
7 3 : 5 1 1 1 1 1, Dimension too high, 4, time: 0.24292302131652832s
7 3 : 4 4 2, Dimension too high, 1, time: 0.061044931411743164s
7 3 : 4 4 1 1, Dimension too high, 2, time: 0.09868788719177246s
7 3 : 4 3 3, Dimension too high, 1, time: 0.06081199645996094s
7 3 : 4 3 2 1, Dimension too high, 2, time: 0.10018491744995117s
7 3 : 4 3 1 1 1, Dimension too high, 3, time: 0.15345501899719238s
7 3 : 4 2 2 2, Dimension too high, 2, time: 0.09819507598876953s
7 3 : 4 2 2 1 1, Dimension too high, 3, time: 0.15356898307800293s
7 3 : 4 2 1 1 1 1, Dimension too high, 4, time: 0.24094319343566895s
7 3 : 4 1 1 1 1 1 1, Dimension too high, 5, time: 0.3992798328399658s
7 3 : 3 3 3 1, Dimension too high, 2, time: 0.0977928638458252s
7 3 : 3 3 2 2, Dimension too high, 2, time: 0.0989990234375s
7 3 : 3 3 2 1 1, Dimension too high, 3, time: 0.15596294403076172s
7 3 : 3 3 1 1 1 1, Dimension too high, 4, time: 0.23911786079406738s
7 3 : 3 2 2 2 1, Dimension too high, 3, time: 0.15327692031860352s
7 3 : 3 2 2 1 1 1, Dimension too high, 4, time: 0.24068307876586914s
7 3 : 3 2 1 1 1 1 1, Dimension too high, 5, time: 0.3927628993988037s
7 3 : 3 1 1 1 1 1 1 1, Dimension too high, 6, time: 0.6893808841705322s
7 3 : 2 2 2 2 2, Dimension too high, 3, time: 0.1547079086303711s
7 3 : 2 2 2 2 1 1, Dimension too high, 4, time: 0.2427070140838623s
7 3 : 2 2 2 1 1 1 1, Dimension too high, 5, time: 0.3955800533294678s
7 3 : 2 2 1 1 1 1 1 1, Dimension too high, 6, time: 0.6953339576721191s
7 3 : 2 1 1 1 1 1 1 1 1, Dimension too high, 7, time: 1.4807980060577393s
7 2 1 : 7 2 1, Dimension too high, 0, time: 0.06467199325561523s
7 2 1 : 7 1 1 1, Dimension too high, 1, time: 0.10892295837402344s
7 2 1 : 6 4, Dimension too high, 0, time: 0.03726816177368164s
7 2 1 : 6 3 1, Dimension too high, 0, time: 0.0656130313873291s
7 2 1 : 6 2 2, Dimension too high, 1, time: 0.0657050609588623s
7 2 1 : 6 2 1 1, Dimension too high, 3, time: 0.11079287528991699s
7 2 1 : 6 1 1 1 1, Dimension too high, 5, time: 0.18410801887512207s
7 2 1 : 5 5, Dimension too high, 0, time: 0.03839898109436035s
7 2 1 : 5 4 1, Dimension too high, 0, time: 0.06517505645751953s
7 2 1 : 5 3 2, Dimension too high, 1, time: 0.0654289722442627s
7 2 1 : 5 3 1 1, Dimension too high, 3, time: 0.11181998252868652s
7 2 1 : 5 2 2 1, Dimension too high, 3, time: 0.11040186882019043s
7 2 1 : 5 2 1 1 1, Dimension too high, 5, time: 0.18331193923950195s
7 2 1 : 5 1 1 1 1 1, Dimension too high, 7, time: 0.28478312492370605s
7 2 1 : 4 4 2, Dimension too high, 1, time: 0.06660008430480957s
7 2 1 : 4 4 1 1, Dimension too high, 3, time: 0.10938882827758789s
7 2 1 : 4 3 3, Dimension too high, 1, time: 0.06764388084411621s
7 2 1 : 4 3 2 1, Dimension too high, 3, time: 0.11124205589294434s
7 2 1 : 4 3 1 1 1, Dimension too high, 5, time: 0.1807088851928711s
7 2 1 : 4 2 2 2, Dimension too high, 3, time: 0.11675882339477539s
7 2 1 : 4 2 2 1 1, Dimension too high, 5, time: 0.17729783058166504s
7 2 1 : 4 2 1 1 1 1, Dimension too high, 7, time: 0.2760930061340332s
7 2 1 : 4 1 1 1 1 1 1, Dimension too high, 9, time: 0.4326479434967041s
7 2 1 : 3 3 3 1, Dimension too high, 3, time: 0.10940694808959961s
7 2 1 : 3 3 2 2, Dimension too high, 3, time: 0.10809087753295898s
7 2 1 : 3 3 2 1 1, Dimension too high, 5, time: 0.1690511703491211s
7 2 1 : 3 3 1 1 1 1, Dimension too high, 7, time: 0.25392913818359375s
7 2 1 : 3 2 2 2 1, Dimension too high, 5, time: 0.15524888038635254s
7 2 1 : 3 2 2 1 1 1, Dimension too high, 7, time: 0.24416494369506836s
7 2 1 : 3 2 1 1 1 1 1, Dimension too high, 9, time: 0.39314699172973633s
7 2 1 : 3 1 1 1 1 1 1 1, Dimension too high, 11, time: 0.6927750110626221s
7 2 1 : 2 2 2 2 2, Dimension too high, 5, time: 0.15648818016052246s
7 2 1 : 2 2 2 2 1 1, Dimension too high, 7, time: 0.2410140037536621s
7 2 1 : 2 2 2 1 1 1 1, Dimension too high, 9, time: 0.3939778804779053s
7 2 1 : 2 2 1 1 1 1 1 1, Dimension too high, 11, time: 0.6769239902496338s
7 2 1 : 2 1 1 1 1 1 1 1 1, Dimension too high, 13, time: 1.2524828910827637s
7 1 1 1 : 7 1 1 1, Dimension too high, 0, time: 0.0992288589477539s
7 1 1 1 : 6 4, Dimension too high, 0, time: 0.03612112998962402s
7 1 1 1 : 6 3 1, Dimension too high, -1, time: 0.005706071853637695s
7 1 1 1 : 6 2 2, Dimension too high, 0, time: 0.06165909767150879s
7 1 1 1 : 6 2 1 1, Dimension too high, 0, time: 0.09894394874572754s
7 1 1 1 : 6 1 1 1 1, Dimension too high, 3, time: 0.155256986618042s
7 1 1 1 : 5 5, Dimension too high, 0, time: 0.03513312339782715s
7 1 1 1 : 5 4 1, Dimension too high, -1, time: 0.005568027496337891s
7 1 1 1 : 5 3 2, Dimension too high, 0, time: 0.06135988235473633s
7 1 1 1 : 5 3 1 1, Dimension too high, 0, time: 0.09975695610046387s
7 1 1 1 : 5 2 2 1, Dimension too high, 0, time: 0.09836483001708984s
7 1 1 1 : 5 2 1 1 1, Dimension too high, 3, time: 0.15551495552062988s
7 1 1 1 : 5 1 1 1 1 1, Dimension too high, 6, time: 0.2440629005432129s
7 1 1 1 : 4 4 2, Dimension too high, 0, time: 0.06125617027282715s
7 1 1 1 : 4 4 1 1, Dimension too high, 0, time: 0.09814906120300293s
7 1 1 1 : 4 3 3, Dimension too high, 0, time: 0.06158709526062012s
7 1 1 1 : 4 3 2 1, Dimension too high, 0, time: 0.09902191162109375s
7 1 1 1 : 4 3 1 1 1, Dimension too high, 3, time: 0.15272784233093262s
7 1 1 1 : 4 2 2 2, Dimension too high, 0, time: 0.09937286376953125s
7 1 1 1 : 4 2 2 1 1, Dimension too high, 3, time: 0.15434002876281738s
7 1 1 1 : 4 2 1 1 1 1, Dimension too high, 6, time: 0.24585509300231934s
7 1 1 1 : 4 1 1 1 1 1 1, Dimension too high, 9, time: 0.4004402160644531s
7 1 1 1 : 3 3 3 1, Dimension too high, 0, time: 0.09944891929626465s
7 1 1 1 : 3 3 2 2, Dimension too high, 0, time: 0.10065889358520508s
7 1 1 1 : 3 3 2 1 1, Dimension too high, 3, time: 0.1557769775390625s
7 1 1 1 : 3 3 1 1 1 1, Dimension too high, 6, time: 0.2495269775390625s
7 1 1 1 : 3 2 2 2 1, Dimension too high, 3, time: 0.15742802619934082s
7 1 1 1 : 3 2 2 1 1 1, Dimension too high, 6, time: 0.24349403381347656s
7 1 1 1 : 3 2 1 1 1 1 1, Dimension too high, 9, time: 0.3952491283416748s
7 1 1 1 : 3 1 1 1 1 1 1 1, Dimension too high, 12, time: 0.672353982925415s
7 1 1 1 : 2 2 2 2 2, Dimension too high, 3, time: 0.17017078399658203s
7 1 1 1 : 2 2 2 2 1 1, Dimension too high, 6, time: 0.25826597213745117s
7 1 1 1 : 2 2 2 1 1 1 1, Dimension too high, 9, time: 0.40736913681030273s
7 1 1 1 : 2 2 1 1 1 1 1 1, Dimension too high, 12, time: 0.6952180862426758s
7 1 1 1 : 2 1 1 1 1 1 1 1 1, x^8 + 40*x^7 + 400*x^6 + 1456*x^5 + 2212*x^4 + 1456*x^3 + 400*x^2 + 40*x + 1, 15, time: 467.06964898109436s
6 4 : 6 4, Dimension too high, 0, time: 0.038604021072387695s
6 4 : 6 3 1, Dimension too high, 0, time: 0.06482291221618652s
6 4 : 6 2 2, Dimension too high, 0, time: 0.06516909599304199s
6 4 : 6 2 1 1, Dimension too high, 0, time: 0.11031389236450195s
6 4 : 6 1 1 1 1, Dimension too high, 0, time: 0.18352508544921875s
6 4 : 5 5, Dimension too high, 0, time: 0.037577152252197266s
6 4 : 5 4 1, Dimension too high, 1, time: 0.06603193283081055s
6 4 : 5 3 2, Dimension too high, 1, time: 0.06627798080444336s
6 4 : 5 3 1 1, Dimension too high, 2, time: 0.11220979690551758s
6 4 : 5 2 2 1, Dimension too high, 2, time: 0.11117982864379883s
6 4 : 5 2 1 1 1, Dimension too high, 3, time: 0.17357993125915527s
6 4 : 5 1 1 1 1 1, Dimension too high, 4, time: 0.27304697036743164s
6 4 : 4 4 2, Dimension too high, 1, time: 0.06632184982299805s
6 4 : 4 4 1 1, Dimension too high, 2, time: 0.10771298408508301s
6 4 : 4 3 3, Dimension too high, 1, time: 0.06547999382019043s
6 4 : 4 3 2 1, Dimension too high, 2, time: 0.10754513740539551s
6 4 : 4 3 1 1 1, Dimension too high, 3, time: 0.17450881004333496s
6 4 : 4 2 2 2, Dimension too high, 2, time: 0.10577392578125s
6 4 : 4 2 2 1 1, Dimension too high, 3, time: 0.16550612449645996s
6 4 : 4 2 1 1 1 1, Dimension too high, 4, time: 0.25121593475341797s
6 4 : 4 1 1 1 1 1 1, Dimension too high, 5, time: 0.41395998001098633s
6 4 : 3 3 3 1, Dimension too high, 2, time: 0.10048913955688477s
6 4 : 3 3 2 2, Dimension too high, 2, time: 0.10005593299865723s
6 4 : 3 3 2 1 1, Dimension too high, 3, time: 0.1551070213317871s
6 4 : 3 3 1 1 1 1, Dimension too high, 4, time: 0.2461409568786621s
6 4 : 3 2 2 2 1, Dimension too high, 3, time: 0.1556401252746582s
6 4 : 3 2 2 1 1 1, Dimension too high, 4, time: 0.24790692329406738s
6 4 : 3 2 1 1 1 1 1, Dimension too high, 5, time: 0.39922595024108887s
6 4 : 3 1 1 1 1 1 1 1, Dimension too high, 6, time: 0.6912479400634766s
6 4 : 2 2 2 2 2, Dimension too high, 3, time: 0.15444207191467285s
6 4 : 2 2 2 2 1 1, Dimension too high, 4, time: 0.24352812767028809s
6 4 : 2 2 2 1 1 1 1, Dimension too high, 5, time: 0.44072389602661133s
6 4 : 2 2 1 1 1 1 1 1, Dimension too high, 6, time: 0.7924139499664307s
6 4 : 2 1 1 1 1 1 1 1 1, Dimension too high, 7, time: 1.3095910549163818s
6 3 1 : 6 3 1, Dimension too high, 0, time: 0.06307792663574219s
6 3 1 : 6 2 2, Dimension too high, 0, time: 0.06281399726867676s
6 3 1 : 6 2 1 1, Dimension too high, 1, time: 0.10039997100830078s
6 3 1 : 6 1 1 1 1, Dimension too high, 2, time: 0.15568184852600098s
6 3 1 : 5 5, Dimension too high, 0, time: 0.0355679988861084s
6 3 1 : 5 4 1, Dimension too high, 0, time: 0.06173896789550781s
6 3 1 : 5 3 2, Dimension too high, 1, time: 0.06340694427490234s
6 3 1 : 5 3 1 1, Dimension too high, 3, time: 0.10164594650268555s
6 3 1 : 5 2 2 1, Dimension too high, 3, time: 0.10005497932434082s
6 3 1 : 5 2 1 1 1, Dimension too high, 5, time: 0.15545892715454102s
6 3 1 : 5 1 1 1 1 1, Dimension too high, 7, time: 0.24521803855895996s
6 3 1 : 4 4 2, Dimension too high, 1, time: 0.06142902374267578s
6 3 1 : 4 4 1 1, Dimension too high, 3, time: 0.0990610122680664s
6 3 1 : 4 3 3, Dimension too high, 1, time: 0.06164407730102539s
6 3 1 : 4 3 2 1, Dimension too high, 3, time: 0.09949278831481934s
6 3 1 : 4 3 1 1 1, Dimension too high, 5, time: 0.15639305114746094s
6 3 1 : 4 2 2 2, Dimension too high, 3, time: 0.0992579460144043s
6 3 1 : 4 2 2 1 1, Dimension too high, 5, time: 0.15706992149353027s
6 3 1 : 4 2 1 1 1 1, Dimension too high, 7, time: 0.24342703819274902s
6 3 1 : 4 1 1 1 1 1 1, Dimension too high, 9, time: 0.4003419876098633s
6 3 1 : 3 3 3 1, Dimension too high, 3, time: 0.0997159481048584s
6 3 1 : 3 3 2 2, Dimension too high, 3, time: 0.09944891929626465s
6 3 1 : 3 3 2 1 1, Dimension too high, 5, time: 0.1546459197998047s
6 3 1 : 3 3 1 1 1 1, Dimension too high, 7, time: 0.24272799491882324s
6 3 1 : 3 2 2 2 1, Dimension too high, 5, time: 0.15345096588134766s
6 3 1 : 3 2 2 1 1 1, Dimension too high, 7, time: 0.2420940399169922s
6 3 1 : 3 2 1 1 1 1 1, Dimension too high, 9, time: 0.41277408599853516s
6 3 1 : 3 1 1 1 1 1 1 1, Dimension too high, 11, time: 0.7069089412689209s
6 3 1 : 2 2 2 2 2, Dimension too high, 5, time: 0.16004586219787598s
6 3 1 : 2 2 2 2 1 1, Dimension too high, 7, time: 0.2520160675048828s
6 3 1 : 2 2 2 1 1 1 1, Dimension too high, 9, time: 0.41038990020751953s
6 3 1 : 2 2 1 1 1 1 1 1, Dimension too high, 11, time: 0.705024003982544s
6 3 1 : 2 1 1 1 1 1 1 1 1, Dimension too high, 13, time: 1.2821879386901855s
6 2 2 : 6 2 2, Dimension too high, 0, time: 0.06367993354797363s
6 2 2 : 6 2 1 1, Dimension too high, 0, time: 0.1015021800994873s
6 2 2 : 6 1 1 1 1, Dimension too high, 1, time: 0.15985894203186035s
6 2 2 : 5 5, Dimension too high, 0, time: 0.03644299507141113s
6 2 2 : 5 4 1, Dimension too high, -1, time: 0.005833148956298828s
6 2 2 : 5 3 2, Dimension too high, 0, time: 0.06460690498352051s
6 2 2 : 5 3 1 1, Dimension too high, 0, time: 0.11180400848388672s
6 2 2 : 5 2 2 1, Dimension too high, 2, time: 0.11050987243652344s
6 2 2 : 5 2 1 1 1, Dimension too high, 4, time: 0.16091489791870117s
6 2 2 : 5 1 1 1 1 1, Dimension too high, 6, time: 0.25147199630737305s
6 2 2 : 4 4 2, Dimension too high, 0, time: 0.06490588188171387s
6 2 2 : 4 4 1 1, Dimension too high, 0, time: 0.10169696807861328s
6 2 2 : 4 3 3, Dimension too high, 0, time: 0.06305193901062012s
6 2 2 : 4 3 2 1, Dimension too high, 2, time: 0.10213494300842285s
6 2 2 : 4 3 1 1 1, Dimension too high, 4, time: 0.1579740047454834s
6 2 2 : 4 2 2 2, Dimension too high, 2, time: 0.09885501861572266s
6 2 2 : 4 2 2 1 1, Dimension too high, 4, time: 0.15371489524841309s
6 2 2 : 4 2 1 1 1 1, Dimension too high, 6, time: 0.24261689186096191s
6 2 2 : 4 1 1 1 1 1 1, Dimension too high, 8, time: 0.40621495246887207s
6 2 2 : 3 3 3 1, Dimension too high, 2, time: 0.1001899242401123s
6 2 2 : 3 3 2 2, Dimension too high, 2, time: 0.09831094741821289s
