9 : 9, Unable to create polyhedron or calculate h*, NULL, time: 0.8121199607849121s
3 3 2 1 : 2 1 1 1 1 1 1 1, 336*x^9 + 8940*x^8 + 62019*x^7 + 165452*x^6 + 191268*x^5 + 99015*x^4 + 22295*x^3 + 2016*x^2 + 62*x + 1, 14, time: 18.056519031524658s
3 3 1 1 1 : 3 3 1 1 1, 1, 0, time: 0.2145380973815918s
3 3 1 1 1 : 3 2 2 2, 1, 0, time: 0.13581085205078125s
3 3 1 1 1 : 3 2 2 1 1, 1, 0, time: 0.2268531322479248s
3 3 1 1 1 : 3 2 1 1 1 1, 1, 3, time: 0.3124849796295166s
3 3 1 1 1 : 3 1 1 1 1 1 1, x^2 + 3*x + 1, 6, time: 0.5559380054473877s
3 3 1 1 1 : 2 2 2 2 1, 1, 1, time: 0.2225639820098877s
3 3 1 1 1 : 2 2 2 1 1 1, 1, 6, time: 0.3419339656829834s
3 3 1 1 1 : 2 2 1 1 1 1 1, x^6 + 9*x^5 + 45*x^4 + 65*x^3 + 45*x^2 + 9*x + 1, 10, time: 0.5616950988769531s
3 3 1 1 1 : 2 1 1 1 1 1 1 1, x^9 + 105*x^8 + 1630*x^7 + 7595*x^6 + 13944*x^5 + 11200*x^4 + 3990*x^3 + 615*x^2 + 35*x + 1, 14, time: 2.5168628692626953s
3 2 2 2 : 3 2 2 2, 1, 0, time: 0.13447999954223633s
3 2 2 2 : 3 2 2 1 1, 1, 0, time: 0.1963062286376953s
3 2 2 2 : 3 2 1 1 1 1, 1, 1, time: 0.3102879524230957s
3 2 2 2 : 3 1 1 1 1 1 1, x^2 + 1, 4, time: 0.516991138458252s
3 2 2 2 : 2 2 2 2 1, 1, 3, time: 0.20142292976379395s
3 2 2 2 : 2 2 2 1 1 1, 1, 6, time: 0.312730073928833s
3 2 2 2 : 2 2 1 1 1 1 1, 16*x^2 + 5*x + 1, 9, time: 0.531562089920044s
3 2 2 2 : 2 1 1 1 1 1 1 1, 225*x^6 + 1135*x^5 + 1905*x^4 + 1170*x^3 + 281*x^2 + 22*x + 1, 12, time: 2.0113320350646973s
3 2 2 1 1 : 3 2 2 1 1, 1, 0, time: 0.2173328399658203s
3 2 2 1 1 : 3 2 1 1 1 1, 1, 2, time: 0.32332897186279297s
3 2 2 1 1 : 3 1 1 1 1 1 1, x^4 + x^3 + 6*x^2 + x + 1, 7, time: 0.5137338638305664s
3 2 2 1 1 : 2 2 2 2 1, 1, 2, time: 0.1977400779724121s
3 2 2 1 1 : 2 2 2 1 1 1, 1, 8, time: 0.31014084815979004s
3 2 2 1 1 : 2 2 1 1 1 1 1, 101*x^4 + 141*x^3 + 76*x^2 + 11*x + 1, 12, time: 0.5187430381774902s
3 2 2 1 1 : 2 1 1 1 1 1 1 1, 295*x^10 + 6115*x^9 + 45783*x^8 + 151129*x^7 + 241528*x^6 + 192955*x^5 + 77070*x^4 + 14853*x^3 + 1305*x^2 + 46*x + 1, 16, time: 37.02025818824768s
3 2 1 1 1 1 : 3 2 1 1 1 1, 1, 0, time: 0.3335568904876709s
3 2 1 1 1 1 : 3 1 1 1 1 1 1, 1, 4, time: 0.5156610012054443s
3 2 1 1 1 1 : 2 2 2 2 1, 0, -1, time: 0.04033708572387695s
3 2 1 1 1 1 : 2 2 2 1 1 1, 1, 1, time: 0.32088303565979004s
3 2 1 1 1 1 : 2 2 1 1 1 1 1, 1, 9, time: 0.5047979354858398s
3 2 1 1 1 1 : 2 1 1 1 1 1 1 1, 15*x^8 + 160*x^7 + 770*x^6 + 1596*x^5 + 1680*x^4 + 840*x^3 + 210*x^2 + 20*x + 1, 14, time: 0.9940390586853027s
3 1 1 1 1 1 1 : 3 1 1 1 1 1 1, 1, 0, time: 0.5069630146026611s
3 1 1 1 1 1 1 : 2 2 2 2 1, 0, -1, time: 0.0382540225982666s
3 1 1 1 1 1 1 : 2 2 2 1 1 1, 0, -1, time: 0.13238000869750977s
3 1 1 1 1 1 1 : 2 2 1 1 1 1 1, 1, 0, time: 0.5073959827423096s
3 1 1 1 1 1 1 : 2 1 1 1 1 1 1 1, 1, 6, time: 0.8531899452209473s
2 2 2 2 1 : 2 2 2 2 1, 1, 0, time: 0.19606995582580566s
2 2 2 2 1 : 2 2 2 1 1 1, 1, 1, time: 0.3055598735809326s
2 2 2 2 1 : 2 2 1 1 1 1 1, x^2 + 1, 4, time: 0.5026581287384033s
2 2 2 2 1 : 2 1 1 1 1 1 1 1, x^6 + 4*x^5 + 31*x^4 + 40*x^3 + 31*x^2 + 4*x + 1, 9, time: 1.1181271076202393s
2 2 2 1 1 1 : 2 2 2 1 1 1, 1, 0, time: 0.32016706466674805s
2 2 2 1 1 1 : 2 2 1 1 1 1 1, 1, 3, time: 0.5035500526428223s
2 2 2 1 1 1 : 2 1 1 1 1 1 1 1, x^6 + 3*x^5 + 21*x^4 + 20*x^3 + 21*x^2 + 3*x + 1, 10, time: 0.9347381591796875s
2 2 1 1 1 1 1 : 2 2 1 1 1 1 1, 1, 0, time: 0.5075340270996094s
2 2 1 1 1 1 1 : 2 1 1 1 1 1 1 1, 1, 5, time: 0.8563339710235596s
2 1 1 1 1 1 1 1 : 2 1 1 1 1 1 1 1, 1, 0, time: 0.8624589443206787s
Total time (seconds): 219.7667908668518
