10 : 10, Unable to create polyhedron or calculate h*, NULL, time: 0.8321659564971924s
9 1 : 4 3 2 1, Dimension too high, 2, time: 0.12421488761901855s
9 1 : 4 3 1 1 1, Dimension too high, 3, time: 0.19818711280822754s
9 1 : 4 2 2 2, Dimension too high, 2, time: 0.12678194046020508s
9 1 : 4 2 2 1 1, Dimension too high, 3, time: 0.20103907585144043s
9 1 : 4 2 1 1 1 1, Dimension too high, 4, time: 0.3240680694580078s
9 1 : 4 1 1 1 1 1 1, Dimension too high, 5, time: 0.5368919372558594s
9 1 : 3 3 3 1, Dimension too high, 2, time: 0.12604594230651855s
9 1 : 3 3 2 2, Dimension too high, 2, time: 0.12407207489013672s
9 1 : 3 3 2 1 1, Dimension too high, 3, time: 0.19670391082763672s
9 1 : 3 3 1 1 1 1, Dimension too high, 4, time: 0.315701961517334s
9 1 : 3 2 2 2 1, Dimension too high, 3, time: 0.1964879035949707s
9 1 : 3 2 2 1 1 1, Dimension too high, 4, time: 0.30691003799438477s
9 1 : 3 2 1 1 1 1 1, Dimension too high, 5, time: 0.4804189205169678s
9 1 : 3 1 1 1 1 1 1 1, Dimension too high, 6, time: 0.824254035949707s
9 1 : 2 2 2 2 2, Dimension too high, 3, time: 0.18392705917358398s
9 1 : 2 2 2 2 1 1, Dimension too high, 4, time: 0.2884490489959717s
9 1 : 2 2 2 1 1 1 1, Dimension too high, 5, time: 0.47571301460266113s
9 1 : 2 2 1 1 1 1 1 1, Dimension too high, 6, time: 0.8218169212341309s
9 1 : 2 1 1 1 1 1 1 1 1, Dimension too high, 7, time: 1.5011260509490967s
8 2 : 8 2, Dimension too high, 0, time: 0.04214596748352051s
8 2 : 8 1 1, Dimension too high, 0, time: 0.07289505004882812s
8 2 : 7 3, Dimension too high, 0, time: 0.04173588752746582s
8 2 : 7 2 1, Dimension too high, 1, time: 0.07263302803039551s
8 2 : 7 1 1 1, Dimension too high, 2, time: 0.11785197257995605s
8 2 : 6 4, Dimension too high, 0, time: 0.04171895980834961s
8 2 : 6 3 1, Dimension too high, 1, time: 0.07277584075927734s
8 2 : 6 2 2, Dimension too high, 1, time: 0.07272601127624512s
8 2 : 6 2 1 1, Dimension too high, 2, time: 0.11777305603027344s
8 2 : 6 1 1 1 1, Dimension too high, 3, time: 0.18335819244384766s
8 2 : 5 5, Dimension too high, 0, time: 0.04184103012084961s
8 2 : 5 4 1, Dimension too high, 1, time: 0.07264113426208496s
8 2 : 5 3 2, Dimension too high, 1, time: 0.07262706756591797s
8 2 : 5 3 1 1, Dimension too high, 2, time: 0.11796402931213379s
8 2 : 5 2 2 1, Dimension too high, 2, time: 0.11801791191101074s
8 2 : 5 2 1 1 1, Dimension too high, 3, time: 0.1835038661956787s
8 2 : 5 1 1 1 1 1, Dimension too high, 4, time: 0.28972601890563965s
8 2 : 4 4 2, Dimension too high, 1, time: 0.07292699813842773s
8 2 : 4 4 1 1, Dimension too high, 2, time: 0.11752986907958984s
8 2 : 4 3 3, Dimension too high, 1, time: 0.07248783111572266s
8 2 : 4 3 2 1, Dimension too high, 2, time: 0.11789703369140625s
8 2 : 4 3 1 1 1, Dimension too high, 3, time: 0.183243989944458s
8 2 : 4 2 2 2, Dimension too high, 2, time: 0.11787009239196777s
8 2 : 4 2 2 1 1, Dimension too high, 3, time: 0.18399500846862793s
8 2 : 4 2 1 1 1 1, Dimension too high, 4, time: 0.2868220806121826s
8 2 : 4 1 1 1 1 1 1, Dimension too high, 5, time: 0.47339606285095215s
8 2 : 3 3 3 1, Dimension too high, 2, time: 0.1176450252532959s
8 2 : 3 3 2 2, Dimension too high, 2, time: 0.11761188507080078s
8 2 : 3 3 2 1 1, Dimension too high, 3, time: 0.18238520622253418s
8 2 : 3 3 1 1 1 1, Dimension too high, 4, time: 0.2863152027130127s
8 2 : 3 2 2 2 1, Dimension too high, 3, time: 0.18294596672058105s
8 2 : 3 2 2 1 1 1, Dimension too high, 4, time: 0.28708791732788086s
8 2 : 3 2 1 1 1 1 1, Dimension too high, 5, time: 0.47060585021972656s
8 2 : 3 1 1 1 1 1 1 1, Dimension too high, 6, time: 0.8221008777618408s
8 2 : 2 2 2 2 2, Dimension too high, 3, time: 0.18225693702697754s
8 2 : 2 2 2 2 1 1, Dimension too high, 4, time: 0.2864069938659668s
8 2 : 2 2 2 1 1 1 1, Dimension too high, 5, time: 0.4709761142730713s
8 2 : 2 2 1 1 1 1 1 1, Dimension too high, 6, time: 0.8317859172821045s
8 2 : 2 1 1 1 1 1 1 1 1, Dimension too high, 7, time: 1.615407943725586s
8 1 1 : 8 1 1, Dimension too high, 0, time: 0.07650303840637207s
8 1 1 : 7 3, Dimension too high, 0, time: 0.04370903968811035s
8 1 1 : 7 2 1, Dimension too high, 0, time: 0.07714605331420898s
8 1 1 : 7 1 1 1, Dimension too high, 2, time: 0.12700295448303223s
8 1 1 : 6 4, Dimension too high, 0, time: 0.0438389778137207s
8 1 1 : 6 3 1, Dimension too high, 0, time: 0.07648992538452148s
8 1 1 : 6 2 2, Dimension too high, 0, time: 0.07727694511413574s
8 1 1 : 6 2 1 1, Dimension too high, 2, time: 0.12499594688415527s
8 1 1 : 6 1 1 1 1, Dimension too high, 4, time: 0.19779491424560547s
8 1 1 : 5 5, Dimension too high, 0, time: 0.04388618469238281s
8 1 1 : 5 4 1, Dimension too high, 0, time: 0.07620906829833984s
8 1 1 : 5 3 2, Dimension too high, 0, time: 0.07634997367858887s
8 1 1 : 5 3 1 1, Dimension too high, 2, time: 0.12550806999206543s
8 1 1 : 5 2 2 1, Dimension too high, 2, time: 0.12620997428894043s
8 1 1 : 5 2 1 1 1, Dimension too high, 4, time: 0.19910812377929688s
8 1 1 : 5 1 1 1 1 1, Dimension too high, 6, time: 0.3176839351654053s
8 1 1 : 4 4 2, Dimension too high, 0, time: 0.07726907730102539s
8 1 1 : 4 4 1 1, Dimension too high, 2, time: 0.12467479705810547s
8 1 1 : 4 3 3, Dimension too high, 0, time: 0.07739806175231934s
8 1 1 : 4 3 2 1, Dimension too high, 2, time: 0.12488198280334473s
8 1 1 : 4 3 1 1 1, Dimension too high, 4, time: 0.19764089584350586s
8 1 1 : 4 2 2 2, Dimension too high, 2, time: 0.1287999153137207s
8 1 1 : 4 2 2 1 1, Dimension too high, 4, time: 0.19899582862854004s
8 1 1 : 4 2 1 1 1 1, Dimension too high, 6, time: 0.31704211235046387s
8 1 1 : 4 1 1 1 1 1 1, Dimension too high, 8, time: 0.5050160884857178s
8 1 1 : 3 3 3 1, Dimension too high, 2, time: 0.1242671012878418s
8 1 1 : 3 3 2 2, Dimension too high, 2, time: 0.12325382232666016s
8 1 1 : 3 3 2 1 1, Dimension too high, 4, time: 0.1921689510345459s
8 1 1 : 3 3 1 1 1 1, Dimension too high, 6, time: 0.2920658588409424s
8 1 1 : 3 2 2 2 1, Dimension too high, 4, time: 0.18824005126953125s
8 1 1 : 3 2 2 1 1 1, Dimension too high, 6, time: 0.3059239387512207s
8 1 1 : 3 2 1 1 1 1 1, Dimension too high, 8, time: 0.4901258945465088s
8 1 1 : 3 1 1 1 1 1 1 1, Dimension too high, 10, time: 0.8399159908294678s
8 1 1 : 2 2 2 2 2, Dimension too high, 4, time: 0.1848311424255371s
8 1 1 : 2 2 2 2 1 1, Dimension too high, 6, time: 0.2906301021575928s
8 1 1 : 2 2 2 1 1 1 1, Dimension too high, 8, time: 0.4798109531402588s
8 1 1 : 2 2 1 1 1 1 1 1, Dimension too high, 10, time: 0.8151190280914307s
8 1 1 : 2 1 1 1 1 1 1 1 1, Dimension too high, 12, time: 1.5000519752502441s
7 3 : 7 3, Dimension too high, 0, time: 0.04350399971008301s
7 3 : 7 2 1, Dimension too high, 0, time: 0.07912206649780273s
7 3 : 7 1 1 1, Dimension too high, 0, time: 0.12233614921569824s
7 3 : 6 4, Dimension too high, 0, time: 0.04200387001037598s
7 3 : 6 3 1, Dimension too high, 1, time: 0.07272005081176758s
7 3 : 6 2 2, Dimension too high, 1, time: 0.07374310493469238s
7 3 : 6 2 1 1, Dimension too high, 2, time: 0.12245607376098633s
7 3 : 6 1 1 1 1, Dimension too high, 3, time: 0.19425582885742188s
7 3 : 5 5, Dimension too high, 0, time: 0.044416189193725586s
7 3 : 5 4 1, Dimension too high, 1, time: 0.07649588584899902s
7 3 : 5 3 2, Dimension too high, 1, time: 0.07523703575134277s
7 3 : 5 3 1 1, Dimension too high, 2, time: 0.11970114707946777s
7 3 : 5 2 2 1, Dimension too high, 2, time: 0.11932110786437988s
7 3 : 5 2 1 1 1, Dimension too high, 3, time: 0.18489503860473633s
7 3 : 5 1 1 1 1 1, Dimension too high, 4, time: 0.2884960174560547s
7 3 : 4 4 2, Dimension too high, 1, time: 0.0731041431427002s
7 3 : 4 4 1 1, Dimension too high, 2, time: 0.11911296844482422s
7 3 : 4 3 3, Dimension too high, 1, time: 0.07447218894958496s
7 3 : 4 3 2 1, Dimension too high, 2, time: 0.11769700050354004s
7 3 : 4 3 1 1 1, Dimension too high, 3, time: 0.1846621036529541s
7 3 : 4 2 2 2, Dimension too high, 2, time: 0.11915016174316406s
7 3 : 4 2 2 1 1, Dimension too high, 3, time: 0.18529295921325684s
7 3 : 4 2 1 1 1 1, Dimension too high, 4, time: 0.29031920433044434s
7 3 : 4 1 1 1 1 1 1, Dimension too high, 5, time: 0.47873997688293457s
7 3 : 3 3 3 1, Dimension too high, 2, time: 0.11831903457641602s
7 3 : 3 3 2 2, Dimension too high, 2, time: 0.11780810356140137s
7 3 : 3 3 2 1 1, Dimension too high, 3, time: 0.18386197090148926s
7 3 : 3 3 1 1 1 1, Dimension too high, 4, time: 0.28974318504333496s
7 3 : 3 2 2 2 1, Dimension too high, 3, time: 0.188032865524292s
7 3 : 3 2 2 1 1 1, Dimension too high, 4, time: 0.29129791259765625s
7 3 : 3 2 1 1 1 1 1, Dimension too high, 5, time: 0.4761481285095215s
7 3 : 3 1 1 1 1 1 1 1, Dimension too high, 6, time: 0.826793909072876s
7 3 : 2 2 2 2 2, Dimension too high, 3, time: 0.18453693389892578s
7 3 : 2 2 2 2 1 1, Dimension too high, 4, time: 0.2920401096343994s
7 3 : 2 2 2 1 1 1 1, Dimension too high, 5, time: 0.47740888595581055s
7 3 : 2 2 1 1 1 1 1 1, Dimension too high, 6, time: 0.8299100399017334s
7 3 : 2 1 1 1 1 1 1 1 1, Dimension too high, 7, time: 1.7486679553985596s
7 2 1 : 7 2 1, Dimension too high, 0, time: 0.07579898834228516s
7 2 1 : 7 1 1 1, Dimension too high, 1, time: 0.12455511093139648s
7 2 1 : 6 4, Dimension too high, 0, time: 0.04364490509033203s
7 2 1 : 6 3 1, Dimension too high, 0, time: 0.08146405220031738s
7 2 1 : 6 2 2, Dimension too high, 1, time: 0.082672119140625s
7 2 1 : 6 2 1 1, Dimension too high, 3, time: 0.13701081275939941s
7 2 1 : 6 1 1 1 1, Dimension too high, 5, time: 0.2141721248626709s
7 2 1 : 5 5, Dimension too high, 0, time: 0.04370594024658203s
7 2 1 : 5 4 1, Dimension too high, 0, time: 0.07648491859436035s
7 2 1 : 5 3 2, Dimension too high, 1, time: 0.07618498802185059s
7 2 1 : 5 3 1 1, Dimension too high, 3, time: 0.12901592254638672s
7 2 1 : 5 2 2 1, Dimension too high, 3, time: 0.12743687629699707s
7 2 1 : 5 2 1 1 1, Dimension too high, 5, time: 0.19946980476379395s
7 2 1 : 5 1 1 1 1 1, Dimension too high, 7, time: 0.32223010063171387s
7 2 1 : 4 4 2, Dimension too high, 1, time: 0.0777578353881836s
7 2 1 : 4 4 1 1, Dimension too high, 3, time: 0.12502503395080566s
7 2 1 : 4 3 3, Dimension too high, 1, time: 0.0762941837310791s
7 2 1 : 4 3 2 1, Dimension too high, 3, time: 0.13017582893371582s
7 2 1 : 4 3 1 1 1, Dimension too high, 5, time: 0.208723783493042s
7 2 1 : 4 2 2 2, Dimension too high, 3, time: 0.1335461139678955s
7 2 1 : 4 2 2 1 1, Dimension too high, 5, time: 0.2002391815185547s
7 2 1 : 4 2 1 1 1 1, Dimension too high, 7, time: 0.31531310081481934s
7 2 1 : 4 1 1 1 1 1 1, Dimension too high, 9, time: 0.5064129829406738s
7 2 1 : 3 3 3 1, Dimension too high, 3, time: 0.12944579124450684s
7 2 1 : 3 3 2 2, Dimension too high, 3, time: 0.12815284729003906s
7 2 1 : 3 3 2 1 1, Dimension too high, 5, time: 0.20568203926086426s
7 2 1 : 3 3 1 1 1 1, Dimension too high, 7, time: 0.2953760623931885s
7 2 1 : 3 2 2 2 1, Dimension too high, 5, time: 0.18666291236877441s
7 2 1 : 3 2 2 1 1 1, Dimension too high, 7, time: 0.2888920307159424s
7 2 1 : 3 2 1 1 1 1 1, Dimension too high, 9, time: 0.4871480464935303s
7 2 1 : 3 1 1 1 1 1 1 1, Dimension too high, 11, time: 0.82474684715271s
7 2 1 : 2 2 2 2 2, Dimension too high, 5, time: 0.19346404075622559s
7 2 1 : 2 2 2 2 1 1, Dimension too high, 7, time: 0.3040900230407715s
7 2 1 : 2 2 2 1 1 1 1, Dimension too high, 9, time: 0.47890710830688477s
7 2 1 : 2 2 1 1 1 1 1 1, Dimension too high, 11, time: 0.8217649459838867s
7 2 1 : 2 1 1 1 1 1 1 1 1, Dimension too high, 13, time: 1.515902042388916s
7 1 1 1 : 7 1 1 1, Dimension too high, 0, time: 0.11755108833312988s
7 1 1 1 : 6 4, Dimension too high, 0, time: 0.04171395301818848s
7 1 1 1 : 6 3 1, Dimension too high, -1, time: 0.006661891937255859s
7 1 1 1 : 6 2 2, Dimension too high, 0, time: 0.0728759765625s
7 1 1 1 : 6 2 1 1, Dimension too high, 0, time: 0.11755681037902832s
7 1 1 1 : 6 1 1 1 1, Dimension too high, 3, time: 0.1830148696899414s
7 1 1 1 : 5 5, Dimension too high, 0, time: 0.041834115982055664s
7 1 1 1 : 5 4 1, Dimension too high, -1, time: 0.0065839290618896484s
7 1 1 1 : 5 3 2, Dimension too high, 0, time: 0.07317590713500977s
7 1 1 1 : 5 3 1 1, Dimension too high, 0, time: 0.11752605438232422s
7 1 1 1 : 5 2 2 1, Dimension too high, 0, time: 0.12358403205871582s
7 1 1 1 : 5 2 1 1 1, Dimension too high, 3, time: 0.19205212593078613s
7 1 1 1 : 5 1 1 1 1 1, Dimension too high, 6, time: 0.29302501678466797s
7 1 1 1 : 4 4 2, Dimension too high, 0, time: 0.07313990592956543s
7 1 1 1 : 4 4 1 1, Dimension too high, 0, time: 0.11769485473632812s
7 1 1 1 : 4 3 3, Dimension too high, 0, time: 0.07276296615600586s
7 1 1 1 : 4 3 2 1, Dimension too high, 0, time: 0.11776185035705566s
7 1 1 1 : 4 3 1 1 1, Dimension too high, 3, time: 0.18295001983642578s
7 1 1 1 : 4 2 2 2, Dimension too high, 0, time: 0.11780190467834473s
7 1 1 1 : 4 2 2 1 1, Dimension too high, 3, time: 0.1837902069091797s
7 1 1 1 : 4 2 1 1 1 1, Dimension too high, 6, time: 0.2861340045928955s
7 1 1 1 : 4 1 1 1 1 1 1, Dimension too high, 9, time: 0.4685671329498291s
7 1 1 1 : 3 3 3 1, Dimension too high, 0, time: 0.12077593803405762s
7 1 1 1 : 3 3 2 2, Dimension too high, 0, time: 0.12054800987243652s
7 1 1 1 : 3 3 2 1 1, Dimension too high, 3, time: 0.19020509719848633s
7 1 1 1 : 3 3 1 1 1 1, Dimension too high, 6, time: 0.2867000102996826s
7 1 1 1 : 3 2 2 2 1, Dimension too high, 3, time: 0.18657994270324707s
7 1 1 1 : 3 2 2 1 1 1, Dimension too high, 6, time: 0.2878568172454834s
7 1 1 1 : 3 2 1 1 1 1 1, Dimension too high, 9, time: 0.47246623039245605s
7 1 1 1 : 3 1 1 1 1 1 1 1, Dimension too high, 12, time: 0.8075480461120605s
7 1 1 1 : 2 2 2 2 2, Dimension too high, 3, time: 0.18371105194091797s
7 1 1 1 : 2 2 2 2 1 1, Dimension too high, 6, time: 0.2870309352874756s
7 1 1 1 : 2 2 2 1 1 1 1, Dimension too high, 9, time: 0.4711601734161377s
7 1 1 1 : 2 2 1 1 1 1 1 1, Dimension too high, 12, time: 0.810107946395874s
7 1 1 1 : 2 1 1 1 1 1 1 1 1, Dimension too high, 15, time: 1.755047082901001s
6 4 : 6 4, Dimension too high, 0, time: 0.044731855392456055s
6 4 : 6 3 1, Dimension too high, 0, time: 0.07577109336853027s
6 4 : 6 2 2, Dimension too high, 0, time: 0.07630586624145508s
6 4 : 6 2 1 1, Dimension too high, 0, time: 0.12641596794128418s
6 4 : 6 1 1 1 1, Dimension too high, 0, time: 0.20321106910705566s
6 4 : 5 5, Dimension too high, 0, time: 0.0442659854888916s
6 4 : 5 4 1, Dimension too high, 1, time: 0.07646608352661133s
6 4 : 5 3 2, Dimension too high, 1, time: 0.07623100280761719s
6 4 : 5 3 1 1, Dimension too high, 2, time: 0.12825918197631836s
6 4 : 5 2 2 1, Dimension too high, 2, time: 0.12553882598876953s
6 4 : 5 2 1 1 1, Dimension too high, 3, time: 0.2026820182800293s
6 4 : 5 1 1 1 1 1, Dimension too high, 4, time: 0.326214075088501s
6 4 : 4 4 2, Dimension too high, 1, time: 0.07834005355834961s
6 4 : 4 4 1 1, Dimension too high, 2, time: 0.12475395202636719s
6 4 : 4 3 3, Dimension too high, 1, time: 0.07657599449157715s
6 4 : 4 3 2 1, Dimension too high, 2, time: 0.12544798851013184s
6 4 : 4 3 1 1 1, Dimension too high, 3, time: 0.1995079517364502s
6 4 : 4 2 2 2, Dimension too high, 2, time: 0.12698698043823242s
6 4 : 4 2 2 1 1, Dimension too high, 3, time: 0.20205998420715332s
6 4 : 4 2 1 1 1 1, Dimension too high, 4, time: 0.32073402404785156s
6 4 : 4 1 1 1 1 1 1, Dimension too high, 5, time: 0.5305421352386475s
6 4 : 3 3 3 1, Dimension too high, 2, time: 0.12764596939086914s
6 4 : 3 3 2 2, Dimension too high, 2, time: 0.12731194496154785s
6 4 : 3 3 2 1 1, Dimension too high, 3, time: 0.19921493530273438s
6 4 : 3 3 1 1 1 1, Dimension too high, 4, time: 0.30208396911621094s
6 4 : 3 2 2 2 1, Dimension too high, 3, time: 0.18889212608337402s
6 4 : 3 2 2 1 1 1, Dimension too high, 4, time: 0.2921609878540039s
6 4 : 3 2 1 1 1 1 1, Dimension too high, 5, time: 0.4800608158111572s
6 4 : 3 1 1 1 1 1 1 1, Dimension too high, 6, time: 0.8282668590545654s
6 4 : 2 2 2 2 2, Dimension too high, 3, time: 0.1868438720703125s
6 4 : 2 2 2 2 1 1, Dimension too high, 4, time: 0.2987661361694336s
6 4 : 2 2 2 1 1 1 1, Dimension too high, 5, time: 0.4991440773010254s
6 4 : 2 2 1 1 1 1 1 1, Dimension too high, 6, time: 0.846998929977417s
6 4 : 2 1 1 1 1 1 1 1 1, Dimension too high, 7, time: 1.538438081741333s
6 3 1 : 6 3 1, Dimension too high, 0, time: 0.07512211799621582s
6 3 1 : 6 2 2, Dimension too high, 0, time: 0.07390403747558594s
6 3 1 : 6 2 1 1, Dimension too high, 1, time: 0.12022876739501953s
6 3 1 : 6 1 1 1 1, Dimension too high, 2, time: 0.1865401268005371s
6 3 1 : 5 5, Dimension too high, 0, time: 0.04244589805603027s
6 3 1 : 5 4 1, Dimension too high, 0, time: 0.07284212112426758s
6 3 1 : 5 3 2, Dimension too high, 1, time: 0.07286906242370605s
6 3 1 : 5 3 1 1, Dimension too high, 3, time: 0.11871814727783203s
6 3 1 : 5 2 2 1, Dimension too high, 3, time: 0.12146806716918945s
6 3 1 : 5 2 1 1 1, Dimension too high, 5, time: 0.18649506568908691s
6 3 1 : 5 1 1 1 1 1, Dimension too high, 7, time: 0.30173301696777344s
6 3 1 : 4 4 2, Dimension too high, 1, time: 0.07656192779541016s
6 3 1 : 4 4 1 1, Dimension too high, 3, time: 0.12431597709655762s
6 3 1 : 4 3 3, Dimension too high, 1, time: 0.07446002960205078s
6 3 1 : 4 3 2 1, Dimension too high, 3, time: 0.12044191360473633s
6 3 1 : 4 3 1 1 1, Dimension too high, 5, time: 0.18788909912109375s
6 3 1 : 4 2 2 2, Dimension too high, 3, time: 0.11993694305419922s
6 3 1 : 4 2 2 1 1, Dimension too high, 5, time: 0.18527698516845703s
6 3 1 : 4 2 1 1 1 1, Dimension too high, 7, time: 0.2909550666809082s
6 3 1 : 4 1 1 1 1 1 1, Dimension too high, 9, time: 0.47307610511779785s
6 3 1 : 3 3 3 1, Dimension too high, 3, time: 0.11869311332702637s
6 3 1 : 3 3 2 2, Dimension too high, 3, time: 0.11791515350341797s
6 3 1 : 3 3 2 1 1, Dimension too high, 5, time: 0.1863107681274414s
6 3 1 : 3 3 1 1 1 1, Dimension too high, 7, time: 0.28923511505126953s
6 3 1 : 3 2 2 2 1, Dimension too high, 5, time: 0.18563318252563477s
6 3 1 : 3 2 2 1 1 1, Dimension too high, 7, time: 0.29043006896972656s
6 3 1 : 3 2 1 1 1 1 1, Dimension too high, 9, time: 0.4739830493927002s
6 3 1 : 3 1 1 1 1 1 1 1, Dimension too high, 11, time: 0.8138959407806396s
6 3 1 : 2 2 2 2 2, Dimension too high, 5, time: 0.18441200256347656s
6 3 1 : 2 2 2 2 1 1, Dimension too high, 7, time: 0.2931089401245117s
6 3 1 : 2 2 2 1 1 1 1, Dimension too high, 9, time: 0.48124003410339355s
6 3 1 : 2 2 1 1 1 1 1 1, Dimension too high, 11, time: 0.8686439990997314s
6 3 1 : 2 1 1 1 1 1 1 1 1, Dimension too high, 13, time: 1.6672730445861816s
6 2 2 : 6 2 2, Dimension too high, 0, time: 0.07663297653198242s
6 2 2 : 6 2 1 1, Dimension too high, 0, time: 0.12519097328186035s
6 2 2 : 6 1 1 1 1, Dimension too high, 1, time: 0.2104170322418213s
6 2 2 : 5 5, Dimension too high, 0, time: 0.044122934341430664s
6 2 2 : 5 4 1, Dimension too high, -1, time: 0.007140159606933594s
6 2 2 : 5 3 2, Dimension too high, 0, time: 0.07722783088684082s
6 2 2 : 5 3 1 1, Dimension too high, 0, time: 0.12993407249450684s
6 2 2 : 5 2 2 1, Dimension too high, 2, time: 0.12658190727233887s
6 2 2 : 5 2 1 1 1, Dimension too high, 4, time: 0.19924116134643555s
6 2 2 : 5 1 1 1 1 1, Dimension too high, 6, time: 0.3182060718536377s
6 2 2 : 4 4 2, Dimension too high, 0, time: 0.07824277877807617s
6 2 2 : 4 4 1 1, Dimension too high, 0, time: 0.12680816650390625s
6 2 2 : 4 3 3, Dimension too high, 0, time: 0.07611393928527832s
6 2 2 : 4 3 2 1, Dimension too high, 2, time: 0.12392592430114746s
6 2 2 : 4 3 1 1 1, Dimension too high, 4, time: 0.20093297958374023s
6 2 2 : 4 2 2 2, Dimension too high, 2, time: 0.12414288520812988s
6 2 2 : 4 2 2 1 1, Dimension too high, 4, time: 0.19466090202331543s
6 2 2 : 4 2 1 1 1 1, Dimension too high, 6, time: 0.29625701904296875s
6 2 2 : 4 1 1 1 1 1 1, Dimension too high, 8, time: 0.4856081008911133s
6 2 2 : 3 3 3 1, Dimension too high, 2, time: 0.12139582633972168s
6 2 2 : 3 3 2 2, Dimension too high, 2, time: 0.120635986328125s
6 2 2 : 3 3 2 1 1, Dimension too high, 4, time: 0.18453502655029297s
6 2 2 : 3 3 1 1 1 1, Dimension too high, 6, time: 0.2911489009857178s
