8 : 8, Unable to create polyhedron or calculate h*, NULL, time: 0.0006330013275146484s
4 2 2 : 2 2 2 2, 3*x + 1, 2, time: 0.1560499668121338s
4 2 2 : 2 2 2 1 1, x^2 + 4*x + 1, 4, time: 0.2217268943786621s
4 2 2 : 2 2 1 1 1 1, 7*x^3 + 19*x^2 + 9*x + 1, 6, time: 0.32519006729125977s
4 2 2 : 2 1 1 1 1 1 1, x^6 + 21*x^5 + 141*x^4 + 256*x^3 + 141*x^2 + 21*x + 1, 8, time: 0.5563700199127197s
4 2 2 : 1 1 1 1 1 1 1 1, 21*x^7 + 525*x^6 + 2835*x^5 + 5055*x^4 + 3195*x^3 + 699*x^2 + 45*x + 1, 10, time: 2.6667768955230713s
4 2 1 1 : 4 2 1 1, 1, 0, time: 0.14838910102844238s
4 2 1 1 : 4 1 1 1 1, 1, 2, time: 0.2149980068206787s
4 2 1 1 : 3 3 2, 1, 0, time: 0.10452485084533691s
4 2 1 1 : 3 3 1 1, 1, 0, time: 0.13880491256713867s
4 2 1 1 : 3 2 2 1, 1, 1, time: 0.13893795013427734s
4 2 1 1 : 3 2 1 1 1, 1, 5, time: 0.20552706718444824s
4 2 1 1 : 3 1 1 1 1 1, 6*x^4 + 16*x^3 + 21*x^2 + 6*x + 1, 8, time: 0.34069204330444336s
4 2 1 1 : 2 2 2 2, 1, 2, time: 0.14085602760314941s
4 2 1 1 : 2 2 2 1 1, 3*x + 1, 5, time: 0.20407605171203613s
4 2 1 1 : 2 2 1 1 1 1, x^5 + 15*x^4 + 44*x^3 + 43*x^2 + 12*x + 1, 8, time: 0.3099641799926758s
4 2 1 1 : 2 1 1 1 1 1 1, 15*x^7 + 300*x^6 + 1455*x^5 + 2460*x^4 + 1590*x^3 + 396*x^2 + 33*x + 1, 11, time: 0.544748067855835s
4 2 1 1 : 1 1 1 1 1 1 1 1, 76*x^9 + 2970*x^8 + 27915*x^7 + 93415*x^6 + 129255*x^5 + 78015*x^4 + 20279*x^3 + 2115*x^2 + 75*x + 1, 14, time: 6.920011043548584s
4 1 1 1 1 : 4 1 1 1 1, 1, 0, time: 0.2137448787689209s
4 1 1 1 1 : 3 3 2, 0, -1, time: 0.011996984481811523s
4 1 1 1 1 : 3 3 1 1, 0, -1, time: 0.01355600357055664s
4 1 1 1 1 : 3 2 2 1, 0, -1, time: 0.013143062591552734s
4 1 1 1 1 : 3 2 1 1 1, 1, 0, time: 0.20553994178771973s
4 1 1 1 1 : 3 1 1 1 1 1, 1, 4, time: 0.32704901695251465s
4 1 1 1 1 : 2 2 2 2, 1, 0, time: 0.13201212882995605s
4 1 1 1 1 : 2 2 2 1 1, 1, 0, time: 0.20559096336364746s
4 1 1 1 1 : 2 2 1 1 1 1, 1, 4, time: 0.3168330192565918s
4 1 1 1 1 : 2 1 1 1 1 1 1, x^3 + 6*x^2 + 6*x + 1, 8, time: 0.49550604820251465s
4 1 1 1 1 : 1 1 1 1 1 1 1 1, x^6 + 22*x^5 + 113*x^4 + 190*x^3 + 113*x^2 + 22*x + 1, 12, time: 1.119338035583496s
3 3 2 : 3 3 2, 1, 0, time: 0.08108115196228027s
3 3 2 : 3 3 1 1, 1, 0, time: 0.12518000602722168s
3 3 2 : 3 2 2 1, 1, 1, time: 0.12601304054260254s
3 3 2 : 3 2 1 1 1, 1, 2, time: 0.19390177726745605s
3 3 2 : 3 1 1 1 1 1, x^2 + x + 1, 3, time: 0.3041419982910156s
3 3 2 : 2 2 2 2, 1, 2, time: 0.1257169246673584s
3 3 2 : 2 2 2 1 1, x^2 + x + 1, 4, time: 0.1930711269378662s
3 3 2 : 2 2 1 1 1 1, x^3 + 9*x^2 + 4*x + 1, 6, time: 0.30648088455200195s
3 3 2 : 2 1 1 1 1 1 1, 36*x^4 + 96*x^3 + 72*x^2 + 12*x + 1, 8, time: 0.5566940307617188s
3 3 2 : 1 1 1 1 1 1 1 1, x^8 + 31*x^7 + 469*x^6 + 2113*x^5 + 3466*x^4 + 2113*x^3 + 469*x^2 + 31*x + 1, 10, time: 3.722174882888794s
3 3 1 1 : 3 3 1 1, 1, 0, time: 0.13543415069580078s
3 3 1 1 : 3 2 2 1, 1, 0, time: 0.13254499435424805s
3 3 1 1 : 3 2 1 1 1, 1, 2, time: 0.20547890663146973s
3 3 1 1 : 3 1 1 1 1 1, x + 1, 4, time: 0.32851195335388184s
3 3 1 1 : 2 2 2 2, 1, 1, time: 0.13234686851501465s
3 3 1 1 : 2 2 2 1 1, 1, 4, time: 0.20524215698242188s
3 3 1 1 : 2 2 1 1 1 1, x^4 + 4*x^3 + 10*x^2 + 4*x + 1, 7, time: 0.322908878326416s
3 3 1 1 : 2 1 1 1 1 1 1, x^6 + 39*x^5 + 195*x^4 + 250*x^3 + 114*x^2 + 15*x + 1, 10, time: 0.5330159664154053s
3 3 1 1 : 1 1 1 1 1 1 1 1, 91*x^8 + 1966*x^7 + 10906*x^6 + 22050*x^5 + 18312*x^4 + 6342*x^3 + 882*x^2 + 42*x + 1, 13, time: 5.221549987792969s
3 2 2 1 : 3 2 2 1, 1, 0, time: 0.1329190731048584s
3 2 2 1 : 3 2 1 1 1, 1, 1, time: 0.2065579891204834s
3 2 2 1 : 3 1 1 1 1 1, x^2 + 1, 4, time: 0.3300609588623047s
3 2 2 1 : 2 2 2 2, 1, 2, time: 0.1305699348449707s
3 2 2 1 : 2 2 2 1 1, 1, 5, time: 0.20276784896850586s
3 2 2 1 : 2 2 1 1 1 1, 11*x^2 + 4*x + 1, 8, time: 0.3217771053314209s
3 2 2 1 : 2 1 1 1 1 1 1, 60*x^6 + 390*x^5 + 846*x^4 + 648*x^3 + 192*x^2 + 18*x + 1, 11, time: 0.5718638896942139s
3 2 2 1 : 1 1 1 1 1 1 1 1, 56*x^10 + 1960*x^9 + 22590*x^8 + 104313*x^7 + 216265*x^6 + 210609*x^5 + 96635*x^4 + 20055*x^3 + 1743*x^2 + 55*x + 1, 14, time: 89.30660319328308s
3 2 1 1 1 : 3 2 1 1 1, 1, 0, time: 0.20816707611083984s
3 2 1 1 1 : 3 1 1 1 1 1, 1, 3, time: 0.3223249912261963s
3 2 1 1 1 : 2 2 2 2, 1, 1, time: 0.13131213188171387s
3 2 1 1 1 : 2 2 2 1 1, 1, 1, time: 0.2005620002746582s
3 2 1 1 1 : 2 2 1 1 1 1, 1, 7, time: 0.30104994773864746s
3 2 1 1 1 : 2 1 1 1 1 1 1, 10*x^6 + 60*x^5 + 165*x^4 + 164*x^3 + 78*x^2 + 12*x + 1, 11, time: 0.5054829120635986s
3 2 1 1 1 : 1 1 1 1 1 1 1 1, 20*x^10 + 960*x^9 + 11495*x^8 + 52576*x^7 + 107744*x^6 + 105840*x^5 + 50750*x^4 + 11600*x^3 + 1196*x^2 + 48*x + 1, 15, time: 25.246073961257935s
3 1 1 1 1 1 : 3 1 1 1 1 1, 1, 0, time: 0.33286309242248535s
3 1 1 1 1 1 : 2 2 2 2, 0, -1, time: 0.016297101974487305s
3 1 1 1 1 1 : 2 2 2 1 1, 0, -1, time: 0.017024993896484375s
3 1 1 1 1 1 : 2 2 1 1 1 1, 1, 0, time: 0.3077869415283203s
3 1 1 1 1 1 : 2 1 1 1 1 1 1, 1, 5, time: 0.4994931221008301s
3 1 1 1 1 1 : 1 1 1 1 1 1 1 1, x^4 + 10*x^3 + 20*x^2 + 10*x + 1, 10, time: 0.8762178421020508s
2 2 2 2 : 2 2 2 2, 1, 0, time: 0.12571310997009277s
2 2 2 2 : 2 2 2 1 1, 1, 0, time: 0.1917250156402588s
2 2 2 2 : 2 2 1 1 1 1, 1, 1, time: 0.3097529411315918s
2 2 2 2 : 2 1 1 1 1 1 1, x^2 + 1, 4, time: 0.518996000289917s
2 2 2 2 : 1 1 1 1 1 1 1 1, x^6 + 4*x^5 + 31*x^4 + 40*x^3 + 31*x^2 + 4*x + 1, 9, time: 1.8971359729766846s
2 2 2 1 1 : 2 2 2 1 1, 1, 0, time: 0.22007489204406738s
2 2 2 1 1 : 2 2 1 1 1 1, 1, 2, time: 0.3248751163482666s
2 2 2 1 1 : 2 1 1 1 1 1 1, x^4 + x^3 + 6*x^2 + x + 1, 7, time: 0.5042140483856201s
2 2 2 1 1 : 1 1 1 1 1 1 1 1, x^10 + 13*x^9 + 225*x^8 + 1350*x^7 + 4088*x^6 + 5768*x^5 + 4088*x^4 + 1350*x^3 + 225*x^2 + 13*x + 1, 14, time: 14.600141048431396s
2 2 1 1 1 1 : 2 2 1 1 1 1, 1, 0, time: 0.32723307609558105s
2 2 1 1 1 1 : 2 1 1 1 1 1 1, 1, 4, time: 0.501561164855957s
2 2 1 1 1 1 : 1 1 1 1 1 1 1 1, x^8 + 6*x^7 + 56*x^6 + 126*x^5 + 210*x^4 + 126*x^3 + 56*x^2 + 6*x + 1, 13, time: 1.0521471500396729s
2 1 1 1 1 1 1 : 2 1 1 1 1 1 1, 1, 0, time: 0.49099111557006836s
2 1 1 1 1 1 1 : 1 1 1 1 1 1 1 1, 1, 6, time: 0.8545939922332764s
1 1 1 1 1 1 1 1 : 1 1 1 1 1 1 1 1, 1, 0, time: 0.8477358818054199s
Total time (seconds): 225.41200995445251
