7 : 7, Unable to create polyhedron or calculate h*, NULL, time: 0.0005090236663818359s
3 2 1 1 : 3 1 1 1 1, 1, 2, time: 0.21100997924804688s
3 2 1 1 : 2 2 2 1, 1, 1, time: 0.13207006454467773s
3 2 1 1 : 2 2 1 1 1, 1, 5, time: 0.2068030834197998s
3 2 1 1 : 2 1 1 1 1 1, 6*x^4 + 16*x^3 + 21*x^2 + 6*x + 1, 8, time: 0.33336806297302246s
3 2 1 1 : 1 1 1 1 1 1 1, 14*x^7 + 252*x^6 + 1119*x^5 + 1790*x^4 + 1110*x^3 + 276*x^2 + 23*x + 1, 11, time: 0.6464378833770752s
3 1 1 1 1 : 3 1 1 1 1, 1, 0, time: 0.207381010055542s
3 1 1 1 1 : 2 2 2 1, 0, -1, time: 0.01322317123413086s
3 1 1 1 1 : 2 2 1 1 1, 1, 0, time: 0.2042989730834961s
3 1 1 1 1 : 2 1 1 1 1 1, 1, 4, time: 0.30690598487854004s
3 1 1 1 1 : 1 1 1 1 1 1 1, x^3 + 6*x^2 + 6*x + 1, 8, time: 0.4940979480743408s
2 2 2 1 : 2 2 2 1, 1, 0, time: 0.125809907913208s
2 2 2 1 : 2 2 1 1 1, 1, 1, time: 0.19295001029968262s
2 2 2 1 : 2 1 1 1 1 1, x^2 + 1, 4, time: 0.30327701568603516s
2 2 2 1 : 1 1 1 1 1 1 1, x^6 + 4*x^5 + 31*x^4 + 40*x^3 + 31*x^2 + 4*x + 1, 9, time: 0.5457069873809814s
2 2 1 1 1 : 2 2 1 1 1, 1, 0, time: 0.19310283660888672s
2 2 1 1 1 : 2 1 1 1 1 1, 1, 3, time: 0.298137903213501s
2 2 1 1 1 : 1 1 1 1 1 1 1, x^6 + 3*x^5 + 21*x^4 + 20*x^3 + 21*x^2 + 3*x + 1, 10, time: 0.5093867778778076s
2 1 1 1 1 1 : 2 1 1 1 1 1, 1, 0, time: 0.29832887649536133s
2 1 1 1 1 1 : 1 1 1 1 1 1 1, 1, 5, time: 0.48752307891845703s
1 1 1 1 1 1 1 : 1 1 1 1 1 1 1, 1, 0, time: 0.488645076751709s
Total time (seconds): 23.879514932632446
