10 : 10, Unable to create polyhedron or calculate h*, NULL, time: 0.7126419544219971s
9 1 : 8 1 1, Dimension too high, 1, time: 0.060862064361572266s
9 1 : 7 3, Dimension too high, 0, time: 0.03471088409423828s
9 1 : 7 2 1, Dimension too high, 1, time: 0.06161808967590332s
9 1 : 7 1 1 1, Dimension too high, 2, time: 0.09890484809875488s
9 1 : 6 4, Dimension too high, 0, time: 0.03543686866760254s
9 1 : 6 3 1, Dimension too high, 1, time: 0.06103992462158203s
9 1 : 6 2 2, Dimension too high, 1, time: 0.06177496910095215s
9 1 : 6 2 1 1, Dimension too high, 2, time: 0.09824609756469727s
9 1 : 6 1 1 1 1, Dimension too high, 3, time: 0.15255403518676758s
9 1 : 5 5, Dimension too high, 0, time: 0.03477907180786133s
9 1 : 5 4 1, Dimension too high, 1, time: 0.0628519058227539s
9 1 : 5 3 2, Dimension too high, 1, time: 0.06060791015625s
9 1 : 5 3 1 1, Dimension too high, 2, time: 0.09770011901855469s
9 1 : 5 2 2 1, Dimension too high, 2, time: 0.09735798835754395s
9 1 : 5 2 1 1 1, Dimension too high, 3, time: 0.15171504020690918s
9 1 : 5 1 1 1 1 1, Dimension too high, 4, time: 0.3434600830078125s
9 1 : 4 4 2, Dimension too high, 1, time: 0.06732010841369629s
9 1 : 4 4 1 1, Dimension too high, 2, time: 0.11001205444335938s
9 1 : 4 3 3, Dimension too high, 1, time: 0.06527185440063477s
9 1 : 4 3 2 1, Dimension too high, 2, time: 0.10914397239685059s
9 1 : 4 3 1 1 1, Dimension too high, 3, time: 0.17840003967285156s
9 1 : 4 2 2 2, Dimension too high, 2, time: 0.11072707176208496s
9 1 : 4 2 2 1 1, Dimension too high, 3, time: 0.18023300170898438s
9 1 : 4 2 1 1 1 1, Dimension too high, 4, time: 0.2861170768737793s
9 1 : 4 1 1 1 1 1 1, Dimension too high, 5, time: 0.46267008781433105s
9 1 : 3 3 3 1, Dimension too high, 2, time: 0.1098778247833252s
9 1 : 3 3 2 2, Dimension too high, 2, time: 0.10838985443115234s
9 1 : 3 3 2 1 1, Dimension too high, 3, time: 0.1703031063079834s
9 1 : 3 3 1 1 1 1, Dimension too high, 4, time: 0.27103686332702637s
9 1 : 3 2 2 2 1, Dimension too high, 3, time: 0.16780781745910645s
9 1 : 3 2 2 1 1 1, Dimension too high, 4, time: 0.26012086868286133s
9 1 : 3 2 1 1 1 1 1, Dimension too high, 5, time: 0.4017789363861084s
9 1 : 3 1 1 1 1 1 1 1, Dimension too high, 6, time: 0.6910920143127441s
9 1 : 2 2 2 2 2, Dimension too high, 3, time: 0.1550297737121582s
9 1 : 2 2 2 2 1 1, Dimension too high, 4, time: 0.243696928024292s
9 1 : 2 2 2 1 1 1 1, Dimension too high, 5, time: 0.3952219486236572s
9 1 : 2 2 1 1 1 1 1 1, Dimension too high, 6, time: 0.6860349178314209s
9 1 : 2 1 1 1 1 1 1 1 1, Dimension too high, 7, time: 1.2506380081176758s
8 2 : 8 2, Dimension too high, 0, time: 0.03565096855163574s
8 2 : 8 1 1, Dimension too high, 0, time: 0.06053900718688965s
8 2 : 7 3, Dimension too high, 0, time: 0.0346980094909668s
8 2 : 7 2 1, Dimension too high, 1, time: 0.0620880126953125s
8 2 : 7 1 1 1, Dimension too high, 2, time: 0.0985879898071289s
8 2 : 6 4, Dimension too high, 0, time: 0.03511691093444824s
8 2 : 6 3 1, Dimension too high, 1, time: 0.060441017150878906s
8 2 : 6 2 2, Dimension too high, 1, time: 0.06063199043273926s
8 2 : 6 2 1 1, Dimension too high, 2, time: 0.09850811958312988s
8 2 : 6 1 1 1 1, Dimension too high, 3, time: 0.15345501899719238s
8 2 : 5 5, Dimension too high, 0, time: 0.035125017166137695s
8 2 : 5 4 1, Dimension too high, 1, time: 0.06125998497009277s
8 2 : 5 3 2, Dimension too high, 1, time: 0.06106281280517578s
8 2 : 5 3 1 1, Dimension too high, 2, time: 0.09966802597045898s
8 2 : 5 2 2 1, Dimension too high, 2, time: 0.0981440544128418s
8 2 : 5 2 1 1 1, Dimension too high, 3, time: 0.1535940170288086s
8 2 : 5 1 1 1 1 1, Dimension too high, 4, time: 0.24141216278076172s
8 2 : 4 4 2, Dimension too high, 1, time: 0.06104683876037598s
8 2 : 4 4 1 1, Dimension too high, 2, time: 0.09883999824523926s
8 2 : 4 3 3, Dimension too high, 1, time: 0.06053900718688965s
8 2 : 4 3 2 1, Dimension too high, 2, time: 0.09763789176940918s
8 2 : 4 3 1 1 1, Dimension too high, 3, time: 0.15296602249145508s
8 2 : 4 2 2 2, Dimension too high, 2, time: 0.09811019897460938s
8 2 : 4 2 2 1 1, Dimension too high, 3, time: 0.15433812141418457s
8 2 : 4 2 1 1 1 1, Dimension too high, 4, time: 0.23917508125305176s
8 2 : 4 1 1 1 1 1 1, Dimension too high, 5, time: 0.404695987701416s
8 2 : 3 3 3 1, Dimension too high, 2, time: 0.10506200790405273s
8 2 : 3 3 2 2, Dimension too high, 2, time: 0.0973958969116211s
8 2 : 3 3 2 1 1, Dimension too high, 3, time: 0.1526789665222168s
8 2 : 3 3 1 1 1 1, Dimension too high, 4, time: 0.23864388465881348s
8 2 : 3 2 2 2 1, Dimension too high, 3, time: 0.15395402908325195s
8 2 : 3 2 2 1 1 1, Dimension too high, 4, time: 0.23910307884216309s
8 2 : 3 2 1 1 1 1 1, Dimension too high, 5, time: 0.3923330307006836s
8 2 : 3 1 1 1 1 1 1 1, Dimension too high, 6, time: 0.7034249305725098s
8 2 : 2 2 2 2 2, Dimension too high, 3, time: 0.1533210277557373s
8 2 : 2 2 2 2 1 1, Dimension too high, 4, time: 0.24367403984069824s
8 2 : 2 2 2 1 1 1 1, Dimension too high, 5, time: 0.3977949619293213s
8 2 : 2 2 1 1 1 1 1 1, Dimension too high, 6, time: 0.6822018623352051s
8 2 : 2 1 1 1 1 1 1 1 1, Dimension too high, 7, time: 1.3621559143066406s
8 1 1 : 8 1 1, Dimension too high, 0, time: 0.06550002098083496s
8 1 1 : 7 3, Dimension too high, 0, time: 0.03641796112060547s
8 1 1 : 7 2 1, Dimension too high, 0, time: 0.06546401977539062s
8 1 1 : 7 1 1 1, Dimension too high, 2, time: 0.10880279541015625s
8 1 1 : 6 4, Dimension too high, 0, time: 0.037138938903808594s
8 1 1 : 6 3 1, Dimension too high, 0, time: 0.0655219554901123s
8 1 1 : 6 2 2, Dimension too high, 0, time: 0.06570887565612793s
8 1 1 : 6 2 1 1, Dimension too high, 2, time: 0.10982990264892578s
8 1 1 : 6 1 1 1 1, Dimension too high, 4, time: 0.17823290824890137s
8 1 1 : 5 5, Dimension too high, 0, time: 0.037368059158325195s
8 1 1 : 5 4 1, Dimension too high, 0, time: 0.06601500511169434s
8 1 1 : 5 3 2, Dimension too high, 0, time: 0.06531095504760742s
8 1 1 : 5 3 1 1, Dimension too high, 2, time: 0.10933804512023926s
8 1 1 : 5 2 2 1, Dimension too high, 2, time: 0.11072683334350586s
8 1 1 : 5 2 1 1 1, Dimension too high, 4, time: 0.18294119834899902s
8 1 1 : 5 1 1 1 1 1, Dimension too high, 6, time: 0.2819972038269043s
8 1 1 : 4 4 2, Dimension too high, 0, time: 0.06648421287536621s
8 1 1 : 4 4 1 1, Dimension too high, 2, time: 0.11161208152770996s
8 1 1 : 4 3 3, Dimension too high, 0, time: 0.06615519523620605s
8 1 1 : 4 3 2 1, Dimension too high, 2, time: 0.11023116111755371s
8 1 1 : 4 3 1 1 1, Dimension too high, 4, time: 0.1741619110107422s
8 1 1 : 4 2 2 2, Dimension too high, 2, time: 0.11172294616699219s
8 1 1 : 4 2 2 1 1, Dimension too high, 4, time: 0.17753100395202637s
8 1 1 : 4 2 1 1 1 1, Dimension too high, 6, time: 0.27587318420410156s
8 1 1 : 4 1 1 1 1 1 1, Dimension too high, 8, time: 0.4243648052215576s
8 1 1 : 3 3 3 1, Dimension too high, 2, time: 0.10505390167236328s
8 1 1 : 3 3 2 2, Dimension too high, 2, time: 0.1063840389251709s
8 1 1 : 3 3 2 1 1, Dimension too high, 4, time: 0.16347503662109375s
8 1 1 : 3 3 1 1 1 1, Dimension too high, 6, time: 0.24753808975219727s
8 1 1 : 3 2 2 2 1, Dimension too high, 4, time: 0.15594196319580078s
8 1 1 : 3 2 2 1 1 1, Dimension too high, 6, time: 0.2416670322418213s
8 1 1 : 3 2 1 1 1 1 1, Dimension too high, 8, time: 0.4120900630950928s
8 1 1 : 3 1 1 1 1 1 1 1, Dimension too high, 10, time: 0.708794116973877s
8 1 1 : 2 2 2 2 2, Dimension too high, 4, time: 0.16306304931640625s
8 1 1 : 2 2 2 2 1 1, Dimension too high, 6, time: 0.2565419673919678s
8 1 1 : 2 2 2 1 1 1 1, Dimension too high, 8, time: 0.4095330238342285s
8 1 1 : 2 2 1 1 1 1 1 1, Dimension too high, 10, time: 0.7029390335083008s
8 1 1 : 2 1 1 1 1 1 1 1 1, Dimension too high, 12, time: 1.2675199508666992s
7 3 : 7 3, Dimension too high, 0, time: 0.03694510459899902s
7 3 : 7 2 1, Dimension too high, 0, time: 0.06355714797973633s
7 3 : 7 1 1 1, Dimension too high, 0, time: 0.10204005241394043s
7 3 : 6 4, Dimension too high, 0, time: 0.03660297393798828s
7 3 : 6 3 1, Dimension too high, 1, time: 0.06392884254455566s
7 3 : 6 2 2, Dimension too high, 1, time: 0.06300210952758789s
7 3 : 6 2 1 1, Dimension too high, 2, time: 0.10152196884155273s
7 3 : 6 1 1 1 1, Dimension too high, 3, time: 0.16098403930664062s
7 3 : 5 5, Dimension too high, 0, time: 0.03905892372131348s
7 3 : 5 4 1, Dimension too high, 1, time: 0.06362104415893555s
7 3 : 5 3 2, Dimension too high, 1, time: 0.06304097175598145s
7 3 : 5 3 1 1, Dimension too high, 2, time: 0.1022181510925293s
7 3 : 5 2 2 1, Dimension too high, 2, time: 0.10186290740966797s
7 3 : 5 2 1 1 1, Dimension too high, 3, time: 0.15930891036987305s
7 3 : 5 1 1 1 1 1, Dimension too high, 4, time: 0.2431478500366211s
7 3 : 4 4 2, Dimension too high, 1, time: 0.06089282035827637s
7 3 : 4 4 1 1, Dimension too high, 2, time: 0.09905290603637695s
7 3 : 4 3 3, Dimension too high, 1, time: 0.06156301498413086s
7 3 : 4 3 2 1, Dimension too high, 2, time: 0.10054302215576172s
7 3 : 4 3 1 1 1, Dimension too high, 3, time: 0.1532449722290039s
7 3 : 4 2 2 2, Dimension too high, 2, time: 0.09796285629272461s
7 3 : 4 2 2 1 1, Dimension too high, 3, time: 0.15253996849060059s
7 3 : 4 2 1 1 1 1, Dimension too high, 4, time: 0.24073004722595215s
7 3 : 4 1 1 1 1 1 1, Dimension too high, 5, time: 0.397946834564209s
7 3 : 3 3 3 1, Dimension too high, 2, time: 0.09863901138305664s
7 3 : 3 3 2 2, Dimension too high, 2, time: 0.09813499450683594s
7 3 : 3 3 2 1 1, Dimension too high, 3, time: 0.1540069580078125s
7 3 : 3 3 1 1 1 1, Dimension too high, 4, time: 0.24016499519348145s
7 3 : 3 2 2 2 1, Dimension too high, 3, time: 0.1554241180419922s
7 3 : 3 2 2 1 1 1, Dimension too high, 4, time: 0.24327707290649414s
7 3 : 3 2 1 1 1 1 1, Dimension too high, 5, time: 0.39557600021362305s
7 3 : 3 1 1 1 1 1 1 1, Dimension too high, 6, time: 0.691032886505127s
7 3 : 2 2 2 2 2, Dimension too high, 3, time: 0.1543738842010498s
7 3 : 2 2 2 2 1 1, Dimension too high, 4, time: 0.24199485778808594s
7 3 : 2 2 2 1 1 1 1, Dimension too high, 5, time: 0.39873504638671875s
7 3 : 2 2 1 1 1 1 1 1, Dimension too high, 6, time: 0.6950888633728027s
7 3 : 2 1 1 1 1 1 1 1 1, Dimension too high, 7, time: 1.4653990268707275s
7 2 1 : 7 2 1, Dimension too high, 0, time: 0.06491398811340332s
7 2 1 : 7 1 1 1, Dimension too high, 1, time: 0.1094818115234375s
7 2 1 : 6 4, Dimension too high, 0, time: 0.03690385818481445s
7 2 1 : 6 3 1, Dimension too high, 0, time: 0.06523489952087402s
7 2 1 : 6 2 2, Dimension too high, 1, time: 0.06633210182189941s
7 2 1 : 6 2 1 1, Dimension too high, 3, time: 0.11017799377441406s
7 2 1 : 6 1 1 1 1, Dimension too high, 5, time: 0.17887306213378906s
7 2 1 : 5 5, Dimension too high, 0, time: 0.037542104721069336s
7 2 1 : 5 4 1, Dimension too high, 0, time: 0.06572794914245605s
7 2 1 : 5 3 2, Dimension too high, 1, time: 0.06681203842163086s
7 2 1 : 5 3 1 1, Dimension too high, 3, time: 0.11287403106689453s
7 2 1 : 5 2 2 1, Dimension too high, 3, time: 0.10895085334777832s
7 2 1 : 5 2 1 1 1, Dimension too high, 5, time: 0.17780804634094238s
7 2 1 : 5 1 1 1 1 1, Dimension too high, 7, time: 0.28776121139526367s
7 2 1 : 4 4 2, Dimension too high, 1, time: 0.06683802604675293s
7 2 1 : 4 4 1 1, Dimension too high, 3, time: 0.11044502258300781s
7 2 1 : 4 3 3, Dimension too high, 1, time: 0.06627988815307617s
7 2 1 : 4 3 2 1, Dimension too high, 3, time: 0.1127159595489502s
7 2 1 : 4 3 1 1 1, Dimension too high, 5, time: 0.1790781021118164s
7 2 1 : 4 2 2 2, Dimension too high, 3, time: 0.1116340160369873s
7 2 1 : 4 2 2 1 1, Dimension too high, 5, time: 0.1742229461669922s
7 2 1 : 4 2 1 1 1 1, Dimension too high, 7, time: 0.2730519771575928s
7 2 1 : 4 1 1 1 1 1 1, Dimension too high, 9, time: 0.43427181243896484s
7 2 1 : 3 3 3 1, Dimension too high, 3, time: 0.10721111297607422s
7 2 1 : 3 3 2 2, Dimension too high, 3, time: 0.10577011108398438s
7 2 1 : 3 3 2 1 1, Dimension too high, 5, time: 0.1629021167755127s
7 2 1 : 3 3 1 1 1 1, Dimension too high, 7, time: 0.24599599838256836s
7 2 1 : 3 2 2 2 1, Dimension too high, 5, time: 0.15769314765930176s
7 2 1 : 3 2 2 1 1 1, Dimension too high, 7, time: 0.24371814727783203s
7 2 1 : 3 2 1 1 1 1 1, Dimension too high, 9, time: 0.3944361209869385s
7 2 1 : 3 1 1 1 1 1 1 1, Dimension too high, 11, time: 0.6901099681854248s
7 2 1 : 2 2 2 2 2, Dimension too high, 5, time: 0.1565108299255371s
7 2 1 : 2 2 2 2 1 1, Dimension too high, 7, time: 0.24138689041137695s
7 2 1 : 2 2 2 1 1 1 1, Dimension too high, 9, time: 0.3953108787536621s
7 2 1 : 2 2 1 1 1 1 1 1, Dimension too high, 11, time: 0.6783111095428467s
7 2 1 : 2 1 1 1 1 1 1 1 1, Dimension too high, 13, time: 1.248931884765625s
7 1 1 1 : 7 1 1 1, Dimension too high, 0, time: 0.1007840633392334s
7 1 1 1 : 6 4, Dimension too high, 0, time: 0.03575301170349121s
7 1 1 1 : 6 3 1, Dimension too high, -1, time: 0.0056819915771484375s
7 1 1 1 : 6 2 2, Dimension too high, 0, time: 0.060790061950683594s
7 1 1 1 : 6 2 1 1, Dimension too high, 0, time: 0.09818220138549805s
7 1 1 1 : 6 1 1 1 1, Dimension too high, 3, time: 0.15341901779174805s
7 1 1 1 : 5 5, Dimension too high, 0, time: 0.03534698486328125s
7 1 1 1 : 5 4 1, Dimension too high, -1, time: 0.005575895309448242s
7 1 1 1 : 5 3 2, Dimension too high, 0, time: 0.060684919357299805s
7 1 1 1 : 5 3 1 1, Dimension too high, 0, time: 0.09886503219604492s
7 1 1 1 : 5 2 2 1, Dimension too high, 0, time: 0.09932994842529297s
7 1 1 1 : 5 2 1 1 1, Dimension too high, 3, time: 0.15372204780578613s
7 1 1 1 : 5 1 1 1 1 1, Dimension too high, 6, time: 0.24208688735961914s
7 1 1 1 : 4 4 2, Dimension too high, 0, time: 0.06125497817993164s
7 1 1 1 : 4 4 1 1, Dimension too high, 0, time: 0.0979299545288086s
7 1 1 1 : 4 3 3, Dimension too high, 0, time: 0.06061697006225586s
7 1 1 1 : 4 3 2 1, Dimension too high, 0, time: 0.09843087196350098s
7 1 1 1 : 4 3 1 1 1, Dimension too high, 3, time: 0.15375804901123047s
7 1 1 1 : 4 2 2 2, Dimension too high, 0, time: 0.09862303733825684s
7 1 1 1 : 4 2 2 1 1, Dimension too high, 3, time: 0.15293288230895996s
7 1 1 1 : 4 2 1 1 1 1, Dimension too high, 6, time: 0.2426438331604004s
7 1 1 1 : 4 1 1 1 1 1 1, Dimension too high, 9, time: 0.3899500370025635s
7 1 1 1 : 3 3 3 1, Dimension too high, 0, time: 0.09851479530334473s
7 1 1 1 : 3 3 2 2, Dimension too high, 0, time: 0.0988779067993164s
7 1 1 1 : 3 3 2 1 1, Dimension too high, 3, time: 0.1532578468322754s
7 1 1 1 : 3 3 1 1 1 1, Dimension too high, 6, time: 0.24277901649475098s
7 1 1 1 : 3 2 2 2 1, Dimension too high, 3, time: 0.15516901016235352s
7 1 1 1 : 3 2 2 1 1 1, Dimension too high, 6, time: 0.24020719528198242s
7 1 1 1 : 3 2 1 1 1 1 1, Dimension too high, 9, time: 0.39328479766845703s
7 1 1 1 : 3 1 1 1 1 1 1 1, Dimension too high, 12, time: 0.6722891330718994s
7 1 1 1 : 2 2 2 2 2, Dimension too high, 3, time: 0.15495085716247559s
7 1 1 1 : 2 2 2 2 1 1, Dimension too high, 6, time: 0.24576115608215332s
7 1 1 1 : 2 2 2 1 1 1 1, Dimension too high, 9, time: 0.4144718647003174s
7 1 1 1 : 2 2 1 1 1 1 1 1, Dimension too high, 12, time: 0.6711728572845459s
7 1 1 1 : 2 1 1 1 1 1 1 1 1, Dimension too high, 15, time: 1.4964089393615723s
6 4 : 6 4, Dimension too high, 0, time: 0.038992881774902344s
6 4 : 6 3 1, Dimension too high, 0, time: 0.06491494178771973s
6 4 : 6 2 2, Dimension too high, 0, time: 0.06724691390991211s
6 4 : 6 2 1 1, Dimension too high, 0, time: 0.11003684997558594s
6 4 : 6 1 1 1 1, Dimension too high, 0, time: 0.18454813957214355s
6 4 : 5 5, Dimension too high, 0, time: 0.03791499137878418s
6 4 : 5 4 1, Dimension too high, 1, time: 0.06568598747253418s
6 4 : 5 3 2, Dimension too high, 1, time: 0.06636691093444824s
6 4 : 5 3 1 1, Dimension too high, 2, time: 0.11140894889831543s
6 4 : 5 2 2 1, Dimension too high, 2, time: 0.1096649169921875s
6 4 : 5 2 1 1 1, Dimension too high, 3, time: 0.17935395240783691s
6 4 : 5 1 1 1 1 1, Dimension too high, 4, time: 0.28972291946411133s
6 4 : 4 4 2, Dimension too high, 1, time: 0.06924200057983398s
6 4 : 4 4 1 1, Dimension too high, 2, time: 0.11030817031860352s
6 4 : 4 3 3, Dimension too high, 1, time: 0.06627297401428223s
6 4 : 4 3 2 1, Dimension too high, 2, time: 0.11964201927185059s
6 4 : 4 3 1 1 1, Dimension too high, 3, time: 0.18181300163269043s
6 4 : 4 2 2 2, Dimension too high, 2, time: 0.11413884162902832s
6 4 : 4 2 2 1 1, Dimension too high, 3, time: 0.17714500427246094s
6 4 : 4 2 1 1 1 1, Dimension too high, 4, time: 0.28357410430908203s
6 4 : 4 1 1 1 1 1 1, Dimension too high, 5, time: 0.4733121395111084s
6 4 : 3 3 3 1, Dimension too high, 2, time: 0.11634612083435059s
6 4 : 3 3 2 2, Dimension too high, 2, time: 0.11483383178710938s
6 4 : 3 3 2 1 1, Dimension too high, 3, time: 0.17673397064208984s
6 4 : 3 3 1 1 1 1, Dimension too high, 4, time: 0.2722499370574951s
6 4 : 3 2 2 2 1, Dimension too high, 3, time: 0.16415119171142578s
6 4 : 3 2 2 1 1 1, Dimension too high, 4, time: 0.25503087043762207s
6 4 : 3 2 1 1 1 1 1, Dimension too high, 5, time: 0.417233943939209s
6 4 : 3 1 1 1 1 1 1 1, Dimension too high, 6, time: 0.7182269096374512s
6 4 : 2 2 2 2 2, Dimension too high, 3, time: 0.16183996200561523s
6 4 : 2 2 2 2 1 1, Dimension too high, 4, time: 0.25623512268066406s
6 4 : 2 2 2 1 1 1 1, Dimension too high, 5, time: 0.4121248722076416s
6 4 : 2 2 1 1 1 1 1 1, Dimension too high, 6, time: 0.7257959842681885s
6 4 : 2 1 1 1 1 1 1 1 1, Dimension too high, 7, time: 1.3012568950653076s
6 3 1 : 6 3 1, Dimension too high, 0, time: 0.06139707565307617s
6 3 1 : 6 2 2, Dimension too high, 0, time: 0.061158180236816406s
6 3 1 : 6 2 1 1, Dimension too high, 1, time: 0.09856986999511719s
6 3 1 : 6 1 1 1 1, Dimension too high, 2, time: 0.15556788444519043s
6 3 1 : 5 5, Dimension too high, 0, time: 0.03544211387634277s
6 3 1 : 5 4 1, Dimension too high, 0, time: 0.06196784973144531s
6 3 1 : 5 3 2, Dimension too high, 1, time: 0.06163907051086426s
6 3 1 : 5 3 1 1, Dimension too high, 3, time: 0.09924602508544922s
6 3 1 : 5 2 2 1, Dimension too high, 3, time: 0.09972190856933594s
6 3 1 : 5 2 1 1 1, Dimension too high, 5, time: 0.15264296531677246s
6 3 1 : 5 1 1 1 1 1, Dimension too high, 7, time: 0.24027204513549805s
6 3 1 : 4 4 2, Dimension too high, 1, time: 0.06139397621154785s
6 3 1 : 4 4 1 1, Dimension too high, 3, time: 0.09950399398803711s
6 3 1 : 4 3 3, Dimension too high, 1, time: 0.0629720687866211s
6 3 1 : 4 3 2 1, Dimension too high, 3, time: 0.09985113143920898s
6 3 1 : 4 3 1 1 1, Dimension too high, 5, time: 0.154066801071167s
6 3 1 : 4 2 2 2, Dimension too high, 3, time: 0.09916496276855469s
6 3 1 : 4 2 2 1 1, Dimension too high, 5, time: 0.15466618537902832s
6 3 1 : 4 2 1 1 1 1, Dimension too high, 7, time: 0.24042797088623047s
6 3 1 : 4 1 1 1 1 1 1, Dimension too high, 9, time: 0.39464902877807617s
6 3 1 : 3 3 3 1, Dimension too high, 3, time: 0.09979915618896484s
6 3 1 : 3 3 2 2, Dimension too high, 3, time: 0.09847712516784668s
6 3 1 : 3 3 2 1 1, Dimension too high, 5, time: 0.1533501148223877s
6 3 1 : 3 3 1 1 1 1, Dimension too high, 7, time: 0.24051880836486816s
6 3 1 : 3 2 2 2 1, Dimension too high, 5, time: 0.15453815460205078s
6 3 1 : 3 2 2 1 1 1, Dimension too high, 7, time: 0.24721097946166992s
6 3 1 : 3 2 1 1 1 1 1, Dimension too high, 9, time: 0.3943150043487549s
6 3 1 : 3 1 1 1 1 1 1 1, Dimension too high, 11, time: 0.6913650035858154s
6 3 1 : 2 2 2 2 2, Dimension too high, 5, time: 0.15976381301879883s
6 3 1 : 2 2 2 2 1 1, Dimension too high, 7, time: 0.24475789070129395s
6 3 1 : 2 2 2 1 1 1 1, Dimension too high, 9, time: 0.4007909297943115s
6 3 1 : 2 2 1 1 1 1 1 1, Dimension too high, 11, time: 0.7337548732757568s
6 3 1 : 2 1 1 1 1 1 1 1 1, Dimension too high, 13, time: 1.4225480556488037s
6 2 2 : 6 2 2, Dimension too high, 0, time: 0.06588602066040039s
6 2 2 : 6 2 1 1, Dimension too high, 0, time: 0.11069703102111816s
6 2 2 : 6 1 1 1 1, Dimension too high, 1, time: 0.1785731315612793s
6 2 2 : 5 5, Dimension too high, 0, time: 0.03739213943481445s
6 2 2 : 5 4 1, Dimension too high, -1, time: 0.006345033645629883s
6 2 2 : 5 3 2, Dimension too high, 0, time: 0.06556177139282227s
6 2 2 : 5 3 1 1, Dimension too high, 0, time: 0.11187410354614258s
6 2 2 : 5 2 2 1, Dimension too high, 2, time: 0.11097002029418945s
6 2 2 : 5 2 1 1 1, Dimension too high, 4, time: 0.17991995811462402s
6 2 2 : 5 1 1 1 1 1, Dimension too high, 6, time: 0.2768230438232422s
6 2 2 : 4 4 2, Dimension too high, 0, time: 0.0666651725769043s
6 2 2 : 4 4 1 1, Dimension too high, 0, time: 0.1103830337524414s
6 2 2 : 4 3 3, Dimension too high, 0, time: 0.0655519962310791s
6 2 2 : 4 3 2 1, Dimension too high, 2, time: 0.11041593551635742s
6 2 2 : 4 3 1 1 1, Dimension too high, 4, time: 0.17002582550048828s
6 2 2 : 4 2 2 2, Dimension too high, 2, time: 0.10813713073730469s
6 2 2 : 4 2 2 1 1, Dimension too high, 4, time: 0.16950607299804688s
6 2 2 : 4 2 1 1 1 1, Dimension too high, 6, time: 0.25019407272338867s
6 2 2 : 4 1 1 1 1 1 1, Dimension too high, 8, time: 0.41013097763061523s
6 2 2 : 3 3 3 1, Dimension too high, 2, time: 0.0994870662689209s
6 2 2 : 3 3 2 2, Dimension too high, 2, time: 0.10003995895385742s
6 2 2 : 3 3 2 1 1, Dimension too high, 4, time: 0.15573382377624512s
