10 : 10, Unable to create polyhedron or calculate h*, NULL, time: 0.6562528610229492s
8 2 : 6 1 1 1 1, x^2 + 2*x + 1, 3, time: 0.19805502891540527s
8 2 : 5 5, 1, 0, time: 0.038349151611328125s
8 2 : 5 4 1, 1, 1, time: 0.06208205223083496s
8 2 : 5 3 2, x + 1, 1, time: 0.06162405014038086s
8 2 : 5 3 1 1, x + 1, 2, time: 0.0971529483795166s
8 2 : 5 2 2 1, 2*x + 1, 2, time: 0.09668707847595215s
8 2 : 5 2 1 1 1, x^2 + 3*x + 1, 3, time: 0.16495108604431152s
8 2 : 5 1 1 1 1 1, 5*x^2 + 5*x + 1, 4, time: 0.24103403091430664s
8 2 : 4 4 2, x + 1, 1, time: 0.06647992134094238s
8 2 : 4 4 1 1, x + 1, 2, time: 0.10379815101623535s
8 2 : 4 3 3, x + 1, 1, time: 0.06351900100708008s
8 2 : 4 3 2 1, 2*x + 1, 2, time: 0.10320901870727539s
8 2 : 4 3 1 1 1, x^2 + 3*x + 1, 3, time: 0.1510779857635498s
8 2 : 4 2 2 2, 3*x + 1, 2, time: 0.10263514518737793s
8 2 : 4 2 2 1 1, x^2 + 4*x + 1, 3, time: 0.15224003791809082s
8 2 : 4 2 1 1 1 1, 5*x^2 + 6*x + 1, 4, time: 0.23704314231872559s
8 2 : 4 1 1 1 1 1 1, x^3 + 15*x^2 + 9*x + 1, 5, time: 0.41884398460388184s
8 2 : 3 3 3 1, 2*x + 1, 2, time: 0.10095596313476562s
8 2 : 3 3 2 2, 3*x + 1, 2, time: 0.09794497489929199s
8 2 : 3 3 2 1 1, x^2 + 4*x + 1, 3, time: 0.1535499095916748s
8 2 : 3 3 1 1 1 1, 5*x^2 + 6*x + 1, 4, time: 0.23732900619506836s
8 2 : 3 2 2 2 1, x^2 + 5*x + 1, 3, time: 0.14726901054382324s
8 2 : 3 2 2 1 1 1, 5*x^2 + 7*x + 1, 4, time: 0.23150300979614258s
8 2 : 3 2 1 1 1 1 1, x^3 + 15*x^2 + 10*x + 1, 5, time: 0.4004971981048584s
8 2 : 3 1 1 1 1 1 1 1, 7*x^3 + 35*x^2 + 14*x + 1, 6, time: 1.4903538227081299s
8 2 : 2 2 2 2 2, x^2 + 6*x + 1, 3, time: 0.15118098258972168s
8 2 : 2 2 2 2 1 1, 5*x^2 + 8*x + 1, 4, time: 0.2334890365600586s
8 2 : 2 2 2 1 1 1 1, x^3 + 15*x^2 + 11*x + 1, 5, time: 0.406033992767334s
8 2 : 2 2 1 1 1 1 1 1, 7*x^3 + 35*x^2 + 15*x + 1, 6, time: 1.1925358772277832s
8 2 : 2 1 1 1 1 1 1 1 1, x^4 + 28*x^3 + 70*x^2 + 20*x + 1, 7, time: 64.55533695220947s
8 1 1 : 8 1 1, 1, 0, time: 0.06462287902832031s
8 1 1 : 7 3, 1, 0, time: 0.03798198699951172s
8 1 1 : 7 2 1, 1, 0, time: 0.06330084800720215s
8 1 1 : 7 1 1 1, 1, 2, time: 0.09820699691772461s
8 1 1 : 6 4, 1, 0, time: 0.03789114952087402s
8 1 1 : 6 3 1, 1, 0, time: 0.06223797798156738s
8 1 1 : 6 2 2, 1, 0, time: 0.06207704544067383s
8 1 1 : 6 2 1 1, 1, 2, time: 0.09763789176940918s
8 1 1 : 6 1 1 1 1, x + 1, 4, time: 0.1485438346862793s
8 1 1 : 5 5, 1, 0, time: 0.03745722770690918s
8 1 1 : 5 4 1, 1, 0, time: 0.06140303611755371s
8 1 1 : 5 3 2, 1, 0, time: 0.06145596504211426s
8 1 1 : 5 3 1 1, 1, 2, time: 0.09645795822143555s
8 1 1 : 5 2 2 1, 1, 2, time: 0.09679102897644043s
8 1 1 : 5 2 1 1 1, x + 1, 4, time: 0.1481320858001709s
8 1 1 : 5 1 1 1 1 1, x^2 + 3*x + 1, 6, time: 0.2305610179901123s
8 1 1 : 4 4 2, 1, 0, time: 0.06152701377868652s
8 1 1 : 4 4 1 1, 1, 2, time: 0.09656095504760742s
8 1 1 : 4 3 3, 1, 0, time: 0.06140613555908203s
8 1 1 : 4 3 2 1, 1, 2, time: 0.0964820384979248s
8 1 1 : 4 3 1 1 1, x + 1, 4, time: 0.14791584014892578s
8 1 1 : 4 2 2 2, 1, 2, time: 0.10027217864990234s
8 1 1 : 4 2 2 1 1, x + 1, 4, time: 0.15121197700500488s
8 1 1 : 4 2 1 1 1 1, x^2 + 3*x + 1, 6, time: 0.23295998573303223s
8 1 1 : 4 1 1 1 1 1 1, x^3 + 6*x^2 + 6*x + 1, 8, time: 0.3970158100128174s
8 1 1 : 3 3 3 1, 1, 2, time: 0.09770607948303223s
8 1 1 : 3 3 2 2, 1, 2, time: 0.09665894508361816s
8 1 1 : 3 3 2 1 1, x + 1, 4, time: 0.1485590934753418s
8 1 1 : 3 3 1 1 1 1, x^2 + 3*x + 1, 6, time: 0.23159098625183105s
8 1 1 : 3 2 2 2 1, x + 1, 4, time: 0.14835000038146973s
8 1 1 : 3 2 2 1 1 1, x^2 + 3*x + 1, 6, time: 0.23196697235107422s
8 1 1 : 3 2 1 1 1 1 1, x^3 + 6*x^2 + 6*x + 1, 8, time: 0.40646886825561523s
8 1 1 : 3 1 1 1 1 1 1 1, x^4 + 10*x^3 + 20*x^2 + 10*x + 1, 10, time: 1.9625070095062256s
8 1 1 : 2 2 2 2 2, x + 1, 4, time: 0.1494910717010498s
8 1 1 : 2 2 2 2 1 1, x^2 + 3*x + 1, 6, time: 0.2317049503326416s
8 1 1 : 2 2 2 1 1 1 1, x^3 + 6*x^2 + 6*x + 1, 8, time: 0.4138500690460205s
8 1 1 : 2 2 1 1 1 1 1 1, x^4 + 10*x^3 + 20*x^2 + 10*x + 1, 10, time: 2.492816925048828s
8 1 1 : 2 1 1 1 1 1 1 1 1, Dimension too high, 12, time: 1.1457481384277344s
7 3 : 7 3, 1, 0, time: 0.03810405731201172s
7 3 : 7 2 1, 1, 0, time: 0.06367015838623047s
7 3 : 7 1 1 1, 1, 0, time: 0.09942889213562012s
7 3 : 6 4, 1, 0, time: 0.038331031799316406s
7 3 : 6 3 1, 1, 1, time: 0.06267809867858887s
7 3 : 6 2 2, 1, 1, time: 0.06247901916503906s
7 3 : 6 2 1 1, 1, 2, time: 0.0970311164855957s
7 3 : 6 1 1 1 1, 1, 3, time: 0.1490159034729004s
7 3 : 5 5, 1, 0, time: 0.03769516944885254s
7 3 : 5 4 1, 1, 1, time: 0.06195187568664551s
7 3 : 5 3 2, x + 1, 1, time: 0.06181597709655762s
7 3 : 5 3 1 1, x + 1, 2, time: 0.09693503379821777s
7 3 : 5 2 2 1, 2*x + 1, 2, time: 0.0973358154296875s
7 3 : 5 2 1 1 1, x^2 + 3*x + 1, 3, time: 0.14915919303894043s
7 3 : 5 1 1 1 1 1, 5*x^2 + 5*x + 1, 4, time: 0.23384881019592285s
7 3 : 4 4 2, x + 1, 1, time: 0.06168699264526367s
7 3 : 4 4 1 1, x + 1, 2, time: 0.09648895263671875s
7 3 : 4 3 3, 2*x + 1, 1, time: 0.0613560676574707s
7 3 : 4 3 2 1, 3*x + 1, 2, time: 0.09652304649353027s
7 3 : 4 3 1 1 1, x^2 + 4*x + 1, 3, time: 0.1481950283050537s
7 3 : 4 2 2 2, x^2 + 4*x + 1, 2, time: 0.09685301780700684s
7 3 : 4 2 2 1 1, 3*x^2 + 6*x + 1, 3, time: 0.14906597137451172s
7 3 : 4 2 1 1 1 1, x^3 + 11*x^2 + 9*x + 1, 4, time: 0.2335982322692871s
7 3 : 4 1 1 1 1 1 1, x^4 + 14*x^3 + 36*x^2 + 14*x + 1, 5, time: 0.41568899154663086s
7 3 : 3 3 3 1, 4*x + 1, 2, time: 0.09731388092041016s
7 3 : 3 3 2 2, x^2 + 5*x + 1, 2, time: 0.09632110595703125s
7 3 : 3 3 2 1 1, 3*x^2 + 7*x + 1, 3, time: 0.14790606498718262s
7 3 : 3 3 1 1 1 1, x^3 + 11*x^2 + 10*x + 1, 4, time: 0.23191189765930176s
7 3 : 3 2 2 2 1, 6*x^2 + 9*x + 1, 3, time: 0.14885997772216797s
7 3 : 3 2 2 1 1 1, 2*x^3 + 18*x^2 + 13*x + 1, 4, time: 0.23390603065490723s
7 3 : 3 2 1 1 1 1 1, x^4 + 20*x^3 + 51*x^2 + 19*x + 1, 5, time: 0.41327714920043945s
7 3 : 3 1 1 1 1 1 1 1, 21*x^4 + 119*x^3 + 133*x^2 + 28*x + 1, 6, time: 1.5423898696899414s
7 3 : 2 2 2 2 2, 10*x^2 + 11*x + 1, 3, time: 0.15181994438171387s
7 3 : 2 2 2 2 1 1, 3*x^3 + 26*x^2 + 16*x + 1, 4, time: 0.2382030487060547s
7 3 : 2 2 2 1 1 1 1, x^4 + 26*x^3 + 67*x^2 + 23*x + 1, 5, time: 0.4199349880218506s
7 3 : 2 2 1 1 1 1 1 1, 22*x^4 + 140*x^3 + 162*x^2 + 33*x + 1, 6, time: 1.4195399284362793s
7 3 : 2 1 1 1 1 1 1 1 1, 8*x^5 + 202*x^4 + 568*x^3 + 364*x^2 + 47*x + 1, 7, time: 52.7487850189209s
7 2 1 : 7 2 1, 1, 0, time: 0.06269001960754395s
7 2 1 : 7 1 1 1, 1, 1, time: 0.09619283676147461s
7 2 1 : 6 4, 1, 0, time: 0.03720808029174805s
7 2 1 : 6 3 1, 1, 0, time: 0.06102800369262695s
7 2 1 : 6 2 2, 1, 1, time: 0.061203956604003906s
7 2 1 : 6 2 1 1, 1, 3, time: 0.09640693664550781s
7 2 1 : 6 1 1 1 1, 3*x^2 + 2*x + 1, 5, time: 0.1480851173400879s
7 2 1 : 5 5, 1, 0, time: 0.03715991973876953s
7 2 1 : 5 4 1, 1, 0, time: 0.061615943908691406s
7 2 1 : 5 3 2, 1, 1, time: 0.06151103973388672s
7 2 1 : 5 3 1 1, 1, 3, time: 0.09641599655151367s
7 2 1 : 5 2 2 1, 2*x + 1, 3, time: 0.09634995460510254s
7 2 1 : 5 2 1 1 1, x^3 + 6*x^2 + 5*x + 1, 5, time: 0.14776086807250977s
7 2 1 : 5 1 1 1 1 1, 10*x^4 + 44*x^3 + 48*x^2 + 12*x + 1, 7, time: 0.23275089263916016s
7 2 1 : 4 4 2, 1, 1, time: 0.06158709526062012s
7 2 1 : 4 4 1 1, 1, 3, time: 0.09630799293518066s
7 2 1 : 4 3 3, 1, 1, time: 0.061331987380981445s
7 2 1 : 4 3 2 1, 2*x + 1, 3, time: 0.09622693061828613s
7 2 1 : 4 3 1 1 1, x^3 + 6*x^2 + 5*x + 1, 5, time: 0.1484689712524414s
7 2 1 : 4 2 2 2, x^2 + 4*x + 1, 3, time: 0.09670209884643555s
7 2 1 : 4 2 2 1 1, 2*x^3 + 10*x^2 + 8*x + 1, 5, time: 0.14761590957641602s
7 2 1 : 4 2 1 1 1 1, 11*x^4 + 56*x^3 + 62*x^2 + 16*x + 1, 7, time: 0.23093581199645996s
7 2 1 : 4 1 1 1 1 1 1, 50*x^5 + 370*x^4 + 570*x^3 + 254*x^2 + 30*x + 1, 9, time: 0.4221789836883545s
7 2 1 : 3 3 3 1, 2*x + 1, 3, time: 0.0973050594329834s
7 2 1 : 3 3 2 2, x^2 + 4*x + 1, 3, time: 0.09638309478759766s
7 2 1 : 3 3 2 1 1, 2*x^3 + 10*x^2 + 8*x + 1, 5, time: 0.147752046585083s
7 2 1 : 3 3 1 1 1 1, 11*x^4 + 56*x^3 + 62*x^2 + 16*x + 1, 7, time: 0.2318120002746582s
7 2 1 : 3 2 2 2 1, 3*x^3 + 15*x^2 + 11*x + 1, 5, time: 0.14815616607666016s
7 2 1 : 3 2 2 1 1 1, 12*x^4 + 68*x^3 + 77*x^2 + 20*x + 1, 7, time: 0.23178601264953613s
7 2 1 : 3 2 1 1 1 1 1, 51*x^5 + 390*x^4 + 630*x^3 + 289*x^2 + 35*x + 1, 9, time: 0.40729498863220215s
7 2 1 : 3 1 1 1 1 1 1 1, Dimension too high, 11, time: 0.6320738792419434s
7 2 1 : 2 2 2 2 2, 4*x^3 + 21*x^2 + 14*x + 1, 5, time: 0.1478710174560547s
7 2 1 : 2 2 2 2 1 1, 13*x^4 + 80*x^3 + 93*x^2 + 24*x + 1, 7, time: 0.2314910888671875s
7 2 1 : 2 2 2 1 1 1 1, 52*x^5 + 410*x^4 + 690*x^3 + 325*x^2 + 40*x + 1, 9, time: 0.42385411262512207s
7 2 1 : 2 2 1 1 1 1 1 1, Dimension too high, 11, time: 0.6255791187286377s
7 2 1 : 2 1 1 1 1 1 1 1 1, Dimension too high, 13, time: 1.1499500274658203s
7 1 1 1 : 7 1 1 1, 1, 0, time: 0.09522604942321777s
7 1 1 1 : 6 4, 1, 0, time: 0.03763699531555176s
7 1 1 1 : 6 3 1, 0, -1, time: 0.016384124755859375s
7 1 1 1 : 6 2 2, 1, 0, time: 0.06103801727294922s
7 1 1 1 : 6 2 1 1, 1, 0, time: 0.09538412094116211s
7 1 1 1 : 6 1 1 1 1, 1, 3, time: 0.14728403091430664s
7 1 1 1 : 5 5, 1, 0, time: 0.03717803955078125s
7 1 1 1 : 5 4 1, 0, -1, time: 0.008947134017944336s
7 1 1 1 : 5 3 2, 1, 0, time: 0.06106901168823242s
7 1 1 1 : 5 3 1 1, 1, 0, time: 0.09532904624938965s
7 1 1 1 : 5 2 2 1, 1, 0, time: 0.09586191177368164s
7 1 1 1 : 5 2 1 1 1, 1, 3, time: 0.14647793769836426s
7 1 1 1 : 5 1 1 1 1 1, x^2 + 3*x + 1, 6, time: 0.2287609577178955s
7 1 1 1 : 4 4 2, 1, 0, time: 0.0611109733581543s
7 1 1 1 : 4 4 1 1, 1, 0, time: 0.09547710418701172s
7 1 1 1 : 4 3 3, 1, 0, time: 0.06077003479003906s
7 1 1 1 : 4 3 2 1, 1, 0, time: 0.096282958984375s
7 1 1 1 : 4 3 1 1 1, 1, 3, time: 0.14644718170166016s
7 1 1 1 : 4 2 2 2, 1, 0, time: 0.09558796882629395s
7 1 1 1 : 4 2 2 1 1, 1, 3, time: 0.14675593376159668s
7 1 1 1 : 4 2 1 1 1 1, x^2 + 3*x + 1, 6, time: 0.22801804542541504s
7 1 1 1 : 4 1 1 1 1 1 1, x^4 + 10*x^3 + 20*x^2 + 10*x + 1, 9, time: 0.3851950168609619s
7 1 1 1 : 3 3 3 1, 1, 0, time: 0.09635400772094727s
7 1 1 1 : 3 3 2 2, 1, 0, time: 0.09580302238464355s
7 1 1 1 : 3 3 2 1 1, 1, 3, time: 0.14662694931030273s
7 1 1 1 : 3 3 1 1 1 1, x^2 + 3*x + 1, 6, time: 0.2283461093902588s
7 1 1 1 : 3 2 2 2 1, 1, 3, time: 0.1478738784790039s
7 1 1 1 : 3 2 2 1 1 1, x^2 + 3*x + 1, 6, time: 0.23003816604614258s
7 1 1 1 : 3 2 1 1 1 1 1, x^4 + 10*x^3 + 20*x^2 + 10*x + 1, 9, time: 0.3909280300140381s
7 1 1 1 : 3 1 1 1 1 1 1 1, Dimension too high, 12, time: 0.6338441371917725s
7 1 1 1 : 2 2 2 2 2, 1, 3, time: 0.14905786514282227s
7 1 1 1 : 2 2 2 2 1 1, x^2 + 3*x + 1, 6, time: 0.2335810661315918s
7 1 1 1 : 2 2 2 1 1 1 1, x^4 + 10*x^3 + 20*x^2 + 10*x + 1, 9, time: 0.40328097343444824s
7 1 1 1 : 2 2 1 1 1 1 1 1, Dimension too high, 12, time: 0.6270630359649658s
7 1 1 1 : 2 1 1 1 1 1 1 1 1, Dimension too high, 15, time: 1.1299450397491455s
6 4 : 6 4, 1, 0, time: 0.037178993225097656s
6 4 : 6 3 1, 1, 0, time: 0.06123089790344238s
6 4 : 6 2 2, 1, 0, time: 0.06117892265319824s
6 4 : 6 2 1 1, 1, 0, time: 0.09662795066833496s
6 4 : 6 1 1 1 1, 1, 0, time: 0.1479320526123047s
6 4 : 5 5, 1, 0, time: 0.03733205795288086s
6 4 : 5 4 1, 1, 1, time: 0.06172609329223633s
6 4 : 5 3 2, 1, 1, time: 0.06150007247924805s
6 4 : 5 3 1 1, 1, 2, time: 0.09640693664550781s
6 4 : 5 2 2 1, 1, 2, time: 0.09665489196777344s
6 4 : 5 2 1 1 1, 1, 3, time: 0.1480100154876709s
6 4 : 5 1 1 1 1 1, 1, 4, time: 0.23188996315002441s
6 4 : 4 4 2, x + 1, 1, time: 0.06194019317626953s
6 4 : 4 4 1 1, x + 1, 2, time: 0.09665608406066895s
6 4 : 4 3 3, x + 1, 1, time: 0.06148815155029297s
6 4 : 4 3 2 1, 2*x + 1, 2, time: 0.0965268611907959s
6 4 : 4 3 1 1 1, x^2 + 3*x + 1, 3, time: 0.14885592460632324s
6 4 : 4 2 2 2, 3*x + 1, 2, time: 0.09662985801696777s
6 4 : 4 2 2 1 1, x^2 + 4*x + 1, 3, time: 0.1487748622894287s
6 4 : 4 2 1 1 1 1, 5*x^2 + 6*x + 1, 4, time: 0.23323488235473633s
6 4 : 4 1 1 1 1 1 1, x^3 + 15*x^2 + 9*x + 1, 5, time: 0.41576290130615234s
6 4 : 3 3 3 1, 3*x + 1, 2, time: 0.09772682189941406s
6 4 : 3 3 2 2, x^2 + 4*x + 1, 2, time: 0.0966801643371582s
6 4 : 3 3 2 1 1, 3*x^2 + 6*x + 1, 3, time: 0.14894509315490723s
6 4 : 3 3 1 1 1 1, x^3 + 11*x^2 + 9*x + 1, 4, time: 0.23480701446533203s
6 4 : 3 2 2 2 1, 6*x^2 + 8*x + 1, 3, time: 0.14931607246398926s
6 4 : 3 2 2 1 1 1, 2*x^3 + 18*x^2 + 12*x + 1, 4, time: 0.23374414443969727s
6 4 : 3 2 1 1 1 1 1, x^4 + 20*x^3 + 51*x^2 + 18*x + 1, 5, time: 0.4186699390411377s
6 4 : 3 1 1 1 1 1 1 1, 21*x^4 + 119*x^3 + 133*x^2 + 27*x + 1, 6, time: 1.655993938446045s
6 4 : 2 2 2 2 2, x^3 + 11*x^2 + 11*x + 1, 3, time: 0.15079116821289062s
6 4 : 2 2 2 2 1 1, 6*x^3 + 31*x^2 + 16*x + 1, 4, time: 0.2367560863494873s
6 4 : 2 2 2 1 1 1 1, 3*x^4 + 44*x^3 + 84*x^2 + 24*x + 1, 5, time: 0.421889066696167s
6 4 : 2 2 1 1 1 1 1 1, x^5 + 54*x^4 + 239*x^3 + 215*x^2 + 36*x + 1, 6, time: 1.649355173110962s
6 4 : 2 1 1 1 1 1 1 1 1, x^6 + 62*x^5 + 567*x^4 + 1084*x^3 + 527*x^2 + 54*x + 1, 7, time: 84.80770611763s
6 3 1 : 6 3 1, 1, 0, time: 0.06312990188598633s
6 3 1 : 6 2 2, 1, 0, time: 0.06163287162780762s
6 3 1 : 6 2 1 1, 1, 1, time: 0.09690213203430176s
6 3 1 : 6 1 1 1 1, 1, 2, time: 0.148529052734375s
6 3 1 : 5 5, 1, 0, time: 0.03755998611450195s
6 3 1 : 5 4 1, 1, 0, time: 0.06165790557861328s
6 3 1 : 5 3 2, 1, 1, time: 0.06162309646606445s
6 3 1 : 5 3 1 1, 1, 3, time: 0.09663105010986328s
6 3 1 : 5 2 2 1, x + 1, 3, time: 0.0971231460571289s
6 3 1 : 5 2 1 1 1, 3*x^2 + 3*x + 1, 5, time: 0.1486358642578125s
6 3 1 : 5 1 1 1 1 1, 4*x^3 + 18*x^2 + 7*x + 1, 7, time: 0.23255109786987305s
6 3 1 : 4 4 2, 1, 1, time: 0.061882972717285156s
6 3 1 : 4 4 1 1, 1, 3, time: 0.09665799140930176s
6 3 1 : 4 3 3, x + 1, 1, time: 0.06183600425720215s
6 3 1 : 4 3 2 1, 3*x + 1, 3, time: 0.0972599983215332s
6 3 1 : 4 3 1 1 1, x^3 + 6*x^2 + 6*x + 1, 5, time: 0.14805316925048828s
6 3 1 : 4 2 2 2, 3*x^2 + 5*x + 1, 3, time: 0.09697890281677246s
6 3 1 : 4 2 2 1 1, 3*x^3 + 16*x^2 + 10*x + 1, 5, time: 0.14926409721374512s
6 3 1 : 4 2 1 1 1 1, 15*x^4 + 76*x^3 + 82*x^2 + 19*x + 1, 7, time: 0.23291802406311035s
6 3 1 : 4 1 1 1 1 1 1, 90*x^5 + 570*x^4 + 804*x^3 + 330*x^2 + 35*x + 1, 9, time: 0.41942715644836426s
6 3 1 : 3 3 3 1, 5*x + 1, 3, time: 0.09803009033203125s
6 3 1 : 3 3 2 2, 4*x^2 + 7*x + 1, 3, time: 0.09674406051635742s
6 3 1 : 3 3 2 1 1, 4*x^3 + 20*x^2 + 13*x + 1, 5, time: 0.14925408363342285s
6 3 1 : 3 3 1 1 1 1, 16*x^4 + 88*x^3 + 96*x^2 + 23*x + 1, 7, time: 0.23163294792175293s
6 3 1 : 3 2 2 2 1, 12*x^3 + 42*x^2 + 18*x + 1, 5, time: 0.14953398704528809s
6 3 1 : 3 2 2 1 1 1, 42*x^4 + 191*x^3 + 172*x^2 + 32*x + 1, 7, time: 0.2349858283996582s
6 3 1 : 3 2 1 1 1 1 1, 236*x^5 + 1310*x^4 + 1679*x^3 + 610*x^2 + 55*x + 1, 9, time: 0.42093610763549805s
6 3 1 : 3 1 1 1 1 1 1 1, Dimension too high, 11, time: 0.6311230659484863s
6 3 1 : 2 2 2 2 2, 30*x^3 + 75*x^2 + 24*x + 1, 5, time: 0.14925599098205566s
6 3 1 : 2 2 2 2 1 1, 81*x^4 + 341*x^3 + 272*x^2 + 42*x + 1, 7, time: 0.23715901374816895s
6 3 1 : 2 2 2 1 1 1 1, 402*x^5 + 2162*x^4 + 2653*x^3 + 897*x^2 + 71*x + 1, 9, time: 0.4396660327911377s
6 3 1 : 2 2 1 1 1 1 1 1, Dimension too high, 11, time: 0.6346209049224854s
6 3 1 : 2 1 1 1 1 1 1 1 1, Dimension too high, 13, time: 1.1522769927978516s
6 2 2 : 6 2 2, 1, 0, time: 0.061071157455444336s
