10 : 10, Unable to create polyhedron or calculate h*, NULL, time: 0.6619541645050049s
9 1 : 4 3 1 1 1, Dimension too high, 3, time: 0.15772604942321777s
9 1 : 4 2 2 2, Dimension too high, 2, time: 0.0988759994506836s
9 1 : 4 2 2 1 1, Dimension too high, 3, time: 0.1638040542602539s
9 1 : 4 2 1 1 1 1, Dimension too high, 4, time: 0.3087790012359619s
9 1 : 4 1 1 1 1 1 1, Dimension too high, 5, time: 0.5972590446472168s
9 1 : 3 3 3 1, Dimension too high, 2, time: 0.12115001678466797s
9 1 : 3 3 2 2, Dimension too high, 2, time: 0.1340930461883545s
9 1 : 3 3 2 1 1, Dimension too high, 3, time: 0.21491312980651855s
9 1 : 3 3 1 1 1 1, Dimension too high, 4, time: 0.34653592109680176s
9 1 : 3 2 2 2 1, Dimension too high, 3, time: 0.19443106651306152s
9 1 : 3 2 2 1 1 1, Dimension too high, 4, time: 0.3040339946746826s
9 1 : 3 2 1 1 1 1 1, Dimension too high, 5, time: 0.4945399761199951s
9 1 : 3 1 1 1 1 1 1 1, Dimension too high, 6, time: 0.7567379474639893s
9 1 : 2 2 2 2 2, Dimension too high, 3, time: 0.16915082931518555s
9 1 : 2 2 2 2 1 1, Dimension too high, 4, time: 0.2580430507659912s
9 1 : 2 2 2 1 1 1 1, Dimension too high, 5, time: 0.41910696029663086s
9 1 : 2 2 1 1 1 1 1 1, Dimension too high, 6, time: 0.734198808670044s
9 1 : 2 1 1 1 1 1 1 1 1, Dimension too high, 7, time: 1.3277578353881836s
8 2 : 8 2, Dimension too high, 0, time: 0.041561126708984375s
8 2 : 8 1 1, Dimension too high, 0, time: 0.06837701797485352s
8 2 : 7 3, Dimension too high, 0, time: 0.037734031677246094s
8 2 : 7 2 1, Dimension too high, 1, time: 0.06604409217834473s
8 2 : 7 1 1 1, Dimension too high, 2, time: 0.11085104942321777s
8 2 : 6 4, Dimension too high, 0, time: 0.04053688049316406s
8 2 : 6 3 1, Dimension too high, 1, time: 0.06738710403442383s
8 2 : 6 2 2, Dimension too high, 1, time: 0.0679788589477539s
8 2 : 6 2 1 1, Dimension too high, 2, time: 0.10820794105529785s
8 2 : 6 1 1 1 1, Dimension too high, 3, time: 0.16000890731811523s
8 2 : 5 5, Dimension too high, 0, time: 0.03503894805908203s
8 2 : 5 4 1, Dimension too high, 1, time: 0.06090998649597168s
8 2 : 5 3 2, Dimension too high, 1, time: 0.06144881248474121s
8 2 : 5 3 1 1, Dimension too high, 2, time: 0.09929299354553223s
8 2 : 5 2 2 1, Dimension too high, 2, time: 0.10048604011535645s
8 2 : 5 2 1 1 1, Dimension too high, 3, time: 0.15644598007202148s
8 2 : 5 1 1 1 1 1, Dimension too high, 4, time: 0.2476499080657959s
8 2 : 4 4 2, Dimension too high, 1, time: 0.06289196014404297s
8 2 : 4 4 1 1, Dimension too high, 2, time: 0.10143303871154785s
8 2 : 4 3 3, Dimension too high, 1, time: 0.0633690357208252s
8 2 : 4 3 2 1, Dimension too high, 2, time: 0.10211801528930664s
8 2 : 4 3 1 1 1, Dimension too high, 3, time: 0.15591812133789062s
8 2 : 4 2 2 2, Dimension too high, 2, time: 0.09847402572631836s
8 2 : 4 2 2 1 1, Dimension too high, 3, time: 0.15368103981018066s
8 2 : 4 2 1 1 1 1, Dimension too high, 4, time: 0.24258708953857422s
8 2 : 4 1 1 1 1 1 1, Dimension too high, 5, time: 0.4083218574523926s
8 2 : 3 3 3 1, Dimension too high, 2, time: 0.09998798370361328s
8 2 : 3 3 2 2, Dimension too high, 2, time: 0.09864592552185059s
8 2 : 3 3 2 1 1, Dimension too high, 3, time: 0.15316390991210938s
8 2 : 3 3 1 1 1 1, Dimension too high, 4, time: 0.24637889862060547s
8 2 : 3 2 2 2 1, Dimension too high, 3, time: 0.15469694137573242s
8 2 : 3 2 2 1 1 1, Dimension too high, 4, time: 0.2421419620513916s
8 2 : 3 2 1 1 1 1 1, Dimension too high, 5, time: 0.40445399284362793s
8 2 : 3 1 1 1 1 1 1 1, Dimension too high, 6, time: 0.7224228382110596s
8 2 : 2 2 2 2 2, Dimension too high, 3, time: 0.16030192375183105s
8 2 : 2 2 2 2 1 1, Dimension too high, 4, time: 0.2502620220184326s
8 2 : 2 2 2 1 1 1 1, Dimension too high, 5, time: 0.41227006912231445s
8 2 : 2 2 1 1 1 1 1 1, Dimension too high, 6, time: 0.7191779613494873s
8 2 : 2 1 1 1 1 1 1 1 1, Dimension too high, 7, time: 1.3207828998565674s
8 1 1 : 8 1 1, Dimension too high, 0, time: 0.06360721588134766s
8 1 1 : 7 3, Dimension too high, 0, time: 0.035986900329589844s
8 1 1 : 7 2 1, Dimension too high, 0, time: 0.06348896026611328s
8 1 1 : 7 1 1 1, Dimension too high, 2, time: 0.10780501365661621s
8 1 1 : 6 4, Dimension too high, 0, time: 0.03646707534790039s
8 1 1 : 6 3 1, Dimension too high, 0, time: 0.06374311447143555s
8 1 1 : 6 2 2, Dimension too high, 0, time: 0.06324315071105957s
8 1 1 : 6 2 1 1, Dimension too high, 2, time: 0.10397696495056152s
8 1 1 : 6 1 1 1 1, Dimension too high, 4, time: 0.1584470272064209s
8 1 1 : 5 5, Dimension too high, 0, time: 0.037301063537597656s
8 1 1 : 5 4 1, Dimension too high, 0, time: 0.06355810165405273s
8 1 1 : 5 3 2, Dimension too high, 0, time: 0.06195211410522461s
8 1 1 : 5 3 1 1, Dimension too high, 2, time: 0.10143399238586426s
8 1 1 : 5 2 2 1, Dimension too high, 2, time: 0.10140299797058105s
8 1 1 : 5 2 1 1 1, Dimension too high, 4, time: 0.15717697143554688s
8 1 1 : 5 1 1 1 1 1, Dimension too high, 6, time: 0.2487328052520752s
8 1 1 : 4 4 2, Dimension too high, 0, time: 0.0630791187286377s
8 1 1 : 4 4 1 1, Dimension too high, 2, time: 0.1018221378326416s
8 1 1 : 4 3 3, Dimension too high, 0, time: 0.062499046325683594s
8 1 1 : 4 3 2 1, Dimension too high, 2, time: 0.11897706985473633s
8 1 1 : 4 3 1 1 1, Dimension too high, 4, time: 0.1892869472503662s
8 1 1 : 4 2 2 2, Dimension too high, 2, time: 0.11602497100830078s
8 1 1 : 4 2 2 1 1, Dimension too high, 4, time: 0.19931578636169434s
8 1 1 : 4 2 1 1 1 1, Dimension too high, 6, time: 0.31824302673339844s
8 1 1 : 4 1 1 1 1 1 1, Dimension too high, 8, time: 0.5365009307861328s
8 1 1 : 3 3 3 1, Dimension too high, 2, time: 0.11817812919616699s
8 1 1 : 3 3 2 2, Dimension too high, 2, time: 0.12096095085144043s
8 1 1 : 3 3 2 1 1, Dimension too high, 4, time: 0.20401787757873535s
8 1 1 : 3 3 1 1 1 1, Dimension too high, 6, time: 0.3596940040588379s
8 1 1 : 3 2 2 2 1, Dimension too high, 4, time: 0.20149898529052734s
8 1 1 : 3 2 2 1 1 1, Dimension too high, 6, time: 0.2925598621368408s
8 1 1 : 3 2 1 1 1 1 1, Dimension too high, 8, time: 0.44724106788635254s
8 1 1 : 3 1 1 1 1 1 1 1, Dimension too high, 10, time: 0.709122896194458s
8 1 1 : 2 2 2 2 2, Dimension too high, 4, time: 0.1578819751739502s
8 1 1 : 2 2 2 2 1 1, Dimension too high, 6, time: 0.25351786613464355s
8 1 1 : 2 2 2 1 1 1 1, Dimension too high, 8, time: 0.412020206451416s
8 1 1 : 2 2 1 1 1 1 1 1, Dimension too high, 10, time: 0.6994891166687012s
8 1 1 : 2 1 1 1 1 1 1 1 1, x^5 + 15*x^4 + 50*x^3 + 50*x^2 + 15*x + 1, 12, time: 665.8438291549683s
7 3 : 7 3, Dimension too high, 0, time: 0.03991508483886719s
7 3 : 7 2 1, Dimension too high, 0, time: 0.06679487228393555s
7 3 : 7 1 1 1, Dimension too high, 0, time: 0.1172640323638916s
7 3 : 6 4, Dimension too high, 0, time: 0.03989696502685547s
7 3 : 6 3 1, Dimension too high, 1, time: 0.07037997245788574s
7 3 : 6 2 2, Dimension too high, 1, time: 0.07087016105651855s
7 3 : 6 2 1 1, Dimension too high, 2, time: 0.11656713485717773s
7 3 : 6 1 1 1 1, Dimension too high, 3, time: 0.19823288917541504s
7 3 : 5 5, Dimension too high, 0, time: 0.041654109954833984s
7 3 : 5 4 1, Dimension too high, 1, time: 0.0710599422454834s
7 3 : 5 3 2, Dimension too high, 1, time: 0.07081913948059082s
7 3 : 5 3 1 1, Dimension too high, 2, time: 0.11702990531921387s
7 3 : 5 2 2 1, Dimension too high, 2, time: 0.1175229549407959s
7 3 : 5 2 1 1 1, Dimension too high, 3, time: 0.19233393669128418s
7 3 : 5 1 1 1 1 1, Dimension too high, 4, time: 0.3071479797363281s
7 3 : 4 4 2, Dimension too high, 1, time: 0.07300114631652832s
7 3 : 4 4 1 1, Dimension too high, 2, time: 0.11985492706298828s
7 3 : 4 3 3, Dimension too high, 1, time: 0.07054591178894043s
7 3 : 4 3 2 1, Dimension too high, 2, time: 0.1111600399017334s
7 3 : 4 3 1 1 1, Dimension too high, 3, time: 0.18341994285583496s
7 3 : 4 2 2 2, Dimension too high, 2, time: 0.10976791381835938s
7 3 : 4 2 2 1 1, Dimension too high, 3, time: 0.16946005821228027s
7 3 : 4 2 1 1 1 1, Dimension too high, 4, time: 0.25833582878112793s
7 3 : 4 1 1 1 1 1 1, Dimension too high, 5, time: 0.4121370315551758s
7 3 : 3 3 3 1, Dimension too high, 2, time: 0.1005091667175293s
7 3 : 3 3 2 2, Dimension too high, 2, time: 0.1001429557800293s
7 3 : 3 3 2 1 1, Dimension too high, 3, time: 0.15680289268493652s
7 3 : 3 3 1 1 1 1, Dimension too high, 4, time: 0.2483978271484375s
7 3 : 3 2 2 2 1, Dimension too high, 3, time: 0.15977096557617188s
7 3 : 3 2 2 1 1 1, Dimension too high, 4, time: 0.24610209465026855s
7 3 : 3 2 1 1 1 1 1, Dimension too high, 5, time: 0.4040088653564453s
7 3 : 3 1 1 1 1 1 1 1, Dimension too high, 6, time: 0.704556941986084s
7 3 : 2 2 2 2 2, Dimension too high, 3, time: 0.15402984619140625s
7 3 : 2 2 2 2 1 1, Dimension too high, 4, time: 0.24338006973266602s
7 3 : 2 2 2 1 1 1 1, Dimension too high, 5, time: 0.4006638526916504s
7 3 : 2 2 1 1 1 1 1 1, Dimension too high, 6, time: 0.8393328189849854s
7 3 : 2 1 1 1 1 1 1 1 1, Dimension too high, 7, time: 1.314877986907959s
7 2 1 : 7 2 1, Dimension too high, 0, time: 0.06939005851745605s
7 2 1 : 7 1 1 1, Dimension too high, 1, time: 0.1055140495300293s
7 2 1 : 6 4, Dimension too high, 0, time: 0.036711931228637695s
7 2 1 : 6 3 1, Dimension too high, 0, time: 0.06441688537597656s
7 2 1 : 6 2 2, Dimension too high, 1, time: 0.06391692161560059s
7 2 1 : 6 2 1 1, Dimension too high, 3, time: 0.10229897499084473s
7 2 1 : 6 1 1 1 1, Dimension too high, 5, time: 0.15508508682250977s
7 2 1 : 5 5, Dimension too high, 0, time: 0.03563117980957031s
7 2 1 : 5 4 1, Dimension too high, 0, time: 0.061685800552368164s
7 2 1 : 5 3 2, Dimension too high, 1, time: 0.06402897834777832s
7 2 1 : 5 3 1 1, Dimension too high, 3, time: 0.10005903244018555s
7 2 1 : 5 2 2 1, Dimension too high, 3, time: 0.09946584701538086s
7 2 1 : 5 2 1 1 1, Dimension too high, 5, time: 0.15566205978393555s
7 2 1 : 5 1 1 1 1 1, Dimension too high, 7, time: 0.24310684204101562s
7 2 1 : 4 4 2, Dimension too high, 1, time: 0.061715126037597656s
7 2 1 : 4 4 1 1, Dimension too high, 3, time: 0.10478496551513672s
7 2 1 : 4 3 3, Dimension too high, 1, time: 0.06167101860046387s
7 2 1 : 4 3 2 1, Dimension too high, 3, time: 0.09981393814086914s
7 2 1 : 4 3 1 1 1, Dimension too high, 5, time: 0.15409398078918457s
7 2 1 : 4 2 2 2, Dimension too high, 3, time: 0.09872078895568848s
7 2 1 : 4 2 2 1 1, Dimension too high, 5, time: 0.1543869972229004s
7 2 1 : 4 2 1 1 1 1, Dimension too high, 7, time: 0.24153900146484375s
7 2 1 : 4 1 1 1 1 1 1, Dimension too high, 9, time: 0.39693403244018555s
7 2 1 : 3 3 3 1, Dimension too high, 3, time: 0.09956192970275879s
7 2 1 : 3 3 2 2, Dimension too high, 3, time: 0.09788799285888672s
7 2 1 : 3 3 2 1 1, Dimension too high, 5, time: 0.15355706214904785s
7 2 1 : 3 3 1 1 1 1, Dimension too high, 7, time: 0.23946309089660645s
7 2 1 : 3 2 2 2 1, Dimension too high, 5, time: 0.15541887283325195s
7 2 1 : 3 2 2 1 1 1, Dimension too high, 7, time: 0.2415151596069336s
7 2 1 : 3 2 1 1 1 1 1, Dimension too high, 9, time: 0.3932631015777588s
7 2 1 : 3 1 1 1 1 1 1 1, Dimension too high, 11, time: 0.685377836227417s
7 2 1 : 2 2 2 2 2, Dimension too high, 5, time: 0.15419888496398926s
7 2 1 : 2 2 2 2 1 1, Dimension too high, 7, time: 0.24016284942626953s
7 2 1 : 2 2 2 1 1 1 1, Dimension too high, 9, time: 0.39581990242004395s
7 2 1 : 2 2 1 1 1 1 1 1, Dimension too high, 11, time: 0.6786811351776123s
7 2 1 : 2 1 1 1 1 1 1 1 1, Dimension too high, 13, time: 1.25541090965271s
7 1 1 1 : 7 1 1 1, Dimension too high, 0, time: 0.09917211532592773s
7 1 1 1 : 6 4, Dimension too high, 0, time: 0.034956932067871094s
7 1 1 1 : 6 3 1, Dimension too high, -1, time: 0.005721092224121094s
7 1 1 1 : 6 2 2, Dimension too high, 0, time: 0.06086397171020508s
7 1 1 1 : 6 2 1 1, Dimension too high, 0, time: 0.09736204147338867s
7 1 1 1 : 6 1 1 1 1, Dimension too high, 3, time: 0.15152716636657715s
7 1 1 1 : 5 5, Dimension too high, 0, time: 0.034954071044921875s
7 1 1 1 : 5 4 1, Dimension too high, -1, time: 0.005543947219848633s
7 1 1 1 : 5 3 2, Dimension too high, 0, time: 0.06105208396911621s
7 1 1 1 : 5 3 1 1, Dimension too high, 0, time: 0.0972890853881836s
7 1 1 1 : 5 2 2 1, Dimension too high, 0, time: 0.0975651741027832s
7 1 1 1 : 5 2 1 1 1, Dimension too high, 3, time: 0.15472698211669922s
7 1 1 1 : 5 1 1 1 1 1, Dimension too high, 6, time: 0.2384178638458252s
7 1 1 1 : 4 4 2, Dimension too high, 0, time: 0.061389923095703125s
7 1 1 1 : 4 4 1 1, Dimension too high, 0, time: 0.09795284271240234s
7 1 1 1 : 4 3 3, Dimension too high, 0, time: 0.06254291534423828s
7 1 1 1 : 4 3 2 1, Dimension too high, 0, time: 0.09838700294494629s
7 1 1 1 : 4 3 1 1 1, Dimension too high, 3, time: 0.15288901329040527s
7 1 1 1 : 4 2 2 2, Dimension too high, 0, time: 0.0977630615234375s
7 1 1 1 : 4 2 2 1 1, Dimension too high, 3, time: 0.1524491310119629s
7 1 1 1 : 4 2 1 1 1 1, Dimension too high, 6, time: 0.24201011657714844s
7 1 1 1 : 4 1 1 1 1 1 1, Dimension too high, 9, time: 0.3904290199279785s
7 1 1 1 : 3 3 3 1, Dimension too high, 0, time: 0.09848213195800781s
7 1 1 1 : 3 3 2 2, Dimension too high, 0, time: 0.09839391708374023s
7 1 1 1 : 3 3 2 1 1, Dimension too high, 3, time: 0.15315604209899902s
7 1 1 1 : 3 3 1 1 1 1, Dimension too high, 6, time: 0.23895597457885742s
7 1 1 1 : 3 2 2 2 1, Dimension too high, 3, time: 0.15542984008789062s
7 1 1 1 : 3 2 2 1 1 1, Dimension too high, 6, time: 0.23910903930664062s
7 1 1 1 : 3 2 1 1 1 1 1, Dimension too high, 9, time: 0.39100003242492676s
7 1 1 1 : 3 1 1 1 1 1 1 1, x^6 + 22*x^5 + 113*x^4 + 190*x^3 + 113*x^2 + 22*x + 1, 12, time: 1.732771873474121s
7 1 1 1 : 2 2 2 2 2, Dimension too high, 3, time: 0.15576505661010742s
7 1 1 1 : 2 2 2 2 1 1, Dimension too high, 6, time: 0.24311590194702148s
7 1 1 1 : 2 2 2 1 1 1 1, Dimension too high, 9, time: 0.3968939781188965s
7 1 1 1 : 2 2 1 1 1 1 1 1, x^6 + 22*x^5 + 113*x^4 + 190*x^3 + 113*x^2 + 22*x + 1, 12, time: 2.4029619693756104s
7 1 1 1 : 2 1 1 1 1 1 1 1 1, Dimension too high, 15, time: 1.3059630393981934s
6 4 : 6 4, Dimension too high, 0, time: 0.03796195983886719s
6 4 : 6 3 1, Dimension too high, 0, time: 0.06712079048156738s
6 4 : 6 2 2, Dimension too high, 0, time: 0.06467795372009277s
6 4 : 6 2 1 1, Dimension too high, 0, time: 0.10782194137573242s
6 4 : 6 1 1 1 1, Dimension too high, 0, time: 0.16772818565368652s
6 4 : 5 5, Dimension too high, 0, time: 0.0376589298248291s
6 4 : 5 4 1, Dimension too high, 1, time: 0.0653688907623291s
6 4 : 5 3 2, Dimension too high, 1, time: 0.06384897232055664s
6 4 : 5 3 1 1, Dimension too high, 2, time: 0.10471200942993164s
6 4 : 5 2 2 1, Dimension too high, 2, time: 0.10477185249328613s
6 4 : 5 2 1 1 1, Dimension too high, 3, time: 0.15906405448913574s
6 4 : 5 1 1 1 1 1, Dimension too high, 4, time: 0.24733185768127441s
6 4 : 4 4 2, Dimension too high, 1, time: 0.061749935150146484s
6 4 : 4 4 1 1, Dimension too high, 2, time: 0.10006308555603027s
6 4 : 4 3 3, Dimension too high, 1, time: 0.06566596031188965s
6 4 : 4 3 2 1, Dimension too high, 2, time: 0.10556221008300781s
6 4 : 4 3 1 1 1, Dimension too high, 3, time: 0.16211915016174316s
6 4 : 4 2 2 2, Dimension too high, 2, time: 0.1039578914642334s
6 4 : 4 2 2 1 1, Dimension too high, 3, time: 0.16151714324951172s
6 4 : 4 2 1 1 1 1, Dimension too high, 4, time: 0.2555389404296875s
6 4 : 4 1 1 1 1 1 1, Dimension too high, 5, time: 0.4128601551055908s
6 4 : 3 3 3 1, Dimension too high, 2, time: 0.10253691673278809s
6 4 : 3 3 2 2, Dimension too high, 2, time: 0.1064460277557373s
6 4 : 3 3 2 1 1, Dimension too high, 3, time: 0.16020989418029785s
6 4 : 3 3 1 1 1 1, Dimension too high, 4, time: 0.25908589363098145s
6 4 : 3 2 2 2 1, Dimension too high, 3, time: 0.16019797325134277s
6 4 : 3 2 2 1 1 1, Dimension too high, 4, time: 0.2520778179168701s
6 4 : 3 2 1 1 1 1 1, Dimension too high, 5, time: 0.41523289680480957s
6 4 : 3 1 1 1 1 1 1 1, Dimension too high, 6, time: 0.7165968418121338s
6 4 : 2 2 2 2 2, Dimension too high, 3, time: 0.15935111045837402s
6 4 : 2 2 2 2 1 1, Dimension too high, 4, time: 0.2532970905303955s
6 4 : 2 2 2 1 1 1 1, Dimension too high, 5, time: 0.41236305236816406s
6 4 : 2 2 1 1 1 1 1 1, Dimension too high, 6, time: 0.726309061050415s
6 4 : 2 1 1 1 1 1 1 1 1, Dimension too high, 7, time: 1.2796080112457275s
6 3 1 : 6 3 1, Dimension too high, 0, time: 0.06157493591308594s
6 3 1 : 6 2 2, Dimension too high, 0, time: 0.06140589714050293s
6 3 1 : 6 2 1 1, Dimension too high, 1, time: 0.09832406044006348s
6 3 1 : 6 1 1 1 1, Dimension too high, 2, time: 0.15521883964538574s
6 3 1 : 5 5, Dimension too high, 0, time: 0.035819053649902344s
6 3 1 : 5 4 1, Dimension too high, 0, time: 0.06584286689758301s
6 3 1 : 5 3 2, Dimension too high, 1, time: 0.06417012214660645s
6 3 1 : 5 3 1 1, Dimension too high, 3, time: 0.10782480239868164s
6 3 1 : 5 2 2 1, Dimension too high, 3, time: 0.1106710433959961s
6 3 1 : 5 2 1 1 1, Dimension too high, 5, time: 0.17676210403442383s
6 3 1 : 5 1 1 1 1 1, Dimension too high, 7, time: 0.27791309356689453s
6 3 1 : 4 4 2, Dimension too high, 1, time: 0.06582498550415039s
6 3 1 : 4 4 1 1, Dimension too high, 3, time: 0.11032819747924805s
6 3 1 : 4 3 3, Dimension too high, 1, time: 0.06715989112854004s
6 3 1 : 4 3 2 1, Dimension too high, 3, time: 0.10953998565673828s
6 3 1 : 4 3 1 1 1, Dimension too high, 5, time: 0.17217803001403809s
6 3 1 : 4 2 2 2, Dimension too high, 3, time: 0.10843706130981445s
6 3 1 : 4 2 2 1 1, Dimension too high, 5, time: 0.17030596733093262s
6 3 1 : 4 2 1 1 1 1, Dimension too high, 7, time: 0.2668490409851074s
6 3 1 : 4 1 1 1 1 1 1, Dimension too high, 9, time: 0.4148428440093994s
6 3 1 : 3 3 3 1, Dimension too high, 3, time: 0.10303807258605957s
6 3 1 : 3 3 2 2, Dimension too high, 3, time: 0.10276007652282715s
6 3 1 : 3 3 2 1 1, Dimension too high, 5, time: 0.15621590614318848s
6 3 1 : 3 3 1 1 1 1, Dimension too high, 7, time: 0.24235796928405762s
6 3 1 : 3 2 2 2 1, Dimension too high, 5, time: 0.15726804733276367s
6 3 1 : 3 2 2 1 1 1, Dimension too high, 7, time: 0.24390101432800293s
6 3 1 : 3 2 1 1 1 1 1, Dimension too high, 9, time: 0.39784884452819824s
6 3 1 : 3 1 1 1 1 1 1 1, Dimension too high, 11, time: 0.6903591156005859s
6 3 1 : 2 2 2 2 2, Dimension too high, 5, time: 0.15451502799987793s
6 3 1 : 2 2 2 2 1 1, Dimension too high, 7, time: 0.24764609336853027s
6 3 1 : 2 2 2 1 1 1 1, Dimension too high, 9, time: 0.3993370532989502s
6 3 1 : 2 2 1 1 1 1 1 1, Dimension too high, 11, time: 0.6905269622802734s
6 3 1 : 2 1 1 1 1 1 1 1 1, Dimension too high, 13, time: 1.2624950408935547s
6 2 2 : 6 2 2, Dimension too high, 0, time: 0.06139397621154785s
6 2 2 : 6 2 1 1, Dimension too high, 0, time: 0.09795498847961426s
6 2 2 : 6 1 1 1 1, Dimension too high, 1, time: 0.15437793731689453s
6 2 2 : 5 5, Dimension too high, 0, time: 0.035394906997680664s
6 2 2 : 5 4 1, Dimension too high, -1, time: 0.0056421756744384766s
6 2 2 : 5 3 2, Dimension too high, 0, time: 0.060872793197631836s
6 2 2 : 5 3 1 1, Dimension too high, 0, time: 0.09894585609436035s
6 2 2 : 5 2 2 1, Dimension too high, 2, time: 0.0989680290222168s
6 2 2 : 5 2 1 1 1, Dimension too high, 4, time: 0.15339398384094238s
6 2 2 : 5 1 1 1 1 1, Dimension too high, 6, time: 0.24463486671447754s
6 2 2 : 4 4 2, Dimension too high, 0, time: 0.06112313270568848s
6 2 2 : 4 4 1 1, Dimension too high, 0, time: 0.09813094139099121s
6 2 2 : 4 3 3, Dimension too high, 0, time: 0.06083416938781738s
6 2 2 : 4 3 2 1, Dimension too high, 2, time: 0.09841203689575195s
6 2 2 : 4 3 1 1 1, Dimension too high, 4, time: 0.15397191047668457s
6 2 2 : 4 2 2 2, Dimension too high, 2, time: 0.09804677963256836s
6 2 2 : 4 2 2 1 1, Dimension too high, 4, time: 0.15285587310791016s
6 2 2 : 4 2 1 1 1 1, Dimension too high, 6, time: 0.24128508567810059s
6 2 2 : 4 1 1 1 1 1 1, Dimension too high, 8, time: 0.3967580795288086s
6 2 2 : 3 3 3 1, Dimension too high, 2, time: 0.0984659194946289s
