10 : 10, Unable to create polyhedron or calculate h*, NULL, time: 0.6445879936218262s
10 : 3 3 2 2, Dimension too high, 0, time: 0.09362387657165527s
10 : 3 3 2 1 1, Dimension too high, 0, time: 0.1493220329284668s
10 : 3 3 1 1 1 1, Dimension too high, 0, time: 0.22692394256591797s
10 : 3 2 2 2 1, Dimension too high, 0, time: 0.1427440643310547s
10 : 3 2 2 1 1 1, Dimension too high, 0, time: 0.22406911849975586s
10 : 3 2 1 1 1 1 1, Dimension too high, 0, time: 0.3730909824371338s
10 : 3 1 1 1 1 1 1 1, Dimension too high, 0, time: 0.6887538433074951s
10 : 2 2 2 2 2, Dimension too high, 0, time: 0.14151287078857422s
10 : 2 2 2 2 1 1, Dimension too high, 0, time: 0.22295618057250977s
10 : 2 2 2 1 1 1 1, Dimension too high, 0, time: 0.36984992027282715s
10 : 2 2 1 1 1 1 1 1, Dimension too high, 0, time: 0.6493511199951172s
10 : 2 1 1 1 1 1 1 1 1, Dimension too high, 0, time: 1.2450170516967773s
9 1 : 9 1, Dimension too high, 0, time: 0.03270387649536133s
9 1 : 8 2, Dimension too high, 0, time: 0.032240867614746094s
9 1 : 8 1 1, Dimension too high, 1, time: 0.06106400489807129s
9 1 : 7 3, Dimension too high, 0, time: 0.03195309638977051s
9 1 : 7 2 1, Dimension too high, 1, time: 0.05582284927368164s
9 1 : 7 1 1 1, Dimension too high, 2, time: 0.0899500846862793s
9 1 : 6 4, Dimension too high, 0, time: 0.03221297264099121s
9 1 : 6 3 1, Dimension too high, 1, time: 0.0560460090637207s
9 1 : 6 2 2, Dimension too high, 1, time: 0.05586695671081543s
9 1 : 6 2 1 1, Dimension too high, 2, time: 0.09066104888916016s
9 1 : 6 1 1 1 1, Dimension too high, 3, time: 0.14090704917907715s
9 1 : 5 5, Dimension too high, 0, time: 0.0324559211730957s
9 1 : 5 4 1, Dimension too high, 1, time: 0.05621194839477539s
9 1 : 5 3 2, Dimension too high, 1, time: 0.056220054626464844s
9 1 : 5 3 1 1, Dimension too high, 2, time: 0.09047079086303711s
9 1 : 5 2 2 1, Dimension too high, 2, time: 0.09035301208496094s
9 1 : 5 2 1 1 1, Dimension too high, 3, time: 0.1887359619140625s
9 1 : 5 1 1 1 1 1, Dimension too high, 4, time: 0.2552049160003662s
9 1 : 4 4 2, Dimension too high, 1, time: 0.05995607376098633s
9 1 : 4 4 1 1, Dimension too high, 2, time: 0.09641909599304199s
9 1 : 4 3 3, Dimension too high, 1, time: 0.05951118469238281s
9 1 : 4 3 2 1, Dimension too high, 2, time: 0.09742307662963867s
9 1 : 4 3 1 1 1, Dimension too high, 3, time: 0.1535780429840088s
9 1 : 4 2 2 2, Dimension too high, 2, time: 0.09630608558654785s
9 1 : 4 2 2 1 1, Dimension too high, 3, time: 0.1523118019104004s
9 1 : 4 2 1 1 1 1, Dimension too high, 4, time: 0.2477719783782959s
9 1 : 4 1 1 1 1 1 1, Dimension too high, 5, time: 0.4138009548187256s
9 1 : 3 3 3 1, Dimension too high, 2, time: 0.09589314460754395s
9 1 : 3 3 2 2, Dimension too high, 2, time: 0.09633398056030273s
9 1 : 3 3 2 1 1, Dimension too high, 3, time: 0.1519029140472412s
9 1 : 3 3 1 1 1 1, Dimension too high, 4, time: 0.24409699440002441s
9 1 : 3 2 2 2 1, Dimension too high, 3, time: 0.15229010581970215s
9 1 : 3 2 2 1 1 1, Dimension too high, 4, time: 0.23649001121520996s
9 1 : 3 2 1 1 1 1 1, Dimension too high, 5, time: 0.37077999114990234s
9 1 : 3 1 1 1 1 1 1 1, Dimension too high, 6, time: 0.6368279457092285s
9 1 : 2 2 2 2 2, Dimension too high, 3, time: 0.14211297035217285s
9 1 : 2 2 2 2 1 1, Dimension too high, 4, time: 0.2226428985595703s
9 1 : 2 2 2 1 1 1 1, Dimension too high, 5, time: 0.3673069477081299s
9 1 : 2 2 1 1 1 1 1 1, Dimension too high, 6, time: 0.634972095489502s
9 1 : 2 1 1 1 1 1 1 1 1, Dimension too high, 7, time: 1.1670238971710205s
8 2 : 8 2, Dimension too high, 0, time: 0.03268289566040039s
8 2 : 8 1 1, Dimension too high, 0, time: 0.056153059005737305s
8 2 : 7 3, Dimension too high, 0, time: 0.03206801414489746s
8 2 : 7 2 1, Dimension too high, 1, time: 0.05612802505493164s
8 2 : 7 1 1 1, Dimension too high, 2, time: 0.0909261703491211s
8 2 : 6 4, Dimension too high, 0, time: 0.0323481559753418s
8 2 : 6 3 1, Dimension too high, 1, time: 0.05641317367553711s
8 2 : 6 2 2, Dimension too high, 1, time: 0.05625510215759277s
8 2 : 6 2 1 1, Dimension too high, 2, time: 0.09116792678833008s
8 2 : 6 1 1 1 1, Dimension too high, 3, time: 0.14196014404296875s
8 2 : 5 5, Dimension too high, 0, time: 0.03258180618286133s
8 2 : 5 4 1, Dimension too high, 1, time: 0.05652594566345215s
8 2 : 5 3 2, Dimension too high, 1, time: 0.05640411376953125s
8 2 : 5 3 1 1, Dimension too high, 2, time: 0.09122204780578613s
8 2 : 5 2 2 1, Dimension too high, 2, time: 0.09101200103759766s
8 2 : 5 2 1 1 1, Dimension too high, 3, time: 0.1419541835784912s
8 2 : 5 1 1 1 1 1, Dimension too high, 4, time: 0.22226786613464355s
8 2 : 4 4 2, Dimension too high, 1, time: 0.0564420223236084s
8 2 : 4 4 1 1, Dimension too high, 2, time: 0.09069299697875977s
8 2 : 4 3 3, Dimension too high, 1, time: 0.056234121322631836s
8 2 : 4 3 2 1, Dimension too high, 2, time: 0.09085988998413086s
8 2 : 4 3 1 1 1, Dimension too high, 3, time: 0.14170598983764648s
8 2 : 4 2 2 2, Dimension too high, 2, time: 0.09093213081359863s
8 2 : 4 2 2 1 1, Dimension too high, 3, time: 0.14144301414489746s
8 2 : 4 2 1 1 1 1, Dimension too high, 4, time: 0.22169709205627441s
8 2 : 4 1 1 1 1 1 1, Dimension too high, 5, time: 0.36791419982910156s
8 2 : 3 3 3 1, Dimension too high, 2, time: 0.09124207496643066s
8 2 : 3 3 2 2, Dimension too high, 2, time: 0.09108281135559082s
8 2 : 3 3 2 1 1, Dimension too high, 3, time: 0.1413271427154541s
8 2 : 3 3 1 1 1 1, Dimension too high, 4, time: 0.22153711318969727s
8 2 : 3 2 2 2 1, Dimension too high, 3, time: 0.1411299705505371s
8 2 : 3 2 2 1 1 1, Dimension too high, 4, time: 0.2218189239501953s
8 2 : 3 2 1 1 1 1 1, Dimension too high, 5, time: 0.3647298812866211s
8 2 : 3 1 1 1 1 1 1 1, Dimension too high, 6, time: 0.6367580890655518s
8 2 : 2 2 2 2 2, Dimension too high, 3, time: 0.14162516593933105s
8 2 : 2 2 2 2 1 1, Dimension too high, 4, time: 0.221390962600708s
8 2 : 2 2 2 1 1 1 1, Dimension too high, 5, time: 0.3651859760284424s
8 2 : 2 2 1 1 1 1 1 1, Dimension too high, 6, time: 0.6325650215148926s
8 2 : 2 1 1 1 1 1 1 1 1, Dimension too high, 7, time: 1.2485859394073486s
8 1 1 : 8 1 1, Dimension too high, 0, time: 0.05886220932006836s
8 1 1 : 7 3, Dimension too high, 0, time: 0.03330111503601074s
8 1 1 : 7 2 1, Dimension too high, 0, time: 0.05903005599975586s
8 1 1 : 7 1 1 1, Dimension too high, 2, time: 0.09688997268676758s
8 1 1 : 6 4, Dimension too high, 0, time: 0.036097049713134766s
8 1 1 : 6 3 1, Dimension too high, 0, time: 0.0602259635925293s
8 1 1 : 6 2 2, Dimension too high, 0, time: 0.05938291549682617s
8 1 1 : 6 2 1 1, Dimension too high, 2, time: 0.09641599655151367s
8 1 1 : 6 1 1 1 1, Dimension too high, 4, time: 0.15383505821228027s
8 1 1 : 5 5, Dimension too high, 0, time: 0.03429818153381348s
8 1 1 : 5 4 1, Dimension too high, 0, time: 0.05930781364440918s
8 1 1 : 5 3 2, Dimension too high, 0, time: 0.05926799774169922s
8 1 1 : 5 3 1 1, Dimension too high, 2, time: 0.09646105766296387s
8 1 1 : 5 2 2 1, Dimension too high, 2, time: 0.09651994705200195s
8 1 1 : 5 2 1 1 1, Dimension too high, 4, time: 0.15302395820617676s
8 1 1 : 5 1 1 1 1 1, Dimension too high, 6, time: 0.24626421928405762s
8 1 1 : 4 4 2, Dimension too high, 0, time: 0.05877494812011719s
8 1 1 : 4 4 1 1, Dimension too high, 2, time: 0.09546899795532227s
8 1 1 : 4 3 3, Dimension too high, 0, time: 0.059178829193115234s
8 1 1 : 4 3 2 1, Dimension too high, 2, time: 0.09626603126525879s
8 1 1 : 4 3 1 1 1, Dimension too high, 4, time: 0.15302801132202148s
8 1 1 : 4 2 2 2, Dimension too high, 2, time: 0.09774088859558105s
8 1 1 : 4 2 2 1 1, Dimension too high, 4, time: 0.15275311470031738s
8 1 1 : 4 2 1 1 1 1, Dimension too high, 6, time: 0.24425601959228516s
8 1 1 : 4 1 1 1 1 1 1, Dimension too high, 8, time: 0.3877859115600586s
8 1 1 : 3 3 3 1, Dimension too high, 2, time: 0.09595489501953125s
8 1 1 : 3 3 2 2, Dimension too high, 2, time: 0.0956418514251709s
8 1 1 : 3 3 2 1 1, Dimension too high, 4, time: 0.15175509452819824s
8 1 1 : 3 3 1 1 1 1, Dimension too high, 6, time: 0.22583699226379395s
8 1 1 : 3 2 2 2 1, Dimension too high, 4, time: 0.14370298385620117s
8 1 1 : 3 2 2 1 1 1, Dimension too high, 6, time: 0.22350406646728516s
8 1 1 : 3 2 1 1 1 1 1, Dimension too high, 8, time: 0.3655428886413574s
8 1 1 : 3 1 1 1 1 1 1 1, Dimension too high, 10, time: 0.6265029907226562s
8 1 1 : 2 2 2 2 2, Dimension too high, 4, time: 0.14291095733642578s
8 1 1 : 2 2 2 2 1 1, Dimension too high, 6, time: 0.2229139804840088s
8 1 1 : 2 2 2 1 1 1 1, Dimension too high, 8, time: 0.36481189727783203s
8 1 1 : 2 2 1 1 1 1 1 1, Dimension too high, 10, time: 0.6260240077972412s
8 1 1 : 2 1 1 1 1 1 1 1 1, Dimension too high, 12, time: 1.1367359161376953s
7 3 : 7 3, Dimension too high, 0, time: 0.032846927642822266s
7 3 : 7 2 1, Dimension too high, 0, time: 0.05665302276611328s
7 3 : 7 1 1 1, Dimension too high, 0, time: 0.09126901626586914s
7 3 : 6 4, Dimension too high, 0, time: 0.03252100944519043s
7 3 : 6 3 1, Dimension too high, 1, time: 0.05642819404602051s
7 3 : 6 2 2, Dimension too high, 1, time: 0.05644679069519043s
7 3 : 6 2 1 1, Dimension too high, 2, time: 0.09102892875671387s
7 3 : 6 1 1 1 1, Dimension too high, 3, time: 0.1419680118560791s
7 3 : 5 5, Dimension too high, 0, time: 0.03285408020019531s
7 3 : 5 4 1, Dimension too high, 1, time: 0.05734515190124512s
7 3 : 5 3 2, Dimension too high, 1, time: 0.0568389892578125s
7 3 : 5 3 1 1, Dimension too high, 2, time: 0.09174680709838867s
7 3 : 5 2 2 1, Dimension too high, 2, time: 0.09200811386108398s
7 3 : 5 2 1 1 1, Dimension too high, 3, time: 0.14239811897277832s
7 3 : 5 1 1 1 1 1, Dimension too high, 4, time: 0.22252106666564941s
7 3 : 4 4 2, Dimension too high, 1, time: 0.05693793296813965s
7 3 : 4 4 1 1, Dimension too high, 2, time: 0.09112906455993652s
7 3 : 4 3 3, Dimension too high, 1, time: 0.05656599998474121s
7 3 : 4 3 2 1, Dimension too high, 2, time: 0.09106707572937012s
7 3 : 4 3 1 1 1, Dimension too high, 3, time: 0.1419060230255127s
7 3 : 4 2 2 2, Dimension too high, 2, time: 0.09130692481994629s
7 3 : 4 2 2 1 1, Dimension too high, 3, time: 0.14233613014221191s
7 3 : 4 2 1 1 1 1, Dimension too high, 4, time: 0.22314906120300293s
7 3 : 4 1 1 1 1 1 1, Dimension too high, 5, time: 0.36669492721557617s
7 3 : 3 3 3 1, Dimension too high, 2, time: 0.09124398231506348s
7 3 : 3 3 2 2, Dimension too high, 2, time: 0.0909891128540039s
7 3 : 3 3 2 1 1, Dimension too high, 3, time: 0.14151406288146973s
7 3 : 3 3 1 1 1 1, Dimension too high, 4, time: 0.22222113609313965s
7 3 : 3 2 2 2 1, Dimension too high, 3, time: 0.14272093772888184s
7 3 : 3 2 2 1 1 1, Dimension too high, 4, time: 0.2225809097290039s
7 3 : 3 2 1 1 1 1 1, Dimension too high, 5, time: 0.36583900451660156s
7 3 : 3 1 1 1 1 1 1 1, Dimension too high, 6, time: 0.6355860233306885s
7 3 : 2 2 2 2 2, Dimension too high, 3, time: 0.14193201065063477s
7 3 : 2 2 2 2 1 1, Dimension too high, 4, time: 0.22343707084655762s
7 3 : 2 2 2 1 1 1 1, Dimension too high, 5, time: 0.3679540157318115s
7 3 : 2 2 1 1 1 1 1 1, Dimension too high, 6, time: 0.641136884689331s
7 3 : 2 1 1 1 1 1 1 1 1, Dimension too high, 7, time: 1.3248569965362549s
7 2 1 : 7 2 1, Dimension too high, 0, time: 0.0589449405670166s
7 2 1 : 7 1 1 1, Dimension too high, 1, time: 0.09649395942687988s
7 2 1 : 6 4, Dimension too high, 0, time: 0.03398585319519043s
7 2 1 : 6 3 1, Dimension too high, 0, time: 0.059316158294677734s
7 2 1 : 6 2 2, Dimension too high, 1, time: 0.059782981872558594s
7 2 1 : 6 2 1 1, Dimension too high, 3, time: 0.09692001342773438s
7 2 1 : 6 1 1 1 1, Dimension too high, 5, time: 0.1534559726715088s
7 2 1 : 5 5, Dimension too high, 0, time: 0.03446602821350098s
7 2 1 : 5 4 1, Dimension too high, 0, time: 0.05942893028259277s
7 2 1 : 5 3 2, Dimension too high, 1, time: 0.0592648983001709s
7 2 1 : 5 3 1 1, Dimension too high, 3, time: 0.09644579887390137s
7 2 1 : 5 2 2 1, Dimension too high, 3, time: 0.0976557731628418s
7 2 1 : 5 2 1 1 1, Dimension too high, 5, time: 0.15338921546936035s
7 2 1 : 5 1 1 1 1 1, Dimension too high, 7, time: 0.246690034866333s
7 2 1 : 4 4 2, Dimension too high, 1, time: 0.05964303016662598s
7 2 1 : 4 4 1 1, Dimension too high, 3, time: 0.09680891036987305s
7 2 1 : 4 3 3, Dimension too high, 1, time: 0.059938907623291016s
7 2 1 : 4 3 2 1, Dimension too high, 3, time: 0.09668993949890137s
7 2 1 : 4 3 1 1 1, Dimension too high, 5, time: 0.15263080596923828s
7 2 1 : 4 2 2 2, Dimension too high, 3, time: 0.09718990325927734s
7 2 1 : 4 2 2 1 1, Dimension too high, 5, time: 0.1523909568786621s
7 2 1 : 4 2 1 1 1 1, Dimension too high, 7, time: 0.2445371150970459s
7 2 1 : 4 1 1 1 1 1 1, Dimension too high, 9, time: 0.3894948959350586s
7 2 1 : 3 3 3 1, Dimension too high, 3, time: 0.0967249870300293s
7 2 1 : 3 3 2 2, Dimension too high, 3, time: 0.09586215019226074s
7 2 1 : 3 3 2 1 1, Dimension too high, 5, time: 0.14904189109802246s
7 2 1 : 3 3 1 1 1 1, Dimension too high, 7, time: 0.22682404518127441s
7 2 1 : 3 2 2 2 1, Dimension too high, 5, time: 0.14407706260681152s
7 2 1 : 3 2 2 1 1 1, Dimension too high, 7, time: 0.22336196899414062s
7 2 1 : 3 2 1 1 1 1 1, Dimension too high, 9, time: 0.36625003814697266s
7 2 1 : 3 1 1 1 1 1 1 1, 203*x^6 + 2022*x^5 + 4835*x^4 + 3588*x^3 + 864*x^2 + 58*x + 1, 11, time: 4.221389055252075s
7 2 1 : 2 2 2 2 2, Dimension too high, 5, time: 0.1542220115661621s
7 2 1 : 2 2 2 2 1 1, Dimension too high, 7, time: 0.2434101104736328s
7 2 1 : 2 2 2 1 1 1 1, Dimension too high, 9, time: 0.3965280055999756s
7 2 1 : 2 2 1 1 1 1 1 1, 204*x^6 + 2052*x^5 + 4985*x^4 + 3788*x^3 + 933*x^2 + 64*x + 1, 11, time: 3.3589179515838623s
7 2 1 : 2 1 1 1 1 1 1 1 1, Dimension too high, 13, time: 1.1662709712982178s
7 1 1 1 : 7 1 1 1, Dimension too high, 0, time: 0.09519100189208984s
7 1 1 1 : 6 4, Dimension too high, 0, time: 0.03375601768493652s
7 1 1 1 : 6 3 1, Dimension too high, -1, time: 0.0056438446044921875s
7 1 1 1 : 6 2 2, Dimension too high, 0, time: 0.05789685249328613s
7 1 1 1 : 6 2 1 1, Dimension too high, 0, time: 0.09311509132385254s
7 1 1 1 : 6 1 1 1 1, Dimension too high, 3, time: 0.14341187477111816s
7 1 1 1 : 5 5, Dimension too high, 0, time: 0.03308510780334473s
7 1 1 1 : 5 4 1, Dimension too high, -1, time: 0.005471944808959961s
7 1 1 1 : 5 3 2, Dimension too high, 0, time: 0.05721402168273926s
7 1 1 1 : 5 3 1 1, Dimension too high, 0, time: 0.0920250415802002s
7 1 1 1 : 5 2 2 1, Dimension too high, 0, time: 0.09263396263122559s
7 1 1 1 : 5 2 1 1 1, Dimension too high, 3, time: 0.14345812797546387s
7 1 1 1 : 5 1 1 1 1 1, Dimension too high, 6, time: 0.22267484664916992s
7 1 1 1 : 4 4 2, Dimension too high, 0, time: 0.056849002838134766s
7 1 1 1 : 4 4 1 1, Dimension too high, 0, time: 0.09161901473999023s
7 1 1 1 : 4 3 3, Dimension too high, 0, time: 0.056797027587890625s
7 1 1 1 : 4 3 2 1, Dimension too high, 0, time: 0.09185910224914551s
7 1 1 1 : 4 3 1 1 1, Dimension too high, 3, time: 0.14259004592895508s
7 1 1 1 : 4 2 2 2, Dimension too high, 0, time: 0.0917971134185791s
7 1 1 1 : 4 2 2 1 1, Dimension too high, 3, time: 0.14261198043823242s
7 1 1 1 : 4 2 1 1 1 1, Dimension too high, 6, time: 0.22276997566223145s
7 1 1 1 : 4 1 1 1 1 1 1, Dimension too high, 9, time: 0.36399292945861816s
7 1 1 1 : 3 3 3 1, Dimension too high, 0, time: 0.09171295166015625s
7 1 1 1 : 3 3 2 2, Dimension too high, 0, time: 0.09178900718688965s
7 1 1 1 : 3 3 2 1 1, Dimension too high, 3, time: 0.1425151824951172s
7 1 1 1 : 3 3 1 1 1 1, Dimension too high, 6, time: 0.2223038673400879s
7 1 1 1 : 3 2 2 2 1, Dimension too high, 3, time: 0.14307093620300293s
7 1 1 1 : 3 2 2 1 1 1, Dimension too high, 6, time: 0.22273921966552734s
7 1 1 1 : 3 2 1 1 1 1 1, Dimension too high, 9, time: 0.3638589382171631s
7 1 1 1 : 3 1 1 1 1 1 1 1, Dimension too high, 12, time: 0.625032901763916s
7 1 1 1 : 2 2 2 2 2, Dimension too high, 3, time: 0.1426558494567871s
7 1 1 1 : 2 2 2 2 1 1, Dimension too high, 6, time: 0.22251009941101074s
7 1 1 1 : 2 2 2 1 1 1 1, Dimension too high, 9, time: 0.36449289321899414s
7 1 1 1 : 2 2 1 1 1 1 1 1, Dimension too high, 12, time: 0.6231980323791504s
7 1 1 1 : 2 1 1 1 1 1 1 1 1, Dimension too high, 15, time: 1.1257460117340088s
6 4 : 6 4, Dimension too high, 0, time: 0.03275895118713379s
6 4 : 6 3 1, Dimension too high, 0, time: 0.056532859802246094s
6 4 : 6 2 2, Dimension too high, 0, time: 0.05654406547546387s
6 4 : 6 2 1 1, Dimension too high, 0, time: 0.09099817276000977s
6 4 : 6 1 1 1 1, Dimension too high, 0, time: 0.14182400703430176s
6 4 : 5 5, Dimension too high, 0, time: 0.03239011764526367s
6 4 : 5 4 1, Dimension too high, 1, time: 0.0561671257019043s
6 4 : 5 3 2, Dimension too high, 1, time: 0.05674600601196289s
6 4 : 5 3 1 1, Dimension too high, 2, time: 0.09136295318603516s
6 4 : 5 2 2 1, Dimension too high, 2, time: 0.09144806861877441s
6 4 : 5 2 1 1 1, Dimension too high, 3, time: 0.1419379711151123s
6 4 : 5 1 1 1 1 1, Dimension too high, 4, time: 0.2217249870300293s
6 4 : 4 4 2, Dimension too high, 1, time: 0.05649614334106445s
6 4 : 4 4 1 1, Dimension too high, 2, time: 0.0909891128540039s
6 4 : 4 3 3, Dimension too high, 1, time: 0.05642294883728027s
6 4 : 4 3 2 1, Dimension too high, 2, time: 0.09101295471191406s
6 4 : 4 3 1 1 1, Dimension too high, 3, time: 0.14194393157958984s
6 4 : 4 2 2 2, Dimension too high, 2, time: 0.09121108055114746s
6 4 : 4 2 2 1 1, Dimension too high, 3, time: 0.14186978340148926s
6 4 : 4 2 1 1 1 1, Dimension too high, 4, time: 0.22275495529174805s
6 4 : 4 1 1 1 1 1 1, Dimension too high, 5, time: 0.3663210868835449s
6 4 : 3 3 3 1, Dimension too high, 2, time: 0.09107494354248047s
6 4 : 3 3 2 2, Dimension too high, 2, time: 0.09112715721130371s
6 4 : 3 3 2 1 1, Dimension too high, 3, time: 0.14206886291503906s
6 4 : 3 3 1 1 1 1, Dimension too high, 4, time: 0.22361993789672852s
6 4 : 3 2 2 2 1, Dimension too high, 3, time: 0.1625208854675293s
6 4 : 3 2 2 1 1 1, Dimension too high, 4, time: 0.2516448497772217s
6 4 : 3 2 1 1 1 1 1, Dimension too high, 5, time: 0.4233541488647461s
6 4 : 3 1 1 1 1 1 1 1, Dimension too high, 6, time: 0.6859009265899658s
6 4 : 2 2 2 2 2, Dimension too high, 3, time: 0.15272998809814453s
6 4 : 2 2 2 2 1 1, Dimension too high, 4, time: 0.24256396293640137s
6 4 : 2 2 2 1 1 1 1, Dimension too high, 5, time: 0.37866997718811035s
6 4 : 2 2 1 1 1 1 1 1, Dimension too high, 6, time: 0.6501991748809814s
6 4 : 2 1 1 1 1 1 1 1 1, Dimension too high, 7, time: 1.179414987564087s
6 3 1 : 6 3 1, Dimension too high, 0, time: 0.05718088150024414s
6 3 1 : 6 2 2, Dimension too high, 0, time: 0.05656290054321289s
6 3 1 : 6 2 1 1, Dimension too high, 1, time: 0.0915830135345459s
6 3 1 : 6 1 1 1 1, Dimension too high, 2, time: 0.14284801483154297s
6 3 1 : 5 5, Dimension too high, 0, time: 0.03271794319152832s
6 3 1 : 5 4 1, Dimension too high, 0, time: 0.056633949279785156s
6 3 1 : 5 3 2, Dimension too high, 1, time: 0.05672001838684082s
6 3 1 : 5 3 1 1, Dimension too high, 3, time: 0.09143209457397461s
6 3 1 : 5 2 2 1, Dimension too high, 3, time: 0.09142804145812988s
6 3 1 : 5 2 1 1 1, Dimension too high, 5, time: 0.142225980758667s
6 3 1 : 5 1 1 1 1 1, Dimension too high, 7, time: 0.22266101837158203s
6 3 1 : 4 4 2, Dimension too high, 1, time: 0.05678606033325195s
6 3 1 : 4 4 1 1, Dimension too high, 3, time: 0.09139609336853027s
6 3 1 : 4 3 3, Dimension too high, 1, time: 0.05698680877685547s
6 3 1 : 4 3 2 1, Dimension too high, 3, time: 0.09160995483398438s
6 3 1 : 4 3 1 1 1, Dimension too high, 5, time: 0.14203286170959473s
6 3 1 : 4 2 2 2, Dimension too high, 3, time: 0.0917198657989502s
6 3 1 : 4 2 2 1 1, Dimension too high, 5, time: 0.14274096488952637s
6 3 1 : 4 2 1 1 1 1, Dimension too high, 7, time: 0.22302007675170898s
6 3 1 : 4 1 1 1 1 1 1, Dimension too high, 9, time: 0.3662848472595215s
6 3 1 : 3 3 3 1, Dimension too high, 3, time: 0.09149003028869629s
6 3 1 : 3 3 2 2, Dimension too high, 3, time: 0.091278076171875s
6 3 1 : 3 3 2 1 1, Dimension too high, 5, time: 0.1421949863433838s
6 3 1 : 3 3 1 1 1 1, Dimension too high, 7, time: 0.22214889526367188s
6 3 1 : 3 2 2 2 1, Dimension too high, 5, time: 0.14238715171813965s
6 3 1 : 3 2 2 1 1 1, Dimension too high, 7, time: 0.22275710105895996s
6 3 1 : 3 2 1 1 1 1 1, Dimension too high, 9, time: 0.3656198978424072s
6 3 1 : 3 1 1 1 1 1 1 1, 2128*x^6 + 12732*x^5 + 20550*x^4 + 11057*x^3 + 1956*x^2 + 93*x + 1, 11, time: 3.019026041030884s
6 3 1 : 2 2 2 2 2, Dimension too high, 5, time: 0.15476703643798828s
6 3 1 : 2 2 2 2 1 1, Dimension too high, 7, time: 0.24747610092163086s
6 3 1 : 2 2 2 1 1 1 1, Dimension too high, 9, time: 0.4064748287200928s
6 3 1 : 2 2 1 1 1 1 1 1, 2882*x^6 + 17838*x^5 + 29199*x^4 + 15643*x^3 + 2682*x^2 + 117*x + 1, 11, time: 3.304633140563965s
6 3 1 : 2 1 1 1 1 1 1 1 1, Dimension too high, 13, time: 1.1972150802612305s
6 2 2 : 6 2 2, Dimension too high, 0, time: 0.058624982833862305s
6 2 2 : 6 2 1 1, Dimension too high, 0, time: 0.09583091735839844s
6 2 2 : 6 1 1 1 1, Dimension too high, 1, time: 0.151961088180542s
6 2 2 : 5 5, Dimension too high, 0, time: 0.034204959869384766s
6 2 2 : 5 4 1, Dimension too high, -1, time: 0.005617856979370117s
6 2 2 : 5 3 2, Dimension too high, 0, time: 0.05875802040100098s
6 2 2 : 5 3 1 1, Dimension too high, 0, time: 0.09559202194213867s
6 2 2 : 5 2 2 1, Dimension too high, 2, time: 0.0959470272064209s
6 2 2 : 5 2 1 1 1, Dimension too high, 4, time: 0.15108394622802734s
6 2 2 : 5 1 1 1 1 1, Dimension too high, 6, time: 0.2360548973083496s
6 2 2 : 4 4 2, Dimension too high, 0, time: 0.058892011642456055s
6 2 2 : 4 4 1 1, Dimension too high, 0, time: 0.0953369140625s
6 2 2 : 4 3 3, Dimension too high, 0, time: 0.0585780143737793s
6 2 2 : 4 3 2 1, Dimension too high, 2, time: 0.09484410285949707s
6 2 2 : 4 3 1 1 1, Dimension too high, 4, time: 0.14505410194396973s
6 2 2 : 4 2 2 2, Dimension too high, 2, time: 0.0926351547241211s
6 2 2 : 4 2 2 1 1, Dimension too high, 4, time: 0.14284491539001465s
6 2 2 : 4 2 1 1 1 1, Dimension too high, 6, time: 0.2249751091003418s
