10 : 10, Unable to create polyhedron or calculate h*, NULL, time: 0.7259609699249268s
8 2 : 4 3 2 1, Dimension too high, 2, time: 0.09464812278747559s
8 2 : 4 3 1 1 1, Dimension too high, 3, time: 0.14592599868774414s
8 2 : 4 2 2 2, Dimension too high, 2, time: 0.09152412414550781s
8 2 : 4 2 2 1 1, Dimension too high, 3, time: 0.14222002029418945s
8 2 : 4 2 1 1 1 1, Dimension too high, 4, time: 0.22242999076843262s
8 2 : 4 1 1 1 1 1 1, Dimension too high, 5, time: 0.3764069080352783s
8 2 : 3 3 3 1, Dimension too high, 2, time: 0.0918741226196289s
8 2 : 3 3 2 2, Dimension too high, 2, time: 0.09176898002624512s
8 2 : 3 3 2 1 1, Dimension too high, 3, time: 0.14384698867797852s
8 2 : 3 3 1 1 1 1, Dimension too high, 4, time: 0.22453713417053223s
8 2 : 3 2 2 2 1, Dimension too high, 3, time: 0.1424100399017334s
8 2 : 3 2 2 1 1 1, Dimension too high, 4, time: 0.22624683380126953s
8 2 : 3 2 1 1 1 1 1, Dimension too high, 5, time: 0.3706490993499756s
8 2 : 3 1 1 1 1 1 1 1, Dimension too high, 6, time: 0.6459250450134277s
8 2 : 2 2 2 2 2, Dimension too high, 3, time: 0.1420140266418457s
8 2 : 2 2 2 2 1 1, Dimension too high, 4, time: 0.2403240203857422s
8 2 : 2 2 2 1 1 1 1, Dimension too high, 5, time: 0.37520289421081543s
8 2 : 2 2 1 1 1 1 1 1, Dimension too high, 6, time: 0.6434741020202637s
8 2 : 2 1 1 1 1 1 1 1 1, Dimension too high, 7, time: 1.1699120998382568s
8 1 1 : 8 1 1, Dimension too high, 0, time: 0.05647778511047363s
8 1 1 : 7 3, Dimension too high, 0, time: 0.032158851623535156s
8 1 1 : 7 2 1, Dimension too high, 0, time: 0.05587196350097656s
8 1 1 : 7 1 1 1, Dimension too high, 2, time: 0.09043312072753906s
8 1 1 : 6 4, Dimension too high, 0, time: 0.03216195106506348s
8 1 1 : 6 3 1, Dimension too high, 0, time: 0.055767059326171875s
8 1 1 : 6 2 2, Dimension too high, 0, time: 0.05608701705932617s
8 1 1 : 6 2 1 1, Dimension too high, 2, time: 0.09016609191894531s
8 1 1 : 6 1 1 1 1, Dimension too high, 4, time: 0.1407921314239502s
8 1 1 : 5 5, Dimension too high, 0, time: 0.03212785720825195s
8 1 1 : 5 4 1, Dimension too high, 0, time: 0.056962013244628906s
8 1 1 : 5 3 2, Dimension too high, 0, time: 0.058511972427368164s
8 1 1 : 5 3 1 1, Dimension too high, 2, time: 0.0917809009552002s
8 1 1 : 5 2 2 1, Dimension too high, 2, time: 0.09117317199707031s
8 1 1 : 5 2 1 1 1, Dimension too high, 4, time: 0.14067506790161133s
8 1 1 : 5 1 1 1 1 1, Dimension too high, 6, time: 0.21989917755126953s
8 1 1 : 4 4 2, Dimension too high, 0, time: 0.05638289451599121s
8 1 1 : 4 4 1 1, Dimension too high, 2, time: 0.09054207801818848s
8 1 1 : 4 3 3, Dimension too high, 0, time: 0.05615687370300293s
8 1 1 : 4 3 2 1, Dimension too high, 2, time: 0.10661792755126953s
8 1 1 : 4 3 1 1 1, Dimension too high, 4, time: 0.16077589988708496s
8 1 1 : 4 2 2 2, Dimension too high, 2, time: 0.09727311134338379s
8 1 1 : 4 2 2 1 1, Dimension too high, 4, time: 0.15327095985412598s
8 1 1 : 4 2 1 1 1 1, Dimension too high, 6, time: 0.24948716163635254s
8 1 1 : 4 1 1 1 1 1 1, Dimension too high, 8, time: 0.4234428405761719s
8 1 1 : 3 3 3 1, Dimension too high, 2, time: 0.09734916687011719s
8 1 1 : 3 3 2 2, Dimension too high, 2, time: 0.09907984733581543s
8 1 1 : 3 3 2 1 1, Dimension too high, 4, time: 0.15240097045898438s
8 1 1 : 3 3 1 1 1 1, Dimension too high, 6, time: 0.24692487716674805s
8 1 1 : 3 2 2 2 1, Dimension too high, 4, time: 0.1525249481201172s
8 1 1 : 3 2 2 1 1 1, Dimension too high, 6, time: 0.24431800842285156s
8 1 1 : 3 2 1 1 1 1 1, Dimension too high, 8, time: 0.3816409111022949s
8 1 1 : 3 1 1 1 1 1 1 1, Dimension too high, 10, time: 0.6304981708526611s
8 1 1 : 2 2 2 2 2, Dimension too high, 4, time: 0.14307403564453125s
8 1 1 : 2 2 2 2 1 1, Dimension too high, 6, time: 0.2223949432373047s
8 1 1 : 2 2 2 1 1 1 1, Dimension too high, 8, time: 0.3710501194000244s
8 1 1 : 2 2 1 1 1 1 1 1, Dimension too high, 10, time: 0.6295979022979736s
8 1 1 : 2 1 1 1 1 1 1 1 1, Dimension too high, 12, time: 1.1455039978027344s
7 3 : 7 3, Dimension too high, 0, time: 0.032692909240722656s
7 3 : 7 2 1, Dimension too high, 0, time: 0.05628705024719238s
7 3 : 7 1 1 1, Dimension too high, 0, time: 0.09067487716674805s
7 3 : 6 4, Dimension too high, 0, time: 0.032321929931640625s
7 3 : 6 3 1, Dimension too high, 1, time: 0.056118011474609375s
7 3 : 6 2 2, Dimension too high, 1, time: 0.05602598190307617s
7 3 : 6 2 1 1, Dimension too high, 2, time: 0.09249305725097656s
7 3 : 6 1 1 1 1, Dimension too high, 3, time: 0.14413905143737793s
7 3 : 5 5, Dimension too high, 0, time: 0.03280496597290039s
7 3 : 5 4 1, Dimension too high, 1, time: 0.056208133697509766s
7 3 : 5 3 2, Dimension too high, 1, time: 0.05621218681335449s
7 3 : 5 3 1 1, Dimension too high, 2, time: 0.09080195426940918s
7 3 : 5 2 2 1, Dimension too high, 2, time: 0.09173703193664551s
7 3 : 5 2 1 1 1, Dimension too high, 3, time: 0.14241790771484375s
7 3 : 5 1 1 1 1 1, Dimension too high, 4, time: 0.2233729362487793s
7 3 : 4 4 2, Dimension too high, 1, time: 0.056849002838134766s
7 3 : 4 4 1 1, Dimension too high, 2, time: 0.0908041000366211s
7 3 : 4 3 3, Dimension too high, 1, time: 0.05613088607788086s
7 3 : 4 3 2 1, Dimension too high, 2, time: 0.09349608421325684s
7 3 : 4 3 1 1 1, Dimension too high, 3, time: 0.1425011157989502s
7 3 : 4 2 2 2, Dimension too high, 2, time: 0.0917661190032959s
7 3 : 4 2 2 1 1, Dimension too high, 3, time: 0.14257311820983887s
7 3 : 4 2 1 1 1 1, Dimension too high, 4, time: 0.22323918342590332s
7 3 : 4 1 1 1 1 1 1, Dimension too high, 5, time: 0.36830902099609375s
7 3 : 3 3 3 1, Dimension too high, 2, time: 0.09404587745666504s
7 3 : 3 3 2 2, Dimension too high, 2, time: 0.09111595153808594s
7 3 : 3 3 2 1 1, Dimension too high, 3, time: 0.14175796508789062s
7 3 : 3 3 1 1 1 1, Dimension too high, 4, time: 0.22223210334777832s
7 3 : 3 2 2 2 1, Dimension too high, 3, time: 0.14308381080627441s
7 3 : 3 2 2 1 1 1, Dimension too high, 4, time: 0.22245192527770996s
7 3 : 3 2 1 1 1 1 1, Dimension too high, 5, time: 0.36798715591430664s
7 3 : 3 1 1 1 1 1 1 1, Dimension too high, 6, time: 0.6397039890289307s
7 3 : 2 2 2 2 2, Dimension too high, 3, time: 0.14351296424865723s
7 3 : 2 2 2 2 1 1, Dimension too high, 4, time: 0.2235090732574463s
7 3 : 2 2 2 1 1 1 1, Dimension too high, 5, time: 0.3694920539855957s
7 3 : 2 2 1 1 1 1 1 1, Dimension too high, 6, time: 0.6455519199371338s
7 3 : 2 1 1 1 1 1 1 1 1, Dimension too high, 7, time: 1.1719717979431152s
7 2 1 : 7 2 1, Dimension too high, 0, time: 0.05633378028869629s
7 2 1 : 7 1 1 1, Dimension too high, 1, time: 0.09063196182250977s
7 2 1 : 6 4, Dimension too high, 0, time: 0.03210306167602539s
7 2 1 : 6 3 1, Dimension too high, 0, time: 0.05599689483642578s
7 2 1 : 6 2 2, Dimension too high, 1, time: 0.0561680793762207s
7 2 1 : 6 2 1 1, Dimension too high, 3, time: 0.09036517143249512s
7 2 1 : 6 1 1 1 1, Dimension too high, 5, time: 0.14078092575073242s
7 2 1 : 5 5, Dimension too high, 0, time: 0.03206586837768555s
7 2 1 : 5 4 1, Dimension too high, 0, time: 0.05729103088378906s
7 2 1 : 5 3 2, Dimension too high, 1, time: 0.05622410774230957s
7 2 1 : 5 3 1 1, Dimension too high, 3, time: 0.09070587158203125s
7 2 1 : 5 2 2 1, Dimension too high, 3, time: 0.09051799774169922s
7 2 1 : 5 2 1 1 1, Dimension too high, 5, time: 0.14170002937316895s
7 2 1 : 5 1 1 1 1 1, Dimension too high, 7, time: 0.22227716445922852s
7 2 1 : 4 4 2, Dimension too high, 1, time: 0.05626177787780762s
7 2 1 : 4 4 1 1, Dimension too high, 3, time: 0.09041190147399902s
7 2 1 : 4 3 3, Dimension too high, 1, time: 0.0559539794921875s
7 2 1 : 4 3 2 1, Dimension too high, 3, time: 0.09180903434753418s
7 2 1 : 4 3 1 1 1, Dimension too high, 5, time: 0.15691781044006348s
7 2 1 : 4 2 2 2, Dimension too high, 3, time: 0.09612798690795898s
7 2 1 : 4 2 2 1 1, Dimension too high, 5, time: 0.15252017974853516s
7 2 1 : 4 2 1 1 1 1, Dimension too high, 7, time: 0.2513599395751953s
7 2 1 : 4 1 1 1 1 1 1, Dimension too high, 9, time: 0.4241600036621094s
7 2 1 : 3 3 3 1, Dimension too high, 3, time: 0.09935116767883301s
7 2 1 : 3 3 2 2, Dimension too high, 3, time: 0.09629106521606445s
7 2 1 : 3 3 2 1 1, Dimension too high, 5, time: 0.15236997604370117s
7 2 1 : 3 3 1 1 1 1, Dimension too high, 7, time: 0.24659991264343262s
7 2 1 : 3 2 2 2 1, Dimension too high, 5, time: 0.1520218849182129s
7 2 1 : 3 2 2 1 1 1, Dimension too high, 7, time: 0.2510221004486084s
7 2 1 : 3 2 1 1 1 1 1, Dimension too high, 9, time: 0.3893270492553711s
7 2 1 : 3 1 1 1 1 1 1 1, Dimension too high, 11, time: 0.6393659114837646s
7 2 1 : 2 2 2 2 2, Dimension too high, 5, time: 0.14344501495361328s
7 2 1 : 2 2 2 2 1 1, Dimension too high, 7, time: 0.22302603721618652s
7 2 1 : 2 2 2 1 1 1 1, Dimension too high, 9, time: 0.36603808403015137s
7 2 1 : 2 2 1 1 1 1 1 1, Dimension too high, 11, time: 0.628032922744751s
7 2 1 : 2 1 1 1 1 1 1 1 1, Dimension too high, 13, time: 1.1580300331115723s
7 1 1 1 : 7 1 1 1, Dimension too high, 0, time: 0.09382295608520508s
7 1 1 1 : 6 4, Dimension too high, 0, time: 0.03298306465148926s
7 1 1 1 : 6 3 1, Dimension too high, -1, time: 0.005220890045166016s
7 1 1 1 : 6 2 2, Dimension too high, 0, time: 0.05624198913574219s
7 1 1 1 : 6 2 1 1, Dimension too high, 0, time: 0.09091305732727051s
7 1 1 1 : 6 1 1 1 1, Dimension too high, 3, time: 0.1413869857788086s
7 1 1 1 : 5 5, Dimension too high, 0, time: 0.03229713439941406s
7 1 1 1 : 5 4 1, Dimension too high, -1, time: 0.0051059722900390625s
7 1 1 1 : 5 3 2, Dimension too high, 0, time: 0.05651497840881348s
7 1 1 1 : 5 3 1 1, Dimension too high, 0, time: 0.09116697311401367s
7 1 1 1 : 5 2 2 1, Dimension too high, 0, time: 0.09096693992614746s
7 1 1 1 : 5 2 1 1 1, Dimension too high, 3, time: 0.14158105850219727s
7 1 1 1 : 5 1 1 1 1 1, Dimension too high, 6, time: 0.22139906883239746s
7 1 1 1 : 4 4 2, Dimension too high, 0, time: 0.05638289451599121s
7 1 1 1 : 4 4 1 1, Dimension too high, 0, time: 0.09102201461791992s
7 1 1 1 : 4 3 3, Dimension too high, 0, time: 0.05655193328857422s
7 1 1 1 : 4 3 2 1, Dimension too high, 0, time: 0.0910348892211914s
7 1 1 1 : 4 3 1 1 1, Dimension too high, 3, time: 0.141585111618042s
7 1 1 1 : 4 2 2 2, Dimension too high, 0, time: 0.09220194816589355s
7 1 1 1 : 4 2 2 1 1, Dimension too high, 3, time: 0.14187312126159668s
7 1 1 1 : 4 2 1 1 1 1, Dimension too high, 6, time: 0.22194600105285645s
7 1 1 1 : 4 1 1 1 1 1 1, Dimension too high, 9, time: 0.36452198028564453s
7 1 1 1 : 3 3 3 1, Dimension too high, 0, time: 0.09148287773132324s
7 1 1 1 : 3 3 2 2, Dimension too high, 0, time: 0.09113383293151855s
7 1 1 1 : 3 3 2 1 1, Dimension too high, 3, time: 0.14169692993164062s
7 1 1 1 : 3 3 1 1 1 1, Dimension too high, 6, time: 0.2218790054321289s
7 1 1 1 : 3 2 2 2 1, Dimension too high, 3, time: 0.1421489715576172s
7 1 1 1 : 3 2 2 1 1 1, Dimension too high, 6, time: 0.22173714637756348s
7 1 1 1 : 3 2 1 1 1 1 1, Dimension too high, 9, time: 0.36441898345947266s
7 1 1 1 : 3 1 1 1 1 1 1 1, Dimension too high, 12, time: 0.6237809658050537s
7 1 1 1 : 2 2 2 2 2, Dimension too high, 3, time: 0.14159893989562988s
7 1 1 1 : 2 2 2 2 1 1, Dimension too high, 6, time: 0.2214059829711914s
7 1 1 1 : 2 2 2 1 1 1 1, Dimension too high, 9, time: 0.3633849620819092s
7 1 1 1 : 2 2 1 1 1 1 1 1, Dimension too high, 12, time: 0.64198899269104s
7 1 1 1 : 2 1 1 1 1 1 1 1 1, Dimension too high, 15, time: 1.1331110000610352s
6 4 : 6 4, Dimension too high, 0, time: 0.032560110092163086s
6 4 : 6 3 1, Dimension too high, 0, time: 0.05621695518493652s
6 4 : 6 2 2, Dimension too high, 0, time: 0.05604195594787598s
6 4 : 6 2 1 1, Dimension too high, 0, time: 0.09067511558532715s
6 4 : 6 1 1 1 1, Dimension too high, 0, time: 0.14289093017578125s
6 4 : 5 5, Dimension too high, 0, time: 0.0328669548034668s
6 4 : 5 4 1, Dimension too high, 1, time: 0.05624890327453613s
6 4 : 5 3 2, Dimension too high, 1, time: 0.05720686912536621s
6 4 : 5 3 1 1, Dimension too high, 2, time: 0.0914161205291748s
6 4 : 5 2 2 1, Dimension too high, 2, time: 0.09130978584289551s
6 4 : 5 2 1 1 1, Dimension too high, 3, time: 0.14240813255310059s
6 4 : 5 1 1 1 1 1, Dimension too high, 4, time: 0.2226090431213379s
6 4 : 4 4 2, Dimension too high, 1, time: 0.05660700798034668s
6 4 : 4 4 1 1, Dimension too high, 2, time: 0.0908050537109375s
6 4 : 4 3 3, Dimension too high, 1, time: 0.05629301071166992s
6 4 : 4 3 2 1, Dimension too high, 2, time: 0.09110713005065918s
6 4 : 4 3 1 1 1, Dimension too high, 3, time: 0.14307093620300293s
6 4 : 4 2 2 2, Dimension too high, 2, time: 0.09117889404296875s
6 4 : 4 2 2 1 1, Dimension too high, 3, time: 0.1418149471282959s
6 4 : 4 2 1 1 1 1, Dimension too high, 4, time: 0.22460484504699707s
6 4 : 4 1 1 1 1 1 1, Dimension too high, 5, time: 0.4105188846588135s
6 4 : 3 3 3 1, Dimension too high, 2, time: 0.09776782989501953s
6 4 : 3 3 2 2, Dimension too high, 2, time: 0.09656381607055664s
6 4 : 3 3 2 1 1, Dimension too high, 3, time: 0.1547231674194336s
6 4 : 3 3 1 1 1 1, Dimension too high, 4, time: 0.25580716133117676s
6 4 : 3 2 2 2 1, Dimension too high, 3, time: 0.15481901168823242s
6 4 : 3 2 2 1 1 1, Dimension too high, 4, time: 0.24957799911499023s
6 4 : 3 2 1 1 1 1 1, Dimension too high, 5, time: 0.4201059341430664s
6 4 : 3 1 1 1 1 1 1 1, Dimension too high, 6, time: 0.6759519577026367s
6 4 : 2 2 2 2 2, Dimension too high, 3, time: 0.15164995193481445s
6 4 : 2 2 2 2 1 1, Dimension too high, 4, time: 0.2361299991607666s
6 4 : 2 2 2 1 1 1 1, Dimension too high, 5, time: 0.3752119541168213s
6 4 : 2 2 1 1 1 1 1 1, Dimension too high, 6, time: 0.6477410793304443s
6 4 : 2 1 1 1 1 1 1 1 1, Dimension too high, 7, time: 1.1775720119476318s
6 3 1 : 6 3 1, Dimension too high, 0, time: 0.05671811103820801s
6 3 1 : 6 2 2, Dimension too high, 0, time: 0.05622982978820801s
6 3 1 : 6 2 1 1, Dimension too high, 1, time: 0.09067201614379883s
6 3 1 : 6 1 1 1 1, Dimension too high, 2, time: 0.141693115234375s
6 3 1 : 5 5, Dimension too high, 0, time: 0.03224301338195801s
6 3 1 : 5 4 1, Dimension too high, 0, time: 0.05629897117614746s
6 3 1 : 5 3 2, Dimension too high, 1, time: 0.05634903907775879s
6 3 1 : 5 3 1 1, Dimension too high, 3, time: 0.09072995185852051s
6 3 1 : 5 2 2 1, Dimension too high, 3, time: 0.09113788604736328s
6 3 1 : 5 2 1 1 1, Dimension too high, 5, time: 0.1419968605041504s
6 3 1 : 5 1 1 1 1 1, Dimension too high, 7, time: 0.22246098518371582s
6 3 1 : 4 4 2, Dimension too high, 1, time: 0.05636096000671387s
6 3 1 : 4 4 1 1, Dimension too high, 3, time: 0.09102392196655273s
6 3 1 : 4 3 3, Dimension too high, 1, time: 0.05643296241760254s
6 3 1 : 4 3 2 1, Dimension too high, 3, time: 0.09102797508239746s
6 3 1 : 4 3 1 1 1, Dimension too high, 5, time: 0.14159202575683594s
6 3 1 : 4 2 2 2, Dimension too high, 3, time: 0.09117293357849121s
6 3 1 : 4 2 2 1 1, Dimension too high, 5, time: 0.1420269012451172s
6 3 1 : 4 2 1 1 1 1, Dimension too high, 7, time: 0.22287607192993164s
6 3 1 : 4 1 1 1 1 1 1, Dimension too high, 9, time: 0.3666830062866211s
6 3 1 : 3 3 3 1, Dimension too high, 3, time: 0.0910649299621582s
6 3 1 : 3 3 2 2, Dimension too high, 3, time: 0.0909271240234375s
6 3 1 : 3 3 2 1 1, Dimension too high, 5, time: 0.14130401611328125s
6 3 1 : 3 3 1 1 1 1, Dimension too high, 7, time: 0.22162103652954102s
6 3 1 : 3 2 2 2 1, Dimension too high, 5, time: 0.14162802696228027s
6 3 1 : 3 2 2 1 1 1, Dimension too high, 7, time: 0.22296810150146484s
6 3 1 : 3 2 1 1 1 1 1, Dimension too high, 9, time: 0.3654050827026367s
6 3 1 : 3 1 1 1 1 1 1 1, Dimension too high, 11, time: 0.634829044342041s
6 3 1 : 2 2 2 2 2, Dimension too high, 5, time: 0.14265108108520508s
6 3 1 : 2 2 2 2 1 1, Dimension too high, 7, time: 0.22336316108703613s
6 3 1 : 2 2 2 1 1 1 1, Dimension too high, 9, time: 0.3669290542602539s
6 3 1 : 2 2 1 1 1 1 1 1, Dimension too high, 11, time: 0.638463020324707s
6 3 1 : 2 1 1 1 1 1 1 1 1, Dimension too high, 13, time: 1.1570639610290527s
6 2 2 : 6 2 2, Dimension too high, 0, time: 0.057502031326293945s
6 2 2 : 6 2 1 1, Dimension too high, 0, time: 0.09076404571533203s
6 2 2 : 6 1 1 1 1, Dimension too high, 1, time: 0.14152002334594727s
6 2 2 : 5 5, Dimension too high, 0, time: 0.03195619583129883s
6 2 2 : 5 4 1, Dimension too high, -1, time: 0.0050580501556396484s
6 2 2 : 5 3 2, Dimension too high, 0, time: 0.05570101737976074s
6 2 2 : 5 3 1 1, Dimension too high, 0, time: 0.09047102928161621s
6 2 2 : 5 2 2 1, Dimension too high, 2, time: 0.0901041030883789s
6 2 2 : 5 2 1 1 1, Dimension too high, 4, time: 0.14051318168640137s
6 2 2 : 5 1 1 1 1 1, Dimension too high, 6, time: 0.2216320037841797s
6 2 2 : 4 4 2, Dimension too high, 0, time: 0.055786848068237305s
6 2 2 : 4 4 1 1, Dimension too high, 0, time: 0.09079408645629883s
6 2 2 : 4 3 3, Dimension too high, 0, time: 0.05589604377746582s
6 2 2 : 4 3 2 1, Dimension too high, 2, time: 0.08999490737915039s
6 2 2 : 4 3 1 1 1, Dimension too high, 4, time: 0.14065098762512207s
6 2 2 : 4 2 2 2, Dimension too high, 2, time: 0.09028291702270508s
6 2 2 : 4 2 2 1 1, Dimension too high, 4, time: 0.14133691787719727s
6 2 2 : 4 2 1 1 1 1, Dimension too high, 6, time: 0.22177505493164062s
6 2 2 : 4 1 1 1 1 1 1, Dimension too high, 8, time: 0.3846559524536133s
6 2 2 : 3 3 3 1, Dimension too high, 2, time: 0.09727907180786133s
6 2 2 : 3 3 2 2, Dimension too high, 2, time: 0.09743690490722656s
6 2 2 : 3 3 2 1 1, Dimension too high, 4, time: 0.16298508644104004s
